zoned_school,current_placement,current_school,school_level,asian,black,hispanic,indian,multi,white,grand_total,file
Alafia,Magnet,YORK PK-8 MAGNET SCHOOL,K-8,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alafia,Neighborhood,ALAFIA ELEMENTARY,Elem,6,37,102,NA,41,209,395,tabula-ElemK8OutReport40thDay2324.csv
Alafia,Neighborhood,CIMINO ELEMENTARY,Elem,NA,NA,3,NA,1,3,7,tabula-ElemK8OutReport40thDay2324.csv
Alafia,Neighborhood,GIBSONTON ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alafia,Neighborhood,KINGSWOOD ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alafia,Neighborhood,MINTZ ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alafia,Neighborhood,PALM RIVER ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,NA,NA,19,NA,NA,NA,19,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,HILLSBOROUGH ACAD MATH SCIENCE,K-8,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,HORIZON CHARTER SCH OF TAMPA,K-8,NA,NA,2,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,VICTORY CHARTER SCHOOL TAMPA,Elem,NA,NA,1,NA,NA,2,3,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,ALEXANDER ELEMENTARY,Elem,NA,NA,4,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,BELLAMY ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,CANNELLA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,CITRUS PARK ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,CRESTWOOD ELEMENTARY,Elem,NA,NA,4,NA,NA,1,5,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,HAMMOND ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,LOWRY ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,MENDENHALL ELEMENTARY,Elem,NA,NA,3,NA,1,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,OAK GROVE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,TAMPA BAY BOULEVARD ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,TOWN AND COUNTRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,TWIN LAKES ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Choice,WESTCHASE ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Magnet,DUNBAR ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,2,3,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Magnet,SHORE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,ALEXANDER ELEMENTARY,Elem,3,4,362,NA,12,16,397,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,BELLAMY ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,CANNELLA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,CRESTWOOD ELEMENTARY,Elem,NA,NA,9,NA,NA,NA,9,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,EGYPT LAKE ELEMENTARY,Elem,NA,NA,7,NA,NA,1,8,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,MENDENHALL ELEMENTARY,Elem,NA,NA,5,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,OAK GROVE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,ROLAND PARK K-8 MAGNET,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,TOWN AND COUNTRY ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Alexander,Neighborhood,WITTER ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,NA,2,NA,NA,2,4,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,1,NA,NA,1,1,3,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Charter,SOUTHSHORE CHARTER ACADEMY,K-8,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,1,NA,NA,4,5,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Choice,ANDERSON ELEMENTARY,Elem,NA,1,NA,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Choice,BALLAST POINT ELEMENTARY,Elem,NA,NA,NA,NA,1,4,5,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Choice,CHIARAMONTE ELEMENTARY,Elem,NA,3,1,NA,5,4,13,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Choice,GRADY ELEMENTARY,Elem,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Choice,LANIER ELEMENTARY,Elem,NA,1,NA,NA,1,1,3,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Choice,MABRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Choice,MITCHELL ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,ESE Placed,CHIARAMONTE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Magnet,LOMAX ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,1,NA,NA,NA,NA,2,3,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Magnet,RAMPELLO K-8,K-8,NA,NA,1,NA,NA,6,7,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Magnet,ROLAND PARK K-8 MAGNET,K-8,1,NA,2,NA,1,4,8,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Magnet,SHORE ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,ANDERSON ELEMENTARY,Elem,15,40,56,NA,36,96,243,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,BALLAST POINT ELEMENTARY,Elem,NA,NA,NA,NA,2,2,4,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,CHIARAMONTE ELEMENTARY,Elem,2,3,2,NA,3,5,15,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,GRADY ELEMENTARY,Elem,1,NA,1,NA,NA,2,4,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,LANIER ELEMENTARY,Elem,NA,2,1,NA,1,3,7,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,MABRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,NELSON ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,NORTHWEST ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Anderson,Neighborhood,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,2,NA,NA,NA,1,16,19,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,RIVERVIEW ACADEMY OF MATH SCI,K-8,NA,NA,1,NA,NA,2,3,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,SLAM ACADEMY AT APOLLO BEACH,K-8,1,5,8,NA,3,20,37,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,SOUTHSHORE CHARTER ACADEMY,K-8,NA,1,NA,NA,1,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,WATERSET CHARTER SCHOOL,K-8,NA,1,9,NA,NA,22,32,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Charter,WINTHROP CHARTER SCHOOL,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,APOLLO BEACH ELEMENTARY,Elem,NA,NA,NA,NA,2,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,CLARK ELEMENTARY,Elem,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,CORR ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,LITHIA SPRINGS ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,MABRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,MCKITRICK ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,SESSUMS ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Choice,WILSON ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,ESE Placed,KENLY ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,ESE Placed,YORK PK-8 MAGNET SCHOOL,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Magnet,DUNBAR ELEMENTARY,Elem,NA,1,NA,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Magnet,YORK PK-8 MAGNET SCHOOL,K-8,5,1,9,NA,12,39,66,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Neighborhood,APOLLO BEACH ELEMENTARY,Elem,10,31,113,1,41,254,450,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Neighborhood,CORR ELEMENTARY,Elem,NA,3,4,NA,NA,2,9,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Neighborhood,DOBY ELEMENTARY,Elem,1,NA,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Neighborhood,SLAM ACADEMY AT APOLLO BEACH,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Neighborhood,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Neighborhood,THOMPSON ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Apollo Beach,Neighborhood,YORK PK-8 MAGNET SCHOOL,K-8,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,1,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,NA,NA,NA,1,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,DR KIRAN C PATEL ELEMENTARY,Elem,1,4,NA,3,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,INDEPENDENCE ACADEMY,K-8,3,4,NA,25,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,SOUTHSHORE CHARTER ACADEMY,K-8,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Charter,VALRICO LAKE ADVANTAGE ACAD,Elem,NA,1,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,ALAFIA ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,BAILEY ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,BEVIS ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,COLSON ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,CORK ELEMENTARY,Elem,NA,NA,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,CRESTWOOD ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,DOVER ELEMENTARY,Elem,NA,NA,NA,4,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,FOLSOM ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,KENLY ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,KNIGHTS ELEMENTARY,Elem,NA,1,NA,2,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,LIMONA ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,LOPEZ ELEMENTARY,Elem,NA,2,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,MABRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,MANGO ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,SCHMIDT ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,SEFFNER ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,SESSUMS ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,THONOTOSASSA ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,TRAPNELL ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,TURNER BARTELS K-8,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,VALRICO ELEMENTARY,Elem,NA,NA,2,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,WALDEN LAKE ELEMENTARY,Elem,NA,NA,2,NA,NA,3,5,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,WILSON ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Choice,YATES ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Bailey,ESE Center,DOVER ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,LINCOLN ELEMENTARY MAGNET,Elem,NA,NA,3,NA,1,7,11,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,LOMAX ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,MULLER ELEMENTARY MAGNET,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,RAMPELLO K-8,K-8,NA,1,1,NA,NA,2,4,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,ROLAND PARK K-8 MAGNET,K-8,1,NA,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Magnet,SHORE ELEMENTARY,Elem,NA,1,NA,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,BAILEY ELEMENTARY,Elem,7,28,291,1,28,244,599,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,BELMONT ELEMENTARY SCHOOL,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,CIMINO ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,CORK ELEMENTARY,Elem,NA,NA,2,NA,NA,5,7,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,DOVER ELEMENTARY,Elem,NA,NA,5,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,KNIGHTS ELEMENTARY,Elem,NA,1,3,NA,1,4,9,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,LOPEZ ELEMENTARY,Elem,NA,1,4,NA,5,NA,10,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,TRAPNELL ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bailey,Neighborhood,YATES ELEMENTARY,Elem,NA,NA,NA,NA,3,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Choice,BALLAST POINT ELEMENTARY,Elem,NA,1,NA,NA,1,2,4,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Choice,CHIARAMONTE ELEMENTARY,Elem,NA,3,NA,NA,1,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Choice,MABRY ELEMENTARY,Elem,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Choice,ROOSEVELT ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Choice,TINKER K-8 SCHOOL,K-8,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,NA,NA,2,1,3,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Magnet,RAMPELLO K-8,K-8,NA,NA,NA,NA,NA,4,4,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,NA,NA,NA,3,5,8,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Neighborhood,BALLAST POINT ELEMENTARY,Elem,15,19,67,NA,44,223,368,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Neighborhood,CHIARAMONTE ELEMENTARY,Elem,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Neighborhood,MABRY ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Neighborhood,TINKER K-8 SCHOOL,K-8,NA,NA,NA,NA,1,2,3,tabula-ElemK8OutReport40thDay2324.csv
Ballast Point,Neighborhood,WEST SHORE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,NA,1,9,NA,NA,2,12,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,HILLSBOROUGH ACAD MATH SCIENCE,K-8,3,7,58,NA,3,29,100,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,HORIZON CHARTER SCH OF TAMPA,K-8,1,1,12,NA,3,4,21,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,NA,2,NA,1,7,10,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,3,5,NA,1,NA,9,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,5,NA,NA,8,13,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,VALRICO LAKE ADVANTAGE ACAD,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Charter,VICTORY CHARTER SCHOOL TAMPA,Elem,NA,NA,12,NA,1,4,17,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,ALEXANDER ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,BELLAMY ELEMENTARY,Elem,NA,NA,10,NA,NA,2,12,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,BRYANT ELEMENTARY,Elem,1,NA,4,NA,2,6,13,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,CANNELLA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,CITRUS PARK ELEMENTARY,Elem,NA,NA,5,NA,NA,1,6,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,CLAYWELL ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,CRESTWOOD ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,DAVIS ELEMENTARY,Elem,NA,1,4,NA,NA,3,8,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,DEER PARK ELEMENTARY,Elem,1,NA,3,NA,1,8,13,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,DICKENSON ELEMENTARY,Elem,NA,NA,2,NA,2,2,6,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,GORRIE ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,HAMMOND ELEMENTARY,Elem,NA,NA,4,NA,NA,2,6,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,LOWRY ELEMENTARY,Elem,1,2,6,NA,4,5,18,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,MABRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,MCKITRICK ELEMENTARY,Elem,NA,1,NA,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Bay Crest,Choice,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
