school_level,current_school,current_placement,zoned_school,asian,black,hispanic,indian,multi,white,grand_total,total_row
Elem,ALAFIA ELEMENTARY,Choice,Alafia,0,0,15,0,6,15,36,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Bailey,0,0,3,0,0,0,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Boyette Springs,0,3,6,0,0,3,12,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Brooker,12,0,12,0,6,48,78,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Buckhorn,0,0,12,0,0,15,27,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Cimino,0,3,9,0,3,24,39,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Collins,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Dawson,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Folsom,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Frost,3,0,3,0,0,0,6,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Gibsonton,0,0,6,0,0,3,9,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Ippolito,0,3,15,0,0,12,30,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Kingswood,0,3,15,0,3,36,57,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Lamb,9,0,15,0,6,6,36,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Limona,0,0,0,0,0,9,9,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Lithia Springs,0,3,0,0,0,12,15,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Lopez,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Mango,3,0,9,0,0,0,12,FALSE
Elem,ALAFIA ELEMENTARY,Choice,McDonald,0,0,0,0,0,6,6,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Mintz,0,0,6,0,0,9,15,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Nelson,0,0,21,0,3,30,54,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Pinecrest,0,0,3,0,0,18,21,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Pride,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Riverview,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Schmidt,0,0,0,0,0,6,6,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Seffner,0,0,0,0,3,9,12,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Sessums,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Stowers,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Summerfield Crossings,0,0,6,0,3,6,15,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Symmes,0,9,6,0,0,6,21,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Trapnell,0,0,0,0,6,0,6,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Valrico,0,0,0,0,0,9,9,FALSE
Elem,ALAFIA ELEMENTARY,Choice,Yates,0,6,9,0,0,12,27,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Alafia,18,111,306,0,123,627,1185,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Buckhorn,0,0,3,0,0,0,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Cimino,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Frost,3,0,0,0,0,0,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Lamb,0,0,3,0,0,0,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Nelson,0,0,3,0,0,3,6,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Riverview,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Schmidt,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Seffner,0,3,0,0,0,0,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Sessums,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Symmes,0,0,0,0,3,0,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Valrico,0,0,0,0,0,3,3,FALSE
Elem,ALAFIA ELEMENTARY,Neighborhood,Yates,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Alexander,0,0,12,0,0,0,12,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Bay Crest,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Blank/Bad Addr,0,0,6,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Claywell,0,0,0,0,0,3,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Cleveland,0,0,9,0,0,0,9,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Colson,0,3,3,0,3,0,9,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Crestwood,0,3,24,0,3,0,30,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Dickenson,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Edison,0,6,3,0,0,0,9,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Egypt Lake,0,0,15,0,0,0,15,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Forest Hills,3,0,12,0,0,0,15,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Foster,0,3,3,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,James,0,3,3,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Kenly,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Kimbell,0,0,6,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Miles,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Morgan Woods,0,0,6,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Nelson,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Oak Grove,0,0,21,0,0,0,21,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Robles,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Sheehy,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Tampa Bay Boulevard,0,0,12,0,0,0,12,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Temple Terrace,0,0,0,0,0,6,6,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Thonotosassa,0,3,0,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Town and Country,0,0,6,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Twin Lakes,0,0,15,0,0,0,15,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Washington,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,West Tampa,0,0,9,0,0,0,9,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Witter,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Choice,Woodson,0,0,0,0,0,3,3,FALSE
Elem,ALEXANDER ELEMENTARY,Hope Sch,Mendenhall,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Hope Sch,Temple Terrace,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Neighborhood,Alexander,9,12,1086,0,36,48,1191,FALSE
Elem,ALEXANDER ELEMENTARY,Neighborhood,Bellamy,0,0,6,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Neighborhood,Crestwood,3,3,30,0,3,3,42,FALSE
Elem,ALEXANDER ELEMENTARY,Neighborhood,Davis,0,0,3,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Neighborhood,Kenly,0,3,0,0,0,0,3,FALSE
Elem,ALEXANDER ELEMENTARY,Neighborhood,Mendenhall,0,0,6,0,0,0,6,FALSE
Elem,ALEXANDER ELEMENTARY,Neighborhood,Twin Lakes,0,0,3,0,0,0,3,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Anderson,0,3,0,0,0,3,6,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Bing,0,0,3,0,0,0,3,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Chiaramonte,0,6,0,0,0,6,12,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Foster,0,0,0,0,0,3,3,FALSE
Elem,ANDERSON ELEMENTARY,Choice,James,0,0,3,0,0,0,3,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Lanier,3,0,12,0,0,9,24,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Lutz,0,3,0,0,0,0,3,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Mitchell,0,0,0,0,9,0,9,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Mort,0,0,0,0,6,0,6,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Riverview,0,3,0,0,0,0,3,FALSE
Elem,ANDERSON ELEMENTARY,Choice,Tampa Bay Boulevard,0,0,0,0,0,3,3,FALSE
Elem,ANDERSON ELEMENTARY,Choice,West Shore,0,0,6,0,9,6,21,FALSE
Elem,ANDERSON ELEMENTARY,Neighborhood,Anderson,45,120,168,0,108,288,729,FALSE
Elem,ANDERSON ELEMENTARY,Neighborhood,Chiaramonte,0,0,0,0,0,3,3,FALSE
Elem,ANDERSON ELEMENTARY,Neighborhood,Gorrie,0,0,3,0,0,0,3,FALSE
Elem,ANDERSON ELEMENTARY,Neighborhood,Washington,0,0,0,0,3,0,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Apollo Beach,0,0,0,0,6,0,6,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Belmont,0,0,12,0,0,9,21,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Blank/Bad Addr,0,0,0,0,0,9,9,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Boyette Springs,0,0,0,0,0,6,6,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Corr,0,6,30,0,6,15,57,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Cypress Creek,0,21,12,0,6,27,66,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Doby,0,0,21,0,3,63,87,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Frost,0,0,0,0,6,0,6,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Gibsonton,0,0,0,0,0,3,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Palm River,0,0,3,0,0,0,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Reddick,0,6,0,0,0,3,9,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Ruskin,0,3,15,0,0,27,45,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Summerfield,0,0,6,0,0,6,12,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Thompson,0,6,18,0,3,42,69,FALSE
Elem,APOLLO BEACH ELEMENTARY,Choice,Wimauma,0,0,3,0,0,9,12,FALSE
Elem,APOLLO BEACH ELEMENTARY,Hope Sch,Cypress Creek,0,3,0,0,0,0,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Hope Sch,Frost,0,9,0,0,0,0,9,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Apollo Beach,30,93,339,3,123,762,1350,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Belmont,0,3,0,0,0,3,6,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Blank/Bad Addr,0,0,3,0,0,24,27,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Corr,0,0,3,0,3,0,6,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Cypress Creek,0,0,0,0,0,3,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Doby,0,0,3,0,0,3,6,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Mort,0,3,0,0,0,0,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Palm River,0,0,3,0,0,0,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Reddick,0,0,3,0,0,0,3,FALSE
Elem,APOLLO BEACH ELEMENTARY,Neighborhood,Ruskin,0,3,0,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Bailey,0,0,0,0,6,15,21,FALSE
Elem,BAILEY ELEMENTARY,Choice,Blank/Bad Addr,0,0,9,0,0,12,21,FALSE
Elem,BAILEY ELEMENTARY,Choice,Brooker,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Bryan,0,0,12,0,0,15,27,FALSE
Elem,BAILEY ELEMENTARY,Choice,Buckhorn,0,0,6,0,0,0,6,FALSE
Elem,BAILEY ELEMENTARY,Choice,Burney,0,0,3,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Colson,0,0,6,0,0,6,12,FALSE
Elem,BAILEY ELEMENTARY,Choice,Cork,0,0,3,0,0,12,15,FALSE
Elem,BAILEY ELEMENTARY,Choice,Dover,0,0,39,0,3,24,66,FALSE
Elem,BAILEY ELEMENTARY,Choice,Folsom,0,3,0,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Gibsonton,0,6,0,0,0,0,6,FALSE
Elem,BAILEY ELEMENTARY,Choice,Jackson,0,0,6,0,6,6,18,FALSE
Elem,BAILEY ELEMENTARY,Choice,Lopez,0,0,6,0,3,18,27,FALSE
Elem,BAILEY ELEMENTARY,Choice,Mango,0,0,6,0,3,6,15,FALSE
Elem,BAILEY ELEMENTARY,Choice,McDonald,0,0,6,0,0,21,27,FALSE
Elem,BAILEY ELEMENTARY,Choice,Nelson,0,0,9,0,0,12,21,FALSE
Elem,BAILEY ELEMENTARY,Choice,Pinecrest,0,0,0,0,0,6,6,FALSE
Elem,BAILEY ELEMENTARY,Choice,Pizzo,0,0,3,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Robinson,0,0,0,0,0,6,6,FALSE
Elem,BAILEY ELEMENTARY,Choice,Ruskin,0,0,3,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Seffner,0,0,0,0,0,15,15,FALSE
Elem,BAILEY ELEMENTARY,Choice,Springhead,0,0,0,0,0,6,6,FALSE
Elem,BAILEY ELEMENTARY,Choice,Stowers,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Trapnell,0,0,3,0,0,3,6,FALSE
Elem,BAILEY ELEMENTARY,Choice,Walden Lake,0,0,6,0,3,6,15,FALSE
Elem,BAILEY ELEMENTARY,Choice,Wilson,0,0,3,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Choice,Witter,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Bailey,21,84,873,3,84,732,1797,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Blank/Bad Addr,0,0,9,0,3,3,15,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Chiles,0,0,3,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Colson,0,0,3,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Cork,0,0,3,0,0,6,9,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Dover,0,0,27,0,3,6,36,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Folsom,0,3,0,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Gibsonton,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Jackson,0,3,0,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Limona,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Mango,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Maniscalco,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,McDonald,0,0,0,0,0,6,6,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Seffner,0,0,0,0,0,3,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Trapnell,0,0,3,0,0,0,3,FALSE
Elem,BAILEY ELEMENTARY,Neighborhood,Wilson,0,0,0,0,0,6,6,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Anderson,0,0,0,0,3,12,15,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Ballast Point,0,3,0,0,3,6,12,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Bing,0,0,3,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Broward,0,3,0,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Chiaramonte,3,0,6,0,0,57,66,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Cypress Creek,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Dawson,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Gorrie,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Ippolito,0,3,0,0,0,3,6,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Lake Magdalene,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Lanier,0,0,0,0,6,6,12,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Mabry,0,0,0,0,0,9,9,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Miles,0,3,0,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Mitchell,3,0,0,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Roosevelt,3,0,0,0,0,3,6,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Sessums,0,0,0,0,3,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Sulphur Springs,0,0,3,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Tinker,3,0,0,0,0,3,6,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,West Shore,3,0,9,0,6,21,39,FALSE
Elem,BALLAST POINT ELEMENTARY,Choice,Woodbridge,0,0,3,0,0,3,6,FALSE
Elem,BALLAST POINT ELEMENTARY,ESE Placed,Chiaramonte,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Hope Sch,West Shore,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Anderson,0,0,0,0,6,6,12,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Broward,0,3,0,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Buckhorn,0,0,0,0,3,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Chiaramonte,6,0,3,0,0,9,18,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Grady,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Ippolito,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Lake Magdalene,0,0,3,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Lanier,3,0,0,0,0,3,6,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Lowry,0,0,3,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Mango,0,3,0,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Miles,0,9,0,0,0,0,9,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Mitchell,0,0,0,0,0,3,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Oak Grove,0,0,3,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Riverview,0,3,0,0,0,0,3,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,Tinker,6,6,0,0,0,3,15,FALSE
Elem,BALLAST POINT ELEMENTARY,Neighborhood,West Shore,0,0,3,0,0,9,12,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Bay Crest,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Bellamy,0,0,6,0,0,0,6,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Blank/Bad Addr,0,0,0,0,0,6,6,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Citrus Park,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Clark,0,3,0,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Crestwood,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Davis,0,0,9,0,0,9,18,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Deer Park,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Dickenson,0,0,6,0,0,3,9,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Egypt Lake,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Folsom,0,0,6,0,0,0,6,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Morgan Woods,0,0,3,0,6,0,9,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Oak Grove,0,0,0,0,0,3,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Summerfield Crossings,0,0,6,0,0,0,6,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Town and Country,0,0,0,0,0,3,3,FALSE
Elem,BAY CREST ELEMENTARY,Choice,Woodbridge,0,3,9,0,3,0,15,FALSE
Elem,BAY CREST ELEMENTARY,Hope Sch,Woodbridge,0,0,0,0,0,3,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Bay Crest,27,141,1098,3,84,153,1506,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Bellamy,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Davis,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Dawson,0,3,0,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Deer Park,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Dickenson,3,0,9,0,0,3,15,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Graham,0,3,0,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Lowry,0,3,0,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Morgan Woods,0,0,3,0,0,0,3,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Town and Country,0,0,6,0,0,0,6,FALSE
Elem,BAY CREST ELEMENTARY,Neighborhood,Woodbridge,0,0,6,0,0,0,6,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Alexander,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Bay Crest,0,0,30,0,0,6,36,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Bellamy,0,0,12,0,0,0,12,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Blank/Bad Addr,0,0,9,0,0,0,9,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Cannella,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Chiaramonte,0,3,0,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Claywell,0,0,9,0,0,0,9,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Crestwood,0,0,30,0,0,3,33,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Davis,0,3,27,0,3,6,39,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Dickenson,0,0,6,0,0,3,9,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Egypt Lake,0,0,6,0,0,0,6,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Forest Hills,0,0,6,0,0,0,6,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Foster,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Lake Magdalene,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Lowry,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Morgan Woods,0,0,9,0,3,6,18,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Oak Grove,0,0,6,0,0,0,6,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Oak Park,0,0,0,0,0,3,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Seminole,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Sulphur Springs,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Tampa Bay Boulevard,0,3,0,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Town and Country,0,0,6,0,0,0,6,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Twin Lakes,0,3,0,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,West Shore,0,0,0,0,3,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Woodbridge,3,3,24,0,0,3,33,FALSE
Elem,BELLAMY ELEMENTARY,Choice,Woodson,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,ESE Placed,Davis,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Alexander,0,0,6,0,0,0,6,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Bay Crest,0,0,15,0,6,3,24,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Bellamy,54,117,1077,0,36,111,1395,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Carrollwood,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Citrus Park,0,0,0,0,3,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Crestwood,0,0,12,0,0,0,12,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Davis,0,3,21,0,9,3,36,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Deer Park,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Dickenson,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Lowry,6,0,6,0,0,0,12,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Morgan Woods,0,0,6,0,0,3,9,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Potter,0,0,12,0,0,0,12,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Westchase,0,0,3,0,0,0,3,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Woodbridge,0,0,12,0,0,3,15,FALSE
Elem,BELLAMY ELEMENTARY,Neighborhood,Woodson,0,0,3,0,0,0,3,FALSE
Elem,BELMONT ELEMENTARY SCHOOL,Choice,Belmont,0,0,3,0,0,3,6,FALSE
Elem,BELMONT ELEMENTARY SCHOOL,Choice,Cypress Creek,0,9,0,0,0,0,9,FALSE
