School Level,Current School,"Current Placement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"Grand Total"
"",,,Washington,,,1,,,,1
"",,,West Tampa,,1,,,,2,3
"",,,Woodson,,2,,,,,2
"",,"NeighborhoodTotal",,,40,10,,2,8,60
"",SULLIVAN PARTNERSHIP ELEM Total,,,,49,14,,3,11,77
"",SUMMERFIELD CROSSINGS ELEM,Choice,Belmont,,1,,,,3,4
"",,,Collins,,,,,1,,1
"",,,Corr,,,,,,1,1
"",,,Dawson,,,,,,1,1
"",,,Frost,,2,,,,,2
"",,,Gibsonton,,,2,,,,2
"",,,Ippolito,,,,,,1,1
"",,,Limona,,,,,,1,1
"",,,Pinecrest,,,2,,,,2
"",,,Reddick,,1,,,,,1
"",,,Ruskin,,,1,,,,1
"",,,Sessums,,,1,,,,1
"",,,Summerfield,,,1,,,2,3
"",,,Summerfield Crossings,1,4,3,,1,,9
"",,,Thompson,,,,,,1,1
"",,,Valrico,,,2,,,,2
"",,,Wimauma,,,1,,,,1
"",,Choice Total,,1,8,13,,2,10,34
"",,ESE Placed,Doby,,,,,,1,1
"",,"ESE PlacedTotal",,,,,,,1,1
"",,Neighborhood,Belmont,,2,,,,,2
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,SUMMERFIELD CROSSINGS ELEM,Neighborhood,Doby,,,1,,,,1
"",,,Sessums,,,2,,1,,3
"",,,Summerfield,,,1,,,1,2
"",,,Summerfield Crossings,23,292,299,5,90,177,886
"",,"NeighborhoodTotal",,23,294,303,5,91,179,895
"",SUMMERFIELD CROSSINGS ELEM Total,,,24,302,316,5,93,190,930
"",SUMMERFIELD ELEMENTARY,Choice,Blank/Bad Addr,,,1,,,1,2
"",,,Belmont,,3,4,,1,5,13
"",,,Bevis,,,,,,2,2
"",,,Bing,,,1,,,,1
"",,,Collins,,,,,2,2,4
"",,,Corr,,,,,1,,1
"",,,Cypress Creek,,,4,,,2,6
"",,,Dawson,1,,2,,1,4,8
"",,,Doby,,2,,,,,2
"",,,FishHawk Creek,,,,,,1,1
"",,,Gibsonton,,,2,,,,2
"",,,Ippolito,,,2,,,3,5
"",,,Mango,,,1,,,,1
"",,,Reddick,,1,3,,,,4
"",,,Riverview,,,,,2,1,3
"",,,Ruskin,,,1,,,,1
"",,,Sessums,,,,,,2,2
"",,,Summerfield,,,2,,,,2
"",,,Summerfield Crossings,,5,12,,4,4,25
"",,,Thompson,,,1,,,1,2
"",,,Wimauma,,,,,,3,3
"",,Choice Total,,1,11,36,,11,31,90
"",,ESE Placed,Boyette Springs,,,,,,1,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,SUMMERFIELD ELEMENTARY,"ESE PlacedTotal",,,,,,,2,2
"",,Neighborhood,Belmont,,2,1,,,,3
"",,,Boyette Springs,,,1,,,2,3
"",,,Collins,1,6,5,,1,2,15
"",,,Dawson,1,4,3,,1,8,17
"",,,Doby,,1,,,,,1
"",,,Reddick,,,1,,,,1
"",,,Summerfield,25,137,287,,63,184,696
"",,,Summerfield Crossings,1,,1,,,,2
"",,,Thompson,,,,,,1,1
"",,,Woodbridge,,,1,,,,1
"",,"NeighborhoodTotal",,28,150,300,,65,197,740
"",SUMMERFIELD ELEMENTARY Total,,,29,161,336,,76,230,832
"",SYMMES ELEMENTARY,Choice,Alafia,,,,,,1,1
"",,,Bing,,,,,1,,1
"",,,Boyette Springs,,,1,,,,1
"",,,Brooker,,,,,1,,1
"",,,Buckhorn,,,1,,,,1
"",,,Cimino,,,2,,,1,3
"",,,Colson,,2,,,,,2
"",,,Frost,,2,4,,,1,7
"",,,Ippolito,,5,10,,1,7,23
"",,,Kingswood,,2,3,,,3,8
"",,,Lamb,,,2,,3,,5
"",,,Mango,,1,1,,,,2
"",,,Mintz,,,1,,1,4,6
"",,,Riverview,,,,,1,5,6
"",,,Schmidt,,,,,,2,2
"",,,Sessums,,,1,,,1,2
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,SYMMES ELEMENTARY,Choice,Summerfield Crossings,,,,,2,1,3
"",,,Yates,,3,,,,,3
"",,Choice Total,,,15,26,,10,27,78
"",,Neighborhood,Clark,,,,,1,,1
"",,,Cypress Creek,,,,,,2,2
"",,,Frost,,,,,,1,1
"",,,Ippolito,,1,1,,1,3,6
"",,,Kingswood,2,1,4,,2,2,11
"",,,Mintz,1,2,,,1,1,5
"",,,Riverview,,,,,1,,1
"",,,Symmes,8,76,110,,39,108,341
"",,"NeighborhoodTotal",,11,80,115,,45,117,368
"",SYMMES ELEMENTARY Total,,,11,95,141,,55,144,446
"",TAMPA BAY BOULEVARD ELEMENTARY,Choice,Alexander,,,2,,,,2
"",,,Belmont,,1,,,,,1
"",,,Broward,,,3,,,,3
"",,,Cleveland,,,1,,,,1
"",,,Crestwood,,,3,,,,3
"",,,DeSoto,,1,,,,,1
"",,,Kimbell,,1,,,,,1
"",,,Mendenhall,,1,1,,,,2
"",,,Morgan Woods,,,1,,,,1
"",,,Mort,,,2,,,,2
"",,,Oak Park,,1,,,,,1
"",,,Potter,,1,1,,,,2
"",,,Shaw,,,,,,2,2
"",,,Sheehy,,3,1,,,,4
"",,,Tampa Bay Boulevard,,4,5,,2,1,12
"",,,Twin Lakes,,,2,,,,2
"",,,West Tampa,,1,8,,,1,10
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TAMPA BAY BOULEVARD ELEMENTARY,Neighborhood,Bay Crest,,3,,,,,3
"",,,Broward,,,1,,,,1
"",,,Crestwood,,,2,,,,2
"",,,Davis,,,1,,,,1
"",,,Dickenson,,3,,,,,3
"",,,Forest Hills,,,1,,,,1
"",,,Kenly,,,1,,,,1
"",,,Lutz,,1,,,,,1
"",,,Mendenhall,,2,3,,,,5
"",,,Mitchell,,1,,,,,1
"",,,Oak Park,,1,,,,,1
"",,,Potter,,2,,,,,2
"",,,Tampa Bay Boulevard,5,158,342,,17,26,548
"",,,Washington,,,,,3,,3
"",,,West Tampa,,,5,,,1,6
"",,"NeighborhoodTotal",,5,171,356,,20,27,579
"",TAMPA BAY BOULEVARD ELEMENTARY Total,,,5,185,386,,22,31,629
"",TAMPA HEIGHTS ELEM MAGNET,Magnet,Blank/Bad Addr,,1,1,,,,2
"",,,Anderson,,,,,,1,1
"",,,Bay Crest,,1,,,1,,2
"",,,Belmont,,2,,,,,2
"",,,Bing,,1,1,,,,2
"",,,Broward,,2,,,,1,3
"",,,Chiles,,,2,,,,2
"",,,Citrus Park,,,,,,1,1
"",,,Clair Mel,,1,,,1,,2
"",,,Cleveland,,1,,,,,1
"",,,Colson,,,,,1,,1
"",,,Corr,,1,,,,,1
"",,,Crestwood,,1,,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TAMPA HEIGHTS ELEM MAGNET,Magnet,Dickenson,,1,,,,,1
"",,,Doby,,3,,,,,3
"",,,Edison,,1,1,,,,2
"",,,Folsom,,1,,,,,1
"",,,Forest Hills,,1,,,,1,2
"",,,Foster,,5,,,,,5
"",,,Frost,,3,,,,,3
"",,,Gibsonton,,1,,,2,,3
"",,,Graham,,19,3,,2,1,25
"",,,Heritage,,2,,,,,2
"",,,Jackson,,1,,,,,1
"",,,James,,8,1,,,,9
"",,,Kenly,,3,1,,,1,5
"",,,Kimbell,,1,1,,1,1,4
"",,,Kingswood,,1,,,,,1
"",,,Lamb,,4,1,,1,1,7
"",,,Lanier,,2,,,,,2
"",,,Mango,,4,2,,,,6
"",,,Mendenhall,,1,,,,,1
"",,,Mort,,1,,,,,1
"",,,Nelson,,,,,,1,1
"",,,Oak Grove,,1,1,,,1,3
"",,,Oak Park,,8,,,1,,9
"",,,Palm River,,2,2,,,1,5
"",,,Potter,,17,,,,,17
"",,,Robles,,8,3,,,,11
"",,,Schmidt,,1,,,2,,3
"",,,Seffner,,1,,,,,1
"",,,Seminole,,,,,1,2,3
"",,,Sessums,,,2,,1,,3
"",,,Shaw,,1,,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TAMPA HEIGHTS ELEM MAGNET,Magnet,Sulphur Springs,,10,,,,,10
"",,,Summerfield,,1,,,,,1
"",,,Symmes,,1,,,1,,2
"",,,Tampa Bay Boulevard,,30,,,2,2,34
"",,,Tampa Palms,,1,,,,,1
"",,,Thonotosassa,,2,,,,,2
"",,,Valrico,,,,,2,2,4
"",,,Washington,,13,1,,1,,15
"",,,Witter,,3,,,1,,4
"",,,Woodson,,1,,,,,1
"",,,Yates,,,,,,1,1
"",,Magnet Total,,,180,24,,21,20,245
"",,Neighborhood,Blank/Bad Addr,,1,,,,,1
"",,,Crestwood,,,,,1,,1
"",,,Cypress Creek,,1,,,,,1
"",,,Davis,,,1,,,,1
"",,,Edison,,,1,,,2,3
"",,,Folsom,,,1,,,,1
"",,,Foster,,1,1,,,1,3
"",,,Gibsonton,,,1,,,,1
"",,,Graham,1,1,1,,,,3
"",,,Hammond,,,,,,1,1
"",,,Heritage,,1,,,,,1
"",,,James,,1,,,,,1
"",,,Kingswood,,1,,,,,1
"",,,Lamb,,,1,,,,1
"",,,Lanier,,1,,,,,1
"",,,Miles,,1,,,,,1
"",,,Mintz,,1,,,,,1
"",,,Oak Grove,,,3,,,,3
"",,,Oak Park,,3,,,,,3
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TAMPA HEIGHTS ELEM MAGNET,Neighborhood,Robles,,2,,,,,2
"",,,Schwarzkopf,,1,,,,,1
"",,,Sheehy,,1,3,,,,4
"",,,Tampa Bay Boulevard,,4,,,,,4
"",,,Tampa Palms,,1,,,,,1
"",,,Washington,,,1,,,,1
"",,,Witter,,1,,,,,1
"",,"NeighborhoodTotal",,1,25,14,,2,4,46
"",TAMPA HEIGHTS ELEM MAGNET Total,,,1,205,38,,23,24,291
"",TAMPA PALMS ELEMENTARY,Choice,Blank/Bad Addr,,1,,,1,9,11
"",,,Brooker,,,1,,,,1
"",,,Broward,,,,,,1,1
"",,,Chiles,2,1,1,,,2,6
"",,,Clark,,,1,,,1,2
"",,,Folsom,,,,,1,3,4
"",,,Forest Hills,,,,,,1,1
"",,,Heritage,1,1,1,,,,3
"",,,James,,1,,,1,,2
"",,,Lamb,,,,,,1,1
"",,,Lewis,,1,,,,1,2
"",,,Mango,,1,,,,,1
"",,,Maniscalco,,,,,,1,1
"",,,McDonald,2,,,,,,2
"",,,Miles,,,,,1,,1
"",,,Mort,,4,2,,1,,7
"",,,Oak Park,,1,,,,,1
"",,,Pizzo,1,4,1,,,7,13
"",,,Reddick,,1,,,,,1
"",,,Robles,,2,,,,,2
"",,,Schwarzkopf,,,2,,,,2
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TAMPA PALMS ELEMENTARY,Choice,Shaw,,,1,,,,1
"",,,Sheehy,,,1,,,,1
"",,,Tampa Palms,3,3,,,,1,7
"",,,Temple Terrace,,,,,,3,3
"",,,Thonotosassa,6,1,2,,,,9
"",,,Valrico,,,,,,1,1
"",,,Woodson,,,,,2,1,3
"",,Choice Total,,15,22,13,,8,33,91
"",,Hope Sch,Clark,1,,,,,,1
"",,Hope Sch Total,,1,,,,,,1
"",,Neighborhood,Blank/Bad Addr,,,,,1,,1
"",,,Chiles,4,4,4,,1,4,17
"",,,Cimino,,,,,,1,1
"",,,Lewis,,,,,,1,1
"",,,Maniscalco,,,,,,1,1
"",,,McDonald,,,,,,1,1
"",,,Miles,,,1,,,,1
"",,,Mort,,3,1,,,,4
"",,,Pizzo,,,1,,,1,2
"",,,Pride,,,,,1,1,2
"",,,Robles,,1,,,,,1
"",,,Seminole,,,,,,1,1
"",,,Tampa Bay Boulevard,,,1,,,,1
"",,,Tampa Palms,179,141,117,2,44,139,622
"",,,Witter,,,,,,1,1
"",,"NeighborhoodTotal",,183,149,125,2,47,151,657
"",TAMPA PALMS ELEMENTARY Total,,,199,171,138,2,55,184,749
"",TEMPLE TERRACE ELEMENTARY,Choice,Blank/Bad Addr,,1,,,,,1
"",,,Belmont,,,,,1,,1
"",,,Chiles,,,1,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TEMPLE TERRACE ELEMENTARY,Choice,Egypt Lake,,,,,1,1,2
"",,,Folsom,,,1,,,3,4
"",,,Hunters Green,,,,,1,,1
"",,,James,,,1,,,,1
"",,,Kenly,,3,,,,,3
"",,,Kimbell,,9,1,,,1,11
"",,,Lamb,,1,,,,,1
"",,,Lewis,,1,1,,,,2
"",,,Mango,,1,,,,,1
"",,,Miles,,1,,,,,1
"",,,Oak Park,,2,,,,,2
"",,,Palm River,,1,,,,,1
"",,,Pizzo,,2,,,,,2
"",,,Potter,,3,,,,,3
"",,,Robles,,24,2,,3,2,31
"",,,Shaw,,,1,,,,1
"",,,Sulphur Springs,,3,,,,,3
"",,,Temple Terrace,,3,,,,,3
"",,,Thonotosassa,,2,1,,,,3
"",,,Washington,,,,,,1,1
"",,,Woodson,,3,,,,3,6
"",,Choice Total,,,62,9,,6,11,88
"",,Hope Sch,Miles,,,1,,,,1
"",,,Woodson,,,1,,,,1
"",,Hope Sch Total,,,,2,,,,2
"",,Neighborhood,Edison,,,,,,1,1
"",,,Folsom,,,,,1,1,2
"",,,Kimbell,,4,1,,1,3,9
"",,,Lewis,,3,2,,,1,6
"",,,Miles,,,1,,,,1
"",,,Northwest,,,1,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TEMPLE TERRACE ELEMENTARY,Neighborhood,Pizzo,,1,3,,,,4
"",,,Robles,,7,2,,,,9
"",,,Temple Terrace,10,201,98,,22,51,382
"",,,Witter,,1,,,,,1
"",,"NeighborhoodTotal",,10,217,108,,24,59,418
"",TEMPLE TERRACE ELEMENTARY Total,,,10,279,119,,30,70,508
"",THE COLLABORATORY PREP ACADEMY,Charter,Broward,,2,,,,,2
"",,,Citrus Park,,1,,,,,1
"",,,Clair Mel,,1,,,,,1
"",,,Colson,,1,,,,,1
"",,,Edison,,,1,,,,1
"",,,Foster,,3,,,,,3
"",,,Frost,,1,,,,,1
"",,,Gorrie,,,1,,,,1
"",,,Ippolito,,,1,,,,1
"",,,James,,5,1,,4,,10
"",,,Mango,,,1,,,,1
"",,,Mort,,,1,,,,1
"",,,Oak Park,,4,,,,,4
"",,,Pizzo,,1,,,,,1
"",,,Potter,1,5,1,,,,7
"",,,Robles,,2,1,,4,,7
"",,,Seffner,,3,,,,,3
"",,,Shaw,,1,,,,,1
"",,,Temple Terrace,,1,,,,,1
"",,,Witter,,1,,,,,1
"",,Charter Total,,1,32,8,,8,,49
"",THE COLLABORATORY PREP ACADEMY Total,,,1,32,8,,8,,49
"",THOMPSON ELEMENTARY,Choice,Cypress Creek,,8,7,,3,5,23
"",,,Doby,,,,,,1,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,THOMPSON ELEMENTARY,Choice,Reddick,,,1,,,,1
"",,,Ruskin,,,2,,,,2
"",,,Summerfield,,1,,,,,1
"",,,Summerfield Crossings,,,1,,,2,3
"",,,Thompson,,,,,,1,1
"",,,Wimauma,,,1,,,,1
"",,Choice Total,,,12,12,,3,9,36
"",,ESE Placed,Summerfield,,,1,,,,1
"",,"ESE PlacedTotal",,,,1,,,,1
"",,Hope Sch,Ruskin,,,,,,1,1
"",,Hope Sch Total,,,,,,,1,1
"",,Neighborhood,Blank/Bad Addr,,,1,,,1,2
"",,,Apollo Beach,,1,,,,,1
"",,,Belmont,,1,2,,,1,4
"",,,Corr,,,1,,,,1
"",,,Cypress Creek,,3,7,,2,3,15
"",,,Doby,,1,,,,2,3
"",,,Folsom,,,,,,1,1
"",,,Reddick,,,1,,,1,2
"",,,Ruskin,,1,1,,,,2
"",,,Summerfield,,,1,,,,1
"",,,Thompson,6,193,354,1,32,95,681
"",,"NeighborhoodTotal",,6,200,368,1,34,104,713
"",THOMPSON ELEMENTARY Total,,,6,212,381,1,37,114,751
"",THONOTOSASSA ELEMENTARY,Choice,Blank/Bad Addr,,,,,,1,1
"",,,Bailey,,1,,,,,1
"",,,Colson,,2,2,,,,4
"",,,Folsom,1,2,2,,,1,6
"",,,Kenly,,,1,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,THONOTOSASSA ELEMENTARY,Choice,Mango,,1,,,,,1
"",,,McDonald,,1,,,1,6,8
"",,,Pizzo,,,,,,2,2
"",,,Robles,,2,,,,,2
"",,,Temple Terrace,,1,,,,1,2
"",,Choice Total,,1,11,5,,1,12,30
"",,Hope Sch,Thonotosassa,,,,,,1,1
"",,Hope Sch Total,,,,,,,1,1
"",,Neighborhood,Colson,,1,,,,,1
"",,,Cork,,,,,,1,1
"",,,Folsom,,4,4,,,8,16
"",,,Hunters Green,,,,,1,,1
"",,,James,,1,,,,,1
"",,,Lewis,,1,,,1,1,3
"",,,Mango,,2,,,,,2
"",,,McDonald,,4,1,,1,6,12
"",,,Pizzo,,,,,,1,1
"",,,Potter,,1,,,,,1
"",,,Robles,,4,,,,1,5
"",,,Temple Terrace,,2,,,,,2
"",,,Thonotosassa,5,75,104,2,31,117,334
"",,"NeighborhoodTotal",,5,95,109,2,34,135,380
"",THONOTOSASSA ELEMENTARY Total,,,6,106,114,2,35,148,411
"",TOWN AND COUNTRY ELEMENTARY,Choice,Blank/Bad Addr,,,1,,,,1
"",,,Alexander,,,,,,1,1
"",,,Bay Crest,,1,1,,,,2
"",,,Cannella,,,1,,,,1
"",,,Crestwood,,,4,,,2,6
"",,,Davis,,,2,,,,2
"",,,Deer Park,,,1,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TOWN AND COUNTRY ELEMENTARY,Choice,Forest Hills,,,,,1,,1
"",,,Grady,,1,,,,,1
"",,,Lake Magdalene,,,1,,,,1
"",,,Lowry,,,,,,1,1
"",,,Morgan Woods,,3,11,,,2,16
"",,,Seffner,,,1,,,,1
"",,,Sessums,,,1,,,,1
"",,,Tampa Bay Boulevard,,,1,,,,1
"",,,Temple Terrace,,,,,,1,1
"",,,Twin Lakes,,,,,,1,1
"",,,Woodbridge,,1,3,,,,4
"",,,Woodson,,,1,,,,1
"",,Choice Total,,,7,31,,1,8,47
"",,ESE Placed,Lopez,,,1,,,,1
"",,,Twin Lakes,,,1,,,,1
"",,"ESE PlacedTotal",,,,2,,,,2
"",,Hope Sch,Morgan Woods,,1,,,,,1
"",,Hope Sch Total,,,1,,,,,1
"",,Neighborhood,Alexander,,,2,,,,2
"",,,Bay Crest,,,9,,,,9
"",,,Bellamy,,,1,,,,1
"",,,Cannella,,,2,,,,2
"",,,Crestwood,,1,11,,,,12
"",,,Davis,,,4,,,,4
"",,,Deer Park,,,1,,,,1
"",,,Dickenson,,1,7,,1,,9
"",,,Essrig,,,1,,,,1
"",,,Forest Hills,,,3,,,,3
"",,,Kimbell,,1,,,,,1
"",,,Limona,,1,,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TOWN AND COUNTRY ELEMENTARY,Neighborhood,McDonald,,,1,,,,1
"",,,Mendenhall,,,1,,,,1
"",,,Morgan Woods,,1,18,,,,19
"",,,Oak Grove,,,1,,,,1
"",,,Pizzo,,,,,,1,1
"",,,Sessums,,,1,,,,1
"",,,Tampa Bay Boulevard,,,,,,1,1
"",,,Town and Country,4,15,225,,12,9,265
"",,,Woodbridge,,,9,,1,2,12
"",,,Woodson,,,1,,,,1
"",,"NeighborhoodTotal",,4,20,299,,14,13,350
"",TOWN AND COUNTRY ELEMENTARY Total,,,4,28,332,,15,21,400
"",TRAPNELL ELEMENTARY,Choice,Bailey,,,2,,,,2
"",,,Burney,,1,,,,1,2
"",,,Lopez,,,,,,1,1
"",,,Robinson,,,1,,,,1
"",,,Robles,,,,,2,,2
"",,,Springhead,,1,2,,,,3
"",,,Trapnell,,,,,,1,1
"",,Choice Total,,,2,5,,2,3,12
"",,Neighborhood,Bailey,,1,,,,,1
"",,,Pinecrest,,1,1,,,1,3
"",,,Robinson,,,1,,,,1
"",,,Springhead,,1,2,,,,3
"",,,Trapnell,11,57,301,,9,64,442
"",,,Walden Lake,,,1,,,1,2
"",,,Wilson,,,1,,,,1
"",,"NeighborhoodTotal",,11,60,307,,9,66,453
"",TRAPNELL ELEMENTARY Total,,,11,62,312,,11,69,465
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TWIN LAKES ELEMENTARY,Choice,Broward,,,,,1,,1
"",,,Citrus Park,,,2,,,,2
"",,,Crestwood,,,11,,,1,12
"",,,Essrig,,,,,,1,1
"",,,Forest Hills,,,10,,,,10
"",,,Foster,,1,,,,,1
"",,,James,,,1,,,,1
"",,,Kenly,,1,,,,,1
"",,,Lake Magdalene,,2,4,,,,6
"",,,Lewis,,,,,1,,1
"",,,Mendenhall,,1,,,,,1
"",,,Miles,,,1,,1,,2
"",,,Oak Grove,,,3,,,,3
"",,,Sheehy,,,2,,,,2
"",,,Sulphur Springs,,,4,,,,4
"",,,Tampa Bay Boulevard,,1,,,,,1
"",,,Thonotosassa,,1,,,,,1
"",,,Twin Lakes,,,2,,,,2
"",,Choice Total,,,7,42,,3,2,54
"",,Neighborhood,Claywell,,,1,,,,1
"",,,Cleveland,,1,1,,,,2
"",,,Crestwood,,,2,,,,2
"",,,Egypt Lake,,2,4,,,,6
"",,,Forest Hills,,1,5,,1,,7
"",,,Foster,,,,,,1,1
"",,,Graham,,2,,,,,2
"",,,Jackson,,1,,,,,1
"",,,Lake Magdalene,,,1,,,,1
"",,,Lewis,,1,,,,,1
"",,,Oak Grove,,,1,,,,1
"",,,Schmidt,,,1,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,TWIN LAKES ELEMENTARY,Neighborhood,Sheehy,,,2,,,,2
"",,,Sulphur Springs,,,1,,,,1
"",,,Thonotosassa,,1,,,,,1
"",,,Twin Lakes,6,60,353,,21,27,467
"",,,Witter,,1,,,,,1
"",,,Woodson,,,1,,1,,2
"",,"NeighborhoodTotal",,6,70,375,,23,28,502
"",TWIN LAKES ELEMENTARY Total,,,6,77,417,,26,30,556
"",VALRICO ELEMENTARY,Choice,Blank/Bad Addr,,,,,,1,1
"",,,Alafia,,,,,,2,2
"",,,Bailey,,,2,,,1,3
"",,,Brooker,1,1,1,,2,3,8
"",,,Buckhorn,,3,3,,,7,13
"",,,Burney,,,2,,,,2
"",,,Cimino,,,,,,3,3
"",,,Cork,,,1,,,,1
"",,,Dawson,,,,,,1,1
"",,,Dover,,1,4,,,2,7
"",,,FishHawk Creek,,,,,,1,1
"",,,Frost,,,1,,,,1
"",,,Ippolito,,,2,,,,2
"",,,Kingswood,,1,,,,,1
"",,,Knights,,,1,,,,1
"",,,Lamb,2,,1,,,1,4
"",,,Lopez,,,2,,,3,5
"",,,Mango,,,1,,,,1
"",,,McDonald,,,,,,2,2
"",,,Mintz,,,,,,2,2
"",,,Nelson,1,5,15,,,16,37
"",,,Pinecrest,,,,,,4,4
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,VALRICO ELEMENTARY,Choice,Ruskin,,,3,,,,3
"",,,Schmidt,,,1,,,2,3
"",,,Seffner,,,4,,2,8,14
"",,,Sessums,,,1,,,,1
"",,,Tampa Palms,,,,,,1,1
"",,,Trapnell,1,2,,,,1,4
"",,,Valrico,,1,2,,,2,5
"",,,Yates,1,3,11,,1,8,24
"",,Choice Total,,6,18,59,,5,71,159
"",,Hope Sch,Buckhorn,,,1,,,,1
"",,Hope Sch Total,,,,1,,,,1
"",,Neighborhood,Boyette Springs,,,,,1,,1
"",,,Bryan,,,,,,1,1
"",,,Buckhorn,,,,,,1,1
"",,,Dover,,,3,,,1,4
"",,,Frost,,3,1,,,,4
"",,,Kenly,,,,,,1,1
"",,,Kingswood,,,,,,1,1
"",,,Nelson,,,2,,,,2
"",,,Seffner,,,,,1,,1
"",,,Trapnell,,,,,,1,1
"",,,Valrico,18,71,181,1,44,246,561
"",,,Yates,,,2,,,1,3
"",,"NeighborhoodTotal",,18,74,189,1,46,253,581
"",VALRICO ELEMENTARY Total,,,24,92,249,1,51,324,741
"",VALRICO LAKE ADVANTAGE ACAD,Charter,Blank/Bad Addr,,,1,,,,1
"",,,Alafia,,,,,,6,6
"",,,Bailey,,1,2,,,,3
"",,,Bay Crest,,,,,1,,1
"",,,Bellamy,,1,,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,VALRICO LAKE ADVANTAGE ACAD,Charter,Bevis,,,2,,,3,5
"",,,Bing,,,2,,,1,3
"",,,Boyette Springs,32,11,33,1,4,30,111
"",,,Brooker,6,9,12,,1,8,36
"",,,Bryan,,,1,,,,1
"",,,Buckhorn,1,,7,,1,5,14
"",,,Chiles,1,,,,1,,2
"",,,Cimino,6,4,10,,,15,35
"",,,Clair Mel,,,1,,,,1
"",,,Clark,3,,,,,,3
"",,,Cleveland,,,,,,1,1
"",,,Collins,6,5,11,3,3,11,39
"",,,Colson,,,,,,1,1
"",,,Corr,,6,4,,1,3,14
"",,,Cypress Creek,,3,1,,,2,6
"",,,Dawson,15,13,11,3,1,38,81
"",,,Deer Park,1,,,,,,1
"",,,Doby,,,5,,2,4,11
"",,,FishHawk Creek,1,4,3,,2,9,19
"",,,Frost,5,2,3,1,,7,18
"",,,Gibsonton,,1,2,,,,3
"",,,Ippolito,8,6,10,,2,8,34
"",,,Kingswood,4,1,8,1,,4,18
"",,,Lamb,24,,5,1,1,5,36
"",,,Lewis,,1,,,1,,2
"",,,Limona,1,1,1,,,1,4
"",,,Lithia Springs,,1,,,1,3,5
"",,,Mango,10,1,2,1,,,14
"",,,Mintz,,5,10,,1,,16
"",,,Nelson,,1,9,,5,2,17
"",,,Pinecrest,8,6,7,,,5,26
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,VALRICO LAKE ADVANTAGE ACAD,Charter,Reddick,,4,2,,1,,7
"",,,Riverview,2,5,5,,1,11,24
"",,,Robinson,,,,,,1,1
"",,,Ruskin,,1,,,,,1
"",,,Schmidt,,1,1,,,,2
"",,,Seffner,,,2,,,3,5
"",,,Sessums,17,18,30,2,6,25,98
"",,,Stowers,21,1,6,2,,9,39
"",,,Summerfield,11,2,11,,2,10,36
"",,,Summerfield Crossings,8,10,17,,,12,47
"",,,Symmes,3,1,6,,,6,16
"",,,Tampa Bay Boulevard,1,,,,,,1
"",,,Thompson,,,2,,,,2
"",,,Thonotosassa,,,,,,1,1
"",,,Trapnell,,,1,,,,1
"",,,Twin Lakes,,1,1,,,,2
"",,,Valrico,1,,4,,,8,13
"",,,Walden Lake,1,,,,,,1
"",,,Wimauma,,,1,,,,1
"",,,Witter,,1,,,,,1
"",,,Yates,,3,,,1,6,10
"",,Charter Total,,201,137,263,15,41,271,928
