file_name,role,synopsis,location,event_file_type,report_file_number,date,synopsis_appended,group,synopsis_append,location_alt,school_name,school_number,synopsis_category
4801_N_22nd_St._Tampa__FL_33610.pdf,,JUVENILE CITATION-BATTERY,"4801 N 22ND ST, T",General Offense Report,GO 2022-373218,Sep-14-2022,JUVENILE CITATION-BATTERY,singles,JUVENILE CITATION-BATTERY,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,violence
4801_N_22nd_St._Tampa__FL_33610.pdf,,TRESPASS WARNING ONLY,"4801 N 22ND ST, T",General Offense Report,GO 2022-365845,Sep-09-2022,TRESPASS WARNING ONLY,singles,TRESPASS WARNING ONLY,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,,BAKER ACT,"4801 N 22ND ST, T",General Offense Report,GO 2022-355562,Sep-02-2022,BAKER ACT,singles,BAKER ACT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,mental health
4801_N_22nd_St._Tampa__FL_33610.pdf,,POSSESSION MARIJUANA <20 GRAMS,"4801 N 22ND ST, T",General Offense Report,GO 2022-352189,Aug-31-2022,POSSESSION MARIJUANA <20 GRAMS,singles,POSSESSION MARIJUANA <20 GRAMS,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,drugs
4801_N_22nd_St._Tampa__FL_33610.pdf,,DOCUMENTATION/INFORMATION ONLY,"4801 N 22ND ST, T",General Offense Report,GO 2022-343768,Aug-25-2022,DOCUMENTATION/INFORMATION ONLY,singles,DOCUMENTATION/INFORMATION ONLY,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,,BATTERY ON OFFICIAL EMPLOYEE,"4801 N 22ND ST, T",General Offense Report,GO 2022-334788,Aug-19-2022,BATTERY ON OFFICIAL EMPLOYEE,singles,BATTERY ON OFFICIAL EMPLOYEE,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,violence
4801_N_22nd_St._Tampa__FL_33610.pdf,,Private Impound/Repossession,"4801 N 22ND ST, T",Street Check,SC 2023-786,Jan-09-2023,Private Impound/Repossession,singles,Private Impound/Repossession,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,,Intelligence,"4801 N 22ND ST, T",Street Check,SC 2022-33725,Nov-01-2022,Intelligence,singles,Intelligence,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,,Other,"4801 N 22ND ST, T",Street Check,SC 2022-32026,Oct-17-2022,Other,singles,Other,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2023-132508,"4801 N 22ND ST, T",Arrest,AB 2023-23009933,Mar-29-2023,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2023-132508,singles,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2023-132508,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,weapon
4801_N_22nd_St._Tampa__FL_33610.pdf,,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2023-41832,"4801 N 22ND ST, T",Arrest,AB 2023-23003245,Jan-30-2023,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2023-41832,singles,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2023-41832,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,weapon
4801_N_22nd_St._Tampa__FL_33610.pdf,,INTERSTATE COMPACT AGREEMENT GO 2023- 18997,"4801 N 22ND ST, T",Arrest,AB 2023-23001339,Jan-13-2023,INTERSTATE COMPACT AGREEMENT GO 2023- 18997,singles,INTERSTATE COMPACT AGREEMENT GO 2023- 18997,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,,CRIMINAL MISCHIEF $200 OR LESS GO 2022- 504475,"4801 N 22ND ST, T",Arrest,AB 2022-22035696,Dec-22-2022,CRIMINAL MISCHIEF $200 OR LESS GO 2022- 504475,singles,CRIMINAL MISCHIEF $200 OR LESS GO 2022- 504475,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,disturbance
4801_N_22nd_St._Tampa__FL_33610.pdf,,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2022-496393,"4801 N 22ND ST, T",Arrest,AB 2022-22035052,Dec-16-2022,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2022-496393,singles,POSSESSION OF A WEAPON ON SCHOOL PROPERTY GO 2022-496393,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,weapon
4801_N_22nd_St._Tampa__FL_33610.pdf,,AGGRAVATED ASSAULT WITH DEADLY WEAPON GO 2022-450501,"4801 N 22ND ST, T",Arrest,AB 2022-22033176,Nov-28-2022,AGGRAVATED ASSAULT WITH DEADLY WEAPON GO 2022-450501,singles,AGGRAVATED ASSAULT WITH DEADLY WEAPON GO 2022-450501,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,violence
4801_N_22nd_St._Tampa__FL_33610.pdf,,WRITTEN OR ELECTRONIC THREAT TO CONDUCT A MASS SHOOTING OR ACT OF TERR GO 2022-,"4801 N 22ND ST, T",Arrest,AB 2022-22029425,Oct-20-2022,WRITTEN OR ELECTRONIC THREAT TO CONDUCT A MASS SHOOTING OR ACT OF TERR GO 2022-,singles,WRITTEN OR ELECTRONIC THREAT TO CONDUCT A MASS SHOOTING OR ACT OF TERR GO 2022-,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,disturbance
4801_N_22nd_St._Tampa__FL_33610.pdf,,422059 CHILD FAILURE TO APPEAR AT COURT HEARING GO 2022-380953,"4801 N 22ND ST, T",Arrest,AB 2022-22026509,Sep-20-2022,422059 CHILD FAILURE TO APPEAR AT COURT HEARING GO 2022-380953,singles,422059 CHILD FAILURE TO APPEAR AT COURT HEARING GO 2022-380953,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,,POSSESSION OF CANNABIS LESS THAN 20 GRAMS GO 2022-352189,"4801 N 22ND ST, T",Arrest,AB 2022-22024566,Aug-31-2022,POSSESSION OF CANNABIS LESS THAN 20 GRAMS GO 2022-352189,singles,POSSESSION OF CANNABIS LESS THAN 20 GRAMS GO 2022-352189,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,drugs
4801_N_22nd_St._Tampa__FL_33610.pdf,,BATTERY GO 2022-345452,"4801 N 22ND ST, T",Arrest,AB 2022-22024061,Aug-26-2022,BATTERY GO 2022-345452,singles,BATTERY GO 2022-345452,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,violence
4801_N_22nd_St._Tampa__FL_33610.pdf,,BATTERY ON A SPECIFIED OFFICIAL OR EMPLOYEE GO 2022-334788,"4801 N 22ND ST, T",Arrest,AB 2022-22023258,Aug-19-2022,BATTERY ON A SPECIFIED OFFICIAL OR EMPLOYEE GO 2022-334788,singles,BATTERY ON A SPECIFIED OFFICIAL OR EMPLOYEE GO 2022-334788,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,violence
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,ACTIVE SHOOTER TRAINING DRILL,"4801 N 22ND ST, T",CAD Call,CP 2023-198725,May-12-2023,ACTIVE SHOOTER TRAINING DRILL,singles,ACTIVE SHOOTER TRAINING DRILL,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-198230,May-12-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-196696,May-11-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,INFORMATION,"4801 N 22ND ST, T",CAD Call,CP 2023-195489,May-10-2023,INFORMATION,singles,INFORMATION,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-195029,May-10-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSGNMNT,"4801 N 22ND ST, T",CAD Call,CP 2023-193688,May-09-2023,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),singles,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-187916,May-05-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-186351,May-04-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,FIGHT,"4801 N 22ND ST, T",CAD Call,CP 2023-185246,May-03-2023,FIGHT,singles,FIGHT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,violence
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-184724,May-03-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-183250,May-02-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,ATTEMPT PICKUP AT,"4801 N 22ND ST, T",CAD Call,CP 2023-181997,May-01-2023,ATTEMPT PICKUP AT,singles,ATTEMPT PICKUP AT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-181759,May-01-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SPECIAL ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-179116,Apr-29-2023,SPECIAL ASSIGNMENT,singles,SPECIAL ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-177468,Apr-28-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-175852,Apr-27-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,VEHICLE CRASH NO INJS,"4801N 22ND ST, T",CAD Call,CP 2023-176753,Apr-27-2023,VEHICLE CRASH NO INJS,singles,VEHICLE CRASH NO INJS,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,traffic
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,ACTIVE SHOOTER TRAINING DRILL,"4801 N 22ND ST, T",CAD Call,CP 2023-174433,Apr-26-2023,ACTIVE SHOOTER TRAINING DRILL,singles,ACTIVE SHOOTER TRAINING DRILL,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-174304,Apr-26-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-171131,Apr-24-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSGNMNT,"4801 N 22ND ST, T",CAD Call,CP 2023-167023,Apr-21-2023,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),singles,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-166940,Apr-21-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,TESTING SIGNAL,"4801 N 22ND ST, T",CAD Call,CP 2023-165332,Apr-20-2023,TESTING SIGNAL,singles,TESTING SIGNAL,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-165469,Apr-20-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-163811,Apr-19-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-162216,Apr-18-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,VEHICLE CRASH UNK INJS,"4801 N 22ND ST, T",CAD Call,CP 2023-160734,Apr-17-2023,VEHICLE CRASH UNK INJS,singles,VEHICLE CRASH UNK INJS,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,traffic
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-160557,Apr-17-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-156222,Apr-14-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSGNMNT,"4801 N 22ND ST, T",CAD Call,CP 2023-156530,Apr-14-2023,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),singles,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,TESTING SIGNAL,"4801 N 22ND ST, T",CAD Call,CP 2023-154681,Apr-13-2023,TESTING SIGNAL,singles,TESTING SIGNAL,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-154782,Apr-13-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,INFORMATION,"4801 N 22ND ST, T",CAD Call,CP 2023-153696,Apr-12-2023,INFORMATION,singles,INFORMATION,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,INFORMATION,"4801 N 22ND ST, T",CAD Call,CP 2023-153753,Apr-12-2023,INFORMATION,singles,INFORMATION,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-153509,Apr-12-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,FELONY,"4801 N 22ND ST, T",CAD Call,CP 2023-152145,Apr-11-2023,FELONY,singles,FELONY,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-152046,Apr-11-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SPECIAL ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-150732,Apr-10-2023,SPECIAL ASSIGNMENT,singles,SPECIAL ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-150369,Apr-10-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-144489,Apr-06-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,PARKING VIOLATION,"4801 N 22ND ST, T",CAD Call,CP 2023-145076,Apr-06-2023,PARKING VIOLATION,singles,PARKING VIOLATION,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,traffic
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SPECIAL ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-142835,Apr-05-2023,SPECIAL ASSIGNMENT,singles,SPECIAL ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SPECIAL ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-142979,Apr-05-2023,SPECIAL ASSIGNMENT,singles,SPECIAL ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-142980,Apr-05-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-141438,Apr-04-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,FELONY,"4801 N 22ND ST, T",CAD Call,CP 2023-141853,Apr-04-2023,FELONY,singles,FELONY,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-139868,Apr-03-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-135151,Mar-31-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,MISDEMEANOR,"4801 N 22ND ST, T",CAD Call,CP 2023-133904,Mar-30-2023,MISDEMEANOR,singles,MISDEMEANOR,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-133707,Mar-30-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,FELONY,"4801 N 22ND ST, T",CAD Call,CP 2023-132508,Mar-29-2023,FELONY,singles,FELONY,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SPECIAL ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-132152,Mar-29-2023,SPECIAL ASSIGNMENT,singles,SPECIAL ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,"911 UNVERIFIABLE, CELLULAR","4801 N 22ND ST, T",CAD Call,CP 2023-132644,Mar-29-2023,"911 UNVERIFIABLE, CELLULAR",singles,"911 UNVERIFIABLE, CELLULAR",4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,MISDEMEANOR TRESPASS,"4801 N 22ND ST, T",CAD Call,CP 2023-130907,Mar-28-2023,MISDEMEANOR TRESPASS,singles,MISDEMEANOR TRESPASS,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,trespassing
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-131024,Mar-28-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SPECIAL ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-131283,Mar-28-2023,SPECIAL ASSIGNMENT,singles,SPECIAL ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,ACTIVE SHOOTER TRAINING DRILL,"4801 N 22ND ST, T",CAD Call,CP 2023-129271,Mar-27-2023,ACTIVE SHOOTER TRAINING DRILL,singles,ACTIVE SHOOTER TRAINING DRILL,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,MISSING PERSON/RUNAWAY,"4801 N 22ND ST, T",CAD Call,CP 2023-129448,Mar-27-2023,MISSING PERSON/RUNAWAY,singles,MISSING PERSON/RUNAWAY,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
4801_N_22nd_St._Tampa__FL_33610.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"4801 N 22ND ST, T",CAD Call,CP 2023-128856,Mar-27-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,4801 N 22nd St. Tampa  FL 33610.pdf,Middleton High School,3004,other
