file_name,role,synopsis,location,event_file_type,report_file_number,date,synopsis_appended,group,synopsis_append,location_alt,school_name,school_number,synopsis_category
10101_CROSS_CREEK_BLVD_Redacted.pdf,,INFORMATION- SCHOOL THREAT,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-167170,Apr-21-2023,INFORMATION- SCHOOL THREAT,singles,INFORMATION- SCHOOL THREAT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,TRESPASS WARNING ONLY,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-150573,Apr-10-2023,TRESPASS WARNING ONLY,singles,TRESPASS WARNING ONLY,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,ASSIST O/J - ALL OTHER,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-132284,Mar-29-2023,ASSIST O/J - ALL OTHER,singles,ASSIST O/J - ALL OTHER,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,AUTO BURGLARY (THEFT FROM MOTOR VEHICLE),"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-110352,Mar-15-2023,AUTO BURGLARY (THEFT FROM MOTOR VEHICLE),singles,AUTO BURGLARY (THEFT FROM MOTOR VEHICLE),10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,theft
10101_CROSS_CREEK_BLVD_Redacted.pdf,,INFORMATION- SCHOOL THREAT,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-64458,Feb-14-2023,INFORMATION- SCHOOL THREAT,singles,INFORMATION- SCHOOL THREAT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,BATTERY - SIMPLE,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-64021,Feb-13-2023,BATTERY - SIMPLE,singles,BATTERY - SIMPLE,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,violence
10101_CROSS_CREEK_BLVD_Redacted.pdf,,BAKER ACT,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-28908,Jan-20-2023,BAKER ACT,singles,BAKER ACT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,mental health
10101_CROSS_CREEK_BLVD_Redacted.pdf,,POSSESS WEAPON SCHOOL PROPERTY,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2023-28655,Jan-20-2023,POSSESS WEAPON SCHOOL PROPERTY,singles,POSSESS WEAPON SCHOOL PROPERTY,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,weapon
10101_CROSS_CREEK_BLVD_Redacted.pdf,,BATTERY ON OFFICIAL EMPLOYEE,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-483539,Dec-06-2022,BATTERY ON OFFICIAL EMPLOYEE,singles,BATTERY ON OFFICIAL EMPLOYEE,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,violence
10101_CROSS_CREEK_BLVD_Redacted.pdf,,JUVENILE CITATION-PETIT THEFT,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-449327,Nov-09-2022,JUVENILE CITATION-PETIT THEFT,singles,JUVENILE CITATION-PETIT THEFT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,theft
10101_CROSS_CREEK_BLVD_Redacted.pdf,,DOCUMENTATION/INFORMATION ONLY,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-440053,Nov-02-2022,DOCUMENTATION/INFORMATION ONLY,singles,DOCUMENTATION/INFORMATION ONLY,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,INFORMATION- SCHOOL THREAT,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-428909,Oct-25-2022,INFORMATION- SCHOOL THREAT,singles,INFORMATION- SCHOOL THREAT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,AUTO BURGLARY (THEFT FROM MOTOR VEHICLE),"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-427310,Oct-24-2022,AUTO BURGLARY (THEFT FROM MOTOR VEHICLE),singles,AUTO BURGLARY (THEFT FROM MOTOR VEHICLE),10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,theft
10101_CROSS_CREEK_BLVD_Redacted.pdf,,DOCUMENTATION/INFORMATION ONLY,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-423538,Oct-21-2022,DOCUMENTATION/INFORMATION ONLY,singles,DOCUMENTATION/INFORMATION ONLY,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,PT/GT - BICYCLE,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-421977,Oct-20-2022,PT/GT - BICYCLE,singles,PT/GT - BICYCLE,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,theft
10101_CROSS_CREEK_BLVD_Redacted.pdf,,DOCUMENTATION/INFORMATION ONLY,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-414284,Oct-14-2022,DOCUMENTATION/INFORMATION ONLY,singles,DOCUMENTATION/INFORMATION ONLY,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,FOUND PROPERTY (NARCOTICS),"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-411896,Oct-12-2022,FOUND PROPERTY (NARCOTICS),singles,FOUND PROPERTY (NARCOTICS),10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,drugs
10101_CROSS_CREEK_BLVD_Redacted.pdf,,INFORMATION- SCHOOL THREAT,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-403576,Oct-06-2022,INFORMATION- SCHOOL THREAT,singles,INFORMATION- SCHOOL THREAT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,BAKER ACT,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-353827,Sep-01-2022,BAKER ACT,singles,BAKER ACT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,mental health
10101_CROSS_CREEK_BLVD_Redacted.pdf,,DOCUMENTATION/INFORMATION ONLY,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-343953,Aug-26-2022,DOCUMENTATION/INFORMATION ONLY,singles,DOCUMENTATION/INFORMATION ONLY,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,DOCUMENTATION/INFORMATION ONLY,"10101 CROSS CREEK BLVD, T",General Offense Report,GO 2022-335309,Aug-19-2022,DOCUMENTATION/INFORMATION ONLY,singles,DOCUMENTATION/INFORMATION ONLY,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Other,"10101 CROSS CREEK BLVD, T",Street Check,SC 2023-16151,May-02-2023,Other,singles,Other,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Other,"10101 CROSS CREEK BLVD, T",Street Check,SC 2023-6217,Feb-23-2023,Other,singles,Other,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Other,"10101 CROSS CREEK BLVD, T",Street Check,SC 2023-6029,Feb-20-2023,Other,singles,Other,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Other,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-38686,Dec-22-2022,Other,singles,Other,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36694,Dec-02-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36696,Dec-02-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36697,Dec-02-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36699,Dec-02-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36700,Dec-02-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36547,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36548,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36549,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36550,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36551,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36552,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36553,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Bicycle Registration,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-36693,Nov-30-2022,Bicycle Registration,singles,Bicycle Registration,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Other,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-32975,Oct-24-2022,Other,singles,Other,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,,Other,"10101 CROSS CREEK BLVD, T",Street Check,SC 2022-28236,Sep-06-2022,Other,singles,Other,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-198308,May-12-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-196726,May-11-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-195126,May-10-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,ACTIVE SHOOTER TRAINING DRILL,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-195558,May-10-2023,ACTIVE SHOOTER TRAINING DRILL,singles,ACTIVE SHOOTER TRAINING DRILL,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-195739,May-10-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,VEHICLE CRASH NO INJS,"10101CROSS CREEK BLVD, T",CAD Call,CP 2023-195777,May-10-2023,VEHICLE CRASH NO INJS,singles,VEHICLE CRASH NO INJS,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,traffic
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-193735,May-09-2023,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),singles,SCHOOL RESOURCE OFFICER ASSGNMNT (BACKFILL),10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,BUILDING CHECK,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-194754,May-09-2023,BUILDING CHECK,singles,BUILDING CHECK,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-192274,May-08-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,BUILDING CHECK,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-189534,May-06-2023,BUILDING CHECK,singles,BUILDING CHECK,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-187974,May-05-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-186261,May-04-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-184734,May-03-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,FIELD INTERROGATION,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-183809,May-02-2023,FIELD INTERROGATION,singles,FIELD INTERROGATION,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,VEHICLE STOP/TRAFFIC,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-182579,May-01-2023,VEHICLE STOP/TRAFFIC,singles,VEHICLE STOP/TRAFFIC,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,traffic
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,WRITING REPORTS,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-180959,Apr-30-2023,WRITING REPORTS,singles,WRITING REPORTS,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,BUILDING CHECK,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-179101,Apr-29-2023,BUILDING CHECK,singles,BUILDING CHECK,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-177490,Apr-28-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,INFORMATION,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-175997,Apr-27-2023,INFORMATION,singles,INFORMATION,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-175932,Apr-27-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,INFORMATION,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-176330,Apr-27-2023,INFORMATION,singles,INFORMATION,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-174452,Apr-26-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-171187,Apr-24-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,BUILDING CHECK,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-170058,Apr-23-2023,BUILDING CHECK,singles,BUILDING CHECK,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,INFORMATION,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-167170,Apr-21-2023,INFORMATION,singles,INFORMATION,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-167000,Apr-21-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,TESTING SIGNAL,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-165266,Apr-20-2023,TESTING SIGNAL,singles,TESTING SIGNAL,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-165545,Apr-20-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-163837,Apr-19-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-183259,May-02-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10101_CROSS_CREEK_BLVD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10101 CROSS CREEK BLVD, T",CAD Call,CP 2023-181855,May-01-2023,SCHOOL RESOURCE OFFICER ASSIGNMENT,singles,SCHOOL RESOURCE OFFICER ASSIGNMENT,10101 CROSS CREEK BLVD .pdf,Benito Middle School (0201),0201,other
10201_N_BOULEVARD_Redacted.pdf,,INFORMATION- SCHOOL THREAT,"10201 N BOULEVARD, T",General Offense Report,GO 2023-186917,May-04-2023,INFORMATION- SCHOOL THREAT,singles,INFORMATION- SCHOOL THREAT,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,other
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CITATION-TRESPASSING,"10201 N BOULEVARD, T",General Offense Report,GO 2023-152501,Apr-11-2023,JUVENILE CITATION-TRESPASSING,singles,JUVENILE CITATION-TRESPASSING,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,trespassing
10201_N_BOULEVARD_Redacted.pdf,,ASSIST O/J - ALL OTHER,"10201 N BOULEVARD, T",General Offense Report,GO 2023-132345,Mar-29-2023,ASSIST O/J - ALL OTHER,singles,ASSIST O/J - ALL OTHER,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,other
10201_N_BOULEVARD_Redacted.pdf,,BATTERY ON OFFICIAL EMPLOYEE,"10201 N BOULEVARD, T",General Offense Report,GO 2023-124016,Mar-24-2023,BATTERY ON OFFICIAL EMPLOYEE,singles,BATTERY ON OFFICIAL EMPLOYEE,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CITATION-BATTERY,"10201 N BOULEVARD, T",General Offense Report,GO 2023-64724,Feb-14-2023,JUVENILE CITATION-BATTERY,singles,JUVENILE CITATION-BATTERY,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CITATION-BATTERY,"10201 N BOULEVARD, T",General Offense Report,GO 2023-46124,Feb-02-2023,JUVENILE CITATION-BATTERY,singles,JUVENILE CITATION-BATTERY,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CITATION-BATTERY,"10201 N BOULEVARD, T",General Offense Report,GO 2023-46187,Feb-02-2023,JUVENILE CITATION-BATTERY,singles,JUVENILE CITATION-BATTERY,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,AFFRAY-PHYSICAL FIGHT,"10201 N BOULEVARD, T",General Offense Report,GO 2023-37756,Jan-27-2023,AFFRAY-PHYSICAL FIGHT,singles,AFFRAY-PHYSICAL FIGHT,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CITATION-BATTERY,"10201 N BOULEVARD, T",General Offense Report,GO 2023-24548,Jan-17-2023,JUVENILE CITATION-BATTERY,singles,JUVENILE CITATION-BATTERY,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,BATTERY - SIMPLE,"10201 N BOULEVARD, T",General Offense Report,GO 2022-505967,Dec-23-2022,BATTERY - SIMPLE,singles,BATTERY - SIMPLE,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,ASSIST O/J- LOCAL BENCH WARRAN,"10201 N BOULEVARD, T",General Offense Report,GO 2022-501750,Dec-20-2022,ASSIST O/J- LOCAL BENCH WARRAN,singles,ASSIST O/J- LOCAL BENCH WARRAN,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,other
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CITATION-BATTERY,"10201 N BOULEVARD, T",General Offense Report,GO 2022-493505,Dec-14-2022,JUVENILE CITATION-BATTERY,singles,JUVENILE CITATION-BATTERY,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CITATION-BATTERY,"10201 N BOULEVARD, T",General Offense Report,GO 2022-493917,Dec-14-2022,JUVENILE CITATION-BATTERY,singles,JUVENILE CITATION-BATTERY,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,violence
10201_N_BOULEVARD_Redacted.pdf,,JUVENILE CIVIL CITAT-MARIJUANA,"10201 N BOULEVARD, T",General Offense Report,GO 2022-484818,Dec-07-2022,JUVENILE CIVIL CITAT-MARIJUANA,singles,JUVENILE CIVIL CITAT-MARIJUANA,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,drugs
10201_N_BOULEVARD_Redacted.pdf,,DISPLAY OBSCENE MAT. TO MINOR,"10201 N BOULEVARD, T",General Offense Report,GO 2022-448862,Nov-09-2022,DISPLAY OBSCENE MAT. TO MINOR,singles,DISPLAY OBSCENE MAT. TO MINOR,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,sex crime
10201_N_BOULEVARD_Redacted.pdf,,DOCUMENTATION/INFORMATION ONLY,"10201 N BOULEVARD, T",General Offense Report,GO 2022-385591,Sep-23-2022,DOCUMENTATION/INFORMATION ONLY,singles,DOCUMENTATION/INFORMATION ONLY,10201 N BOULEVARD .pdf,Adams Middle School (0041),0041,other
