File Name,Role,Synopsis,Location,Event / File Type,Report/File #,Date,Validation Link
10201_N_BOULEVARD_Redacted.pdf,Police Call,FIGHT,"10201 N BOULEVARD, T",CAD Call,CP 2022-376081,Sep-16-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=0&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10201 N BOULEVARD, T",CAD Call,CP 2022-374423,Sep-15-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=1&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,MISDEMEANOR,"10201 N BOULEVARD, T",CAD Call,CP 2022-375026,Sep-15-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=2&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,VEHICLE CRASH,"10201 N BOULEVARD, T",CAD Call,CP 2022-374972,Sep-15-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=3&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,WRITING REPORTS,"10201 N BOULEVARD, T",CAD Call,CP 2022-375332,Sep-15-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=4&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,SCHOOL RESOURCE OFFICER ASSIGNMENT,"10201 N BOULEVARD, T",CAD Call,CP 2022-372884,Sep-14-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=5&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,ACTIVE SHOOTER TRAINING DRILL,"10201 N BOULEVARD, T",CAD Call,CP 2022-373029,Sep-14-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=6&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,LATENT INVESTIGATION,"10201 N BOULEVARD, T",CAD Call,CP 2022-373286,Sep-14-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=7&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,WRITING REPORTS,"10201 N BOULEVARD, T",CAD Call,CP 2022-373907,Sep-14-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=8&page=10
10201_N_BOULEVARD_Redacted.pdf,Police Call,LOST/FOUND PROPERTY,"10201 N BOULEVARD, T",CAD Call,CP 2022-371448,Sep-13-2022,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3d903b1ba4a802f9&job=677b3488ac7b2287&docid=6e37d78df3d9d434_3d903b1ba4a802f9&schid=8072&row=9&page=10
