district_name,school_name,district_number,school_number,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5
BROWARD,EAGLE RIDGE ELEMENTARY SCHOOL,06,3441,409,39,69,112,126,63,0.09535452322738386,0.1687041564792176,0.27383863080684595,0.3080684596577017,0.15403422982885084
BROWARD,EAGLES NEST CHARTER ACADEMY,06,5355,224,85,64,43,26,6,0.3794642857142857,0.2857142857142857,0.19196428571428573,0.11607142857142858,0.026785714285714284
BROWARD,EAGLES NEST MIDDLE CHARTER SCHOOL,06,5356,58,25,12,8,8,5,0.43103448275862066,0.20689655172413793,0.13793103448275862,0.13793103448275862,0.08620689655172414
BROWARD,EMBASSY CREEK ELEMENTARY SCHOOL,06,3191,667,55,82,183,222,120,0.08245877061469266,0.12293853073463268,0.27436281859070466,0.3328335832083958,0.17991004497751126
BROWARD,ENDEAVOUR PRIMARY LEARNING CENTER,06,3301,61,21,14,21,5,0,0.3442622950819672,0.22950819672131148,0.3442622950819672,0.08196721311475409,0
BROWARD,EVEREST CHARTER SCHOOL,06,5407,115,44,30,21,11,9,0.3826086956521739,0.2608695652173913,0.1826086956521739,0.09565217391304348,0.0782608695652174
BROWARD,EVERGLADES ELEMENTARY SCHOOL,06,2942,507,49,44,113,150,152,0.09664694280078895,0.08678500986193294,0.22287968441814596,0.2958579881656805,0.29980276134122286
BROWARD,EVERGLADES HIGH SCHOOL,06,3731,1065,284,215,183,234,149,0.26666666666666666,0.20187793427230047,0.17183098591549295,0.21971830985915494,0.13990610328638498
BROWARD,FAIRWAY ELEMENTARY SCHOOL,06,1641,234,80,62,62,24,7,0.3418803418803419,0.26495726495726496,0.26495726495726496,0.10256410256410256,0.029914529914529916
BROWARD,FALCON COVE MIDDLE SCHOOL,06,3622,2195,289,338,498,575,496,0.1316628701594533,0.15398633257403188,0.22687927107061504,0.2619589977220957,0.22596810933940775
BROWARD,FLAMINGO ELEMENTARY SCHOOL,06,2541,337,82,59,79,78,39,0.2433234421364985,0.17507418397626112,0.2344213649851632,0.2314540059347181,0.11572700296735905
BROWARD,FLORANADA ELEMENTARY SCHOOL,06,0851,320,34,51,83,97,56,0.10625,0.159375,0.259375,0.303125,0.175
BROWARD,FOREST GLEN MIDDLE SCHOOL,06,3051,1043,296,240,236,187,84,0.2837967401725791,0.23010546500479387,0.22627037392138064,0.17929050814956854,0.08053691275167785
BROWARD,FOREST HILLS ELEMENTARY SCHOOL,06,2631,288,73,65,66,62,24,0.2534722222222222,0.22569444444444445,0.22916666666666666,0.2152777777777778,0.08333333333333333
BROWARD,FORT LAUDERDALE HIGH SCHOOL,06,0951,1049,184,189,184,319,173,0.1754051477597712,0.1801715919923737,0.1754051477597712,0.30409914204003813,0.16491897044804577
BROWARD,FOX TRAIL ELEMENTARY SCHOOL,06,3531,581,99,92,134,163,96,0.1703958691910499,0.15834767641996558,0.2306368330464716,0.28055077452667815,0.16523235800344235
BROWARD,FRANKLIN ACADEMY COOPER CITY,06,5037,894,138,222,235,214,85,0.15436241610738255,0.24832214765100671,0.26286353467561524,0.23937360178970918,0.09507829977628636
BROWARD,FRANKLIN ACADEMY F,06,5046,823,227,181,201,148,69,0.275820170109356,0.21992709599027946,0.244228432563791,0.1798298906439854,0.08383961117861483
BROWARD,FRANKLIN ACADEMY PEMBROKE PINES,06,5012,929,97,158,248,264,162,0.10441334768568353,0.17007534983853606,0.26695371367061355,0.28417653390742736,0.1743810548977395
BROWARD,FRANKLIN ACADEMY PEMBROKE PINES HIGH SCHOOL,06,5142,639,192,145,128,124,53,0.3004694835680751,0.2269170579029734,0.20031298904538342,0.19405320813771518,0.08294209702660407
BROWARD,FRANKLIN ACADEMY SUNRISE,06,5010,943,168,235,255,186,98,0.17815482502651114,0.2492046659597031,0.2704135737009544,0.19724284199363734,0.10392364793213149
BROWARD,GATOR RUN ELEMENTARY SCHOOL,06,3642,671,53,88,173,195,160,0.07898658718330849,0.13114754098360656,0.2578241430700447,0.2906110283159464,0.23845007451564829
BROWARD,GLADES MIDDLE SCHOOL,06,2021,1146,287,226,225,243,168,0.25043630017452007,0.19720767888307156,0.19633507853403143,0.21204188481675393,0.14659685863874344
BROWARD,GREENTREE PREPARATORY CHARTER SCHOOL,06,5130,164,17,22,46,46,33,0.10365853658536585,0.13414634146341464,0.2804878048780488,0.2804878048780488,0.20121951219512196
BROWARD,GRIFFIN ELEMENTARY SCHOOL,06,2851,319,33,54,88,90,55,0.10344827586206896,0.16927899686520376,0.27586206896551724,0.28213166144200624,0.1724137931034483
BROWARD,GULFSTREAM ACADEMY OF HALLANDALE BEACH,06,0131,845,326,199,185,101,38,0.3857988165680473,0.23550295857988165,0.21893491124260356,0.11952662721893491,0.04497041420118343
BROWARD,HALLANDALE HIGH SCHOOL,06,0403,549,297,100,80,48,24,0.5409836065573771,0.18214936247723132,0.14571948998178508,0.08743169398907104,0.04371584699453552
BROWARD,HARBORDALE ELEMENTARY SCHOOL,06,0491,273,30,52,77,69,43,0.10989010989010989,0.19047619047619047,0.28205128205128205,0.25274725274725274,0.1575091575091575
BROWARD,HAWKES BLUFF ELEMENTARY SCHOOL,06,3131,338,41,54,87,108,49,0.12130177514792899,0.15976331360946747,0.257396449704142,0.31952662721893493,0.14497041420118342
BROWARD,HENRY D PERRY EDUCATION CENTER,06,6501,167,110,27,13,6,0,0.6586826347305389,0.16167664670658682,0.07784431137724551,0.03592814371257485,0
BROWARD,HERON HEIGHTS ELEMENTARY SCHOOL,06,3961,543,38,83,164,163,96,0.06998158379373849,0.15285451197053407,0.3020257826887661,0.3001841620626151,0.17679558011049723
BROWARD,HOLLYWOOD ACAD OF ARTS & SCIEN,06,5325,558,59,102,165,155,77,0.1057347670250896,0.1827956989247312,0.2956989247311828,0.2777777777777778,0.13799283154121864
BROWARD,HOLLYWOOD ACADEMY OF ARTS AND SCIENCE MIDDLE,06,5362,456,57,103,115,104,76,0.125,0.22587719298245615,0.25219298245614036,0.22807017543859648,0.16666666666666666
BROWARD,HOLLYWOOD CENTRAL ELEM. SCHOOL,06,0121,171,71,36,30,20,14,0.4152046783625731,0.21052631578947367,0.17543859649122806,0.11695906432748537,0.08187134502923976
BROWARD,HOLLYWOOD HILLS ELEM. SCHOOL,06,0111,352,73,61,91,81,46,0.20738636363636365,0.17329545454545456,0.2585227272727273,0.23011363636363635,0.13068181818181818
BROWARD,HOLLYWOOD HILLS HIGH SCHOOL,06,1661,866,381,186,143,104,48,0.4399538106235566,0.21478060046189376,0.1651270207852194,0.12009237875288684,0.05542725173210162
BROWARD,HOLLYWOOD PARK ELEMENTARY SCHOOL,06,1761,174,34,51,40,33,16,0.19540229885057472,0.29310344827586204,0.22988505747126436,0.1896551724137931,0.09195402298850575
BROWARD,HORIZON ELEMENTARY SCHOOL,06,2531,247,83,53,55,38,19,0.3360323886639676,0.2145748987854251,0.22267206477732793,0.15384615384615385,0.07692307692307693
BROWARD,HOSPITAL HOMEBOUND SERVICES,06,0100,31,0,0,0,0,0,0,0,0,0,0
BROWARD,IMAGINE CHARTER SCHOOL AT N LAUDERDALE ELEM,06,5171,187,82,44,37,20,4,0.4385026737967914,0.23529411764705882,0.19786096256684493,0.10695187165775401,0.0213903743315508
BROWARD,IMAGINE CHARTER SCHOOL AT WESTON,06,5111,659,56,89,174,172,167,0.08497723823975721,0.13505311077389984,0.26403641881638845,0.26100151745068284,0.2534142640364188
BROWARD,IMAGINE SCHOOLS AT BROWARD,06,5024,619,87,117,167,165,81,0.14054927302100162,0.1890145395799677,0.26978998384491115,0.2665589660743134,0.1308562197092084
BROWARD,IMAGINE SCHOOLS PLANTATION CAMPUS,06,5044,255,43,47,76,60,30,0.16862745098039217,0.1843137254901961,0.2980392156862745,0.23529411764705882,0.11764705882352941
BROWARD,INDIAN RIDGE MIDDLE SCHOOL,06,3471,1975,600,420,381,337,244,0.3037974683544304,0.21265822784810126,0.1929113924050633,0.17063291139240505,0.12354430379746835
BROWARD,INDIAN TRACE ELEMENTARY SCHOOL,06,3181,368,34,60,100,105,69,0.09239130434782608,0.16304347826086957,0.2717391304347826,0.28532608695652173,0.1875
BROWARD,INNOVATION CHARTER SCHOOL,06,5177,212,64,48,55,34,11,0.3018867924528302,0.22641509433962265,0.25943396226415094,0.16037735849056603,0.05188679245283019
BROWARD,INTERNATIONAL SCHOOL OF BROWARD,06,5416,54,19,11,7,9,6,0.35185185185185186,0.2037037037037037,0.12962962962962962,0.16666666666666666,0.1111111111111111
BROWARD,INTERNATIONAL STUDIES ACADEMY HIGH SCHOOL,06,5555,107,31,28,26,16,6,0.2897196261682243,0.2616822429906542,0.24299065420560748,0.14953271028037382,0.056074766355140186
BROWARD,INTERNATIONAL STUDIES ACADEMY MIDDLE SCHOOL,06,5556,262,63,52,58,58,32,0.24045801526717558,0.1984732824427481,0.22137404580152673,0.22137404580152673,0.12213740458015267
BROWARD,J. P. TARAVELLA HIGH SCHOOL,06,2751,1258,447,289,245,188,88,0.35532591414944353,0.22972972972972974,0.19475357710651828,0.1494435612082671,0.06995230524642289
BROWARD,JAMES S. HUNT ELEMENTARY SCHOOL,06,1971,242,88,56,60,31,10,0.36363636363636365,0.23140495867768596,0.24793388429752067,0.128099173553719,0.04132231404958678
BROWARD,JAMES S. RICKARDS MIDDLE SCHOOL,06,2121,737,354,152,120,86,22,0.48032564450474896,0.2062415196743555,0.1628222523744912,0.11668928086838534,0.029850746268656716
BROWARD,LAKE FOREST ELEMENTARY SCHOOL,06,0831,267,89,68,67,31,11,0.3333333333333333,0.2546816479400749,0.250936329588015,0.11610486891385768,0.04119850187265917
BROWARD,LAKESIDE ELEMENTARY SCHOOL,06,3591,306,62,57,79,75,33,0.20261437908496732,0.18627450980392157,0.2581699346405229,0.24509803921568626,0.10784313725490197
BROWARD,LANIER-JAMES EDUCATION CENTER,06,0405,93,66,17,8,2,0,0.7096774193548387,0.1827956989247312,0.08602150537634409,0.021505376344086023,0
BROWARD,LARKDALE ELEMENTARY SCHOOL,06,0621,167,70,39,41,12,5,0.41916167664670656,0.23353293413173654,0.24550898203592814,0.0718562874251497,0.029940119760479042
BROWARD,LAUDERDALE LAKES MIDDLE SCHOOL,06,1701,818,404,205,128,62,19,0.4938875305623472,0.2506112469437653,0.15647921760391198,0.07579462102689487,0.023227383863080684
BROWARD,LAUDERHILL 6-12,06,1391,720,355,151,118,69,27,0.4930555555555556,0.20972222222222223,0.1638888888888889,0.09583333333333334,0.0375
BROWARD,LAUDERHILL PAUL TURNER ELEM.,06,1381,225,79,57,54,25,9,0.3511111111111111,0.25333333333333335,0.24,0.1111111111111111,0.04
BROWARD,LIBERTY ELEMENTARY SCHOOL,06,3821,377,108,94,92,57,26,0.2864721485411141,0.2493368700265252,0.2440318302387268,0.15119363395225463,0.06896551724137931
BROWARD,LLOYD ESTATES ELEMENTARY SCHL,06,1091,237,98,66,44,24,5,0.41350210970464135,0.27848101265822783,0.18565400843881857,0.10126582278481013,0.02109704641350211
BROWARD,LYONS CREEK MIDDLE SCHOOL,06,3101,1695,490,369,349,318,170,0.2890855457227139,0.2176991150442478,0.20589970501474927,0.18761061946902655,0.10029498525073746
BROWARD,MANATEE BAY ELEMENTARY SCHOOL,06,3841,603,43,56,140,211,155,0.07131011608623548,0.09286898839137644,0.23217247097844113,0.34991708126036486,0.2570480928689884
BROWARD,MAPLEWOOD ELEMENTARY SCHOOL,06,2741,269,59,49,91,51,21,0.21933085501858737,0.18215613382899629,0.3382899628252788,0.1895910780669145,0.07806691449814127
BROWARD,MARGATE ELEMENTARY SCHOOL,06,1161,466,142,109,106,82,27,0.30472103004291845,0.23390557939914164,0.22746781115879827,0.1759656652360515,0.05793991416309013
BROWARD,MARGATE MIDDLE SCHOOL,06,0581,1051,408,234,203,154,56,0.3882017126546147,0.2226450999048525,0.19314938154138916,0.14652711703139867,0.0532825880114177
BROWARD,MARJORY STONEMAN DOUGLAS HS,06,3011,1721,267,327,344,456,327,0.15514235909355026,0.19000581057524696,0.199883788495061,0.26496223126089485,0.19000581057524696
BROWARD,MARY M BETHUNE ELEMENTARY SCHOOL,06,0341,193,65,57,42,25,4,0.33678756476683935,0.29533678756476683,0.21761658031088082,0.12953367875647667,0.02072538860103627
BROWARD,MCARTHUR HIGH SCHOOL,06,0241,901,378,212,153,113,45,0.4195338512763596,0.23529411764705882,0.16981132075471697,0.12541620421753608,0.049944506104328525
BROWARD,MCFATTER TECHNICAL COLLEGE,06,1291,286,14,39,59,107,69,0.04895104895104895,0.13636363636363635,0.2062937062937063,0.3741258741258741,0.24125874125874125
BROWARD,MCNAB ELEMENTARY SCHOOL,06,0841,282,48,64,77,66,27,0.1702127659574468,0.22695035460992907,0.2730496453900709,0.23404255319148937,0.09574468085106383
BROWARD,MCNICOL MIDDLE SCHOOL,06,0481,625,298,140,101,67,17,0.4768,0.224,0.1616,0.1072,0.0272
BROWARD,MEADOWBROOK ELEMENTARY SCHOOL,06,0761,321,124,90,57,40,11,0.3862928348909657,0.2803738317757009,0.17757009345794392,0.12461059190031153,0.03426791277258567
BROWARD,MILLENNIUM 6-12 COLLEGIATE ACADEMY,06,4772,1246,395,254,248,228,122,0.31701444622792935,0.20385232744783308,0.19903691813804172,0.18298555377207062,0.09791332263242375
BROWARD,MIRAMAR ELEMENTARY SCHOOL,06,0531,209,53,51,64,29,10,0.2535885167464115,0.24401913875598086,0.3062200956937799,0.13875598086124402,0.04784688995215311
BROWARD,MIRAMAR HIGH SCHOOL,06,1751,903,343,225,158,136,41,0.3798449612403101,0.24916943521594684,0.17497231450719822,0.150609080841639,0.04540420819490587
BROWARD,MIRROR LAKE ELEMENTARY SCHOOL,06,1841,281,72,68,61,53,27,0.25622775800711745,0.24199288256227758,0.21708185053380782,0.18861209964412812,0.09608540925266904
BROWARD,MONARCH HIGH SCHOOL,06,3541,1142,314,257,245,217,103,0.27495621716287216,0.22504378283712784,0.21453590192644484,0.19001751313485113,0.09019264448336252
BROWARD,MORROW ELEMENTARY SCHOOL,06,2691,211,84,51,44,25,6,0.3981042654028436,0.24170616113744076,0.20853080568720378,0.11848341232227488,0.02843601895734597
BROWARD,NEW LIFE CHARTER ACADEMY,06,5852,66,23,15,12,14,2,0.3484848484848485,0.22727272727272727,0.18181818181818182,0.21212121212121213,0.030303030303030304
BROWARD,NEW RENAISSANCE MIDDLE SCHOOL,06,3911,1054,460,217,202,140,39,0.4364326375711575,0.20588235294117646,0.19165085388994307,0.13282732447817835,0.03700189753320683
BROWARD,NEW RIVER MIDDLE SCHOOL,06,0881,1545,664,309,294,195,83,0.4297734627831715,0.2,0.19029126213592232,0.1262135922330097,0.05372168284789644
BROWARD,NOB HILL ELEMENTARY SCHOOL,06,2671,265,59,51,70,64,21,0.22264150943396227,0.19245283018867926,0.2641509433962264,0.24150943396226415,0.07924528301886792
BROWARD,NORCREST ELEMENTARY SCHOOL,06,0561,308,123,69,52,44,18,0.39935064935064934,0.22402597402597402,0.16883116883116883,0.14285714285714285,0.05844155844155844
BROWARD,NORTH ANDREWS GARDENS ELEM.,06,0521,422,108,102,114,63,34,0.2559241706161137,0.24170616113744076,0.27014218009478674,0.14928909952606634,0.08056872037914692
BROWARD,NORTH BROWARD ACADEMY OF EXCEL,06,5161,320,87,71,95,52,17,0.271875,0.221875,0.296875,0.1625,0.053125
BROWARD,NORTH BROWARD ACADEMY OF EXCELLENCE MIDDLE,06,5371,366,103,89,81,65,28,0.2814207650273224,0.24316939890710382,0.22131147540983606,0.17759562841530055,0.07650273224043716
BROWARD,NORTH FORK ELEMENTARY SCHOOL,06,1191,173,77,41,32,17,5,0.44508670520231214,0.23699421965317918,0.18497109826589594,0.09826589595375723,0.028901734104046242
BROWARD,NORTH LAUDERDALE ELEMENTARY SCHOOL,06,2231,305,129,71,65,32,8,0.42295081967213116,0.23278688524590163,0.21311475409836064,0.10491803278688525,0.02622950819672131
BROWARD,NORTH SIDE ELEMENTARY SCHOOL,06,0041,161,61,43,33,17,9,0.37888198757763975,0.2670807453416149,0.20496894409937888,0.10559006211180125,0.055900621118012424
BROWARD,NORTHEAST HIGH SCHOOL,06,1241,748,301,172,141,105,33,0.40240641711229946,0.22994652406417113,0.18850267379679145,0.14037433155080214,0.04411764705882353
BROWARD,NOVA BLANCHE FORMAN ELEMENTARY,06,1282,384,58,96,104,71,56,0.15104166666666666,0.25,0.2708333333333333,0.18489583333333334,0.14583333333333334
BROWARD,NOVA DWIGHT D. EISENHOWER ELEM,06,1271,356,69,71,102,80,36,0.19382022471910113,0.199438202247191,0.28651685393258425,0.2247191011235955,0.10112359550561797
BROWARD,NOVA HIGH SCHOOL,06,1281,1162,222,256,237,283,174,0.19104991394148021,0.22030981067125646,0.20395869191049915,0.24354561101549052,0.14974182444061962
BROWARD,NOVA MIDDLE SCHOOL,06,1311,1234,324,273,284,215,135,0.2625607779578606,0.22123176661264182,0.23014586709886548,0.17423014586709887,0.1094003241491086
BROWARD,OAKLAND PARK ELEMENTARY SCHOOL,06,0031,226,114,45,40,18,10,0.504424778761062,0.19911504424778761,0.17699115044247787,0.07964601769911504,0.04424778761061947
BROWARD,OAKRIDGE ELEMENTARY SCHOOL,06,0461,201,100,44,35,16,6,0.4975124378109453,0.21890547263681592,0.17412935323383086,0.07960199004975124,0.029850746268656716
BROWARD,OLSEN MIDDLE SCHOOL,06,0471,624,321,131,95,58,19,0.5144230769230769,0.20993589743589744,0.15224358974358973,0.09294871794871795,0.030448717948717948
BROWARD,ORANGE BROOK ELEMENTARY SCHOOL,06,0711,333,119,89,77,41,10,0.35735735735735735,0.2672672672672673,0.23123123123123124,0.12312312312312312,0.03003003003003003
BROWARD,ORIOLE ELEMENTARY SCHOOL,06,1831,277,102,63,56,44,10,0.36823104693140796,0.22743682310469315,0.20216606498194944,0.1588447653429603,0.036101083032490974
BROWARD,PALM COVE ELEMENTARY SCHOOL,06,3311,217,46,37,65,54,14,0.2119815668202765,0.17050691244239632,0.2995391705069124,0.2488479262672811,0.06451612903225806
BROWARD,PALMVIEW ELEMENTARY SCHOOL,06,1131,260,65,69,68,44,14,0.25,0.2653846153846154,0.26153846153846155,0.16923076923076924,0.05384615384615385
BROWARD,PANACEA PREP CHARTER SCHOOL,06,5801,37,10,10,4,1,5,0.2702702702702703,0.2702702702702703,0.10810810810810811,0.02702702702702703,0.13513513513513514
BROWARD,PANTHER RUN ELEMENTARY SCHOOL,06,3571,206,34,39,57,42,33,0.1650485436893204,0.18932038834951456,0.2766990291262136,0.20388349514563106,0.16019417475728157
BROWARD,PARAGON ACADEMY OF TECHNOLOGY,06,5381,136,42,28,32,20,14,0.3088235294117647,0.20588235294117646,0.23529411764705882,0.14705882352941177,0.10294117647058823
BROWARD,PARK LAKES ELEMENTARY SCHOOL,06,3761,456,135,102,96,94,27,0.29605263157894735,0.2236842105263158,0.21052631578947367,0.20614035087719298,0.05921052631578947
BROWARD,PARK RIDGE ELEMENTARY SCHOOL,06,1951,277,130,68,51,24,4,0.4693140794223827,0.24548736462093862,0.18411552346570398,0.08664259927797834,0.01444043321299639
BROWARD,PARK SPRINGS ELEMENTARY SCHOOL,06,3171,386,59,60,99,111,57,0.15284974093264247,0.15544041450777202,0.25647668393782386,0.28756476683937826,0.14766839378238342
BROWARD,PARK TRAILS ELEMENTARY SCHOOL,06,3781,551,52,71,150,172,106,0.09437386569872959,0.12885662431941924,0.27223230490018147,0.3121597096188748,0.19237749546279492
BROWARD,PARKSIDE ELEMENTARY SCHOOL,06,3631,367,76,81,91,89,31,0.20708446866485014,0.22070844686648503,0.24795640326975477,0.24250681198910082,0.08446866485013624
BROWARD,PARKWAY MIDDLE SCHOOL,06,0701,1102,507,215,158,129,80,0.46007259528130673,0.19509981851179672,0.14337568058076225,0.11705989110707804,0.07259528130671507
BROWARD,PASADENA LAKES ELEMENTARY SCHL,06,2071,208,67,43,47,41,10,0.32211538461538464,0.20673076923076922,0.22596153846153846,0.1971153846153846,0.04807692307692308
BROWARD,PEMBROKE LAKES ELEMENTARY SCHL,06,2661,330,29,47,85,114,56,0.08787878787878788,0.14242424242424243,0.25757575757575757,0.34545454545454546,0.1696969696969697
BROWARD,PEMBROKE PINES CHARTER ELEMENTARY SCHOOL,06,5051,996,76,163,262,306,189,0.07630522088353414,0.1636546184738956,0.26305220883534136,0.3072289156626506,0.1897590361445783
BROWARD,PEMBROKE PINES ELEMENTARY SCHL,06,1221,293,91,56,82,48,17,0.310580204778157,0.19112627986348124,0.27986348122866894,0.16382252559726962,0.05802047781569966
BROWARD,PETERS ELEMENTARY SCHOOL,06,0931,255,70,54,60,43,27,0.27450980392156865,0.21176470588235294,0.23529411764705882,0.16862745098039217,0.10588235294117647
BROWARD,PINE RIDGE ALTERNATIVE CENTER,06,0653,58,29,11,3,3,2,0.5,0.1896551724137931,0.05172413793103448,0.05172413793103448,0.034482758620689655
BROWARD,PINES LAKES ELEMENTARY SCHOOL,06,2861,222,77,55,41,26,23,0.34684684684684686,0.24774774774774774,0.18468468468468469,0.11711711711711711,0.1036036036036036
BROWARD,PINES MIDDLE SCHOOL,06,1881,604,237,131,115,96,26,0.3923841059602649,0.21688741721854304,0.19039735099337748,0.15894039735099338,0.04304635761589404
BROWARD,PINEWOOD ELEMENTARY SCHOOL,06,2811,274,82,68,60,49,16,0.29927007299270075,0.24817518248175183,0.21897810218978103,0.17883211678832117,0.058394160583941604
BROWARD,PIONEER MIDDLE SCHOOL,06,2571,1417,209,283,350,326,254,0.14749470712773466,0.19971771347918138,0.24700070571630206,0.2300635144671842,0.17925194071983064
BROWARD,PIPER HIGH SCHOOL,06,1901,1117,402,285,218,151,61,0.35989256938227393,0.25514771709937334,0.19516562220232767,0.135183527305282,0.05461056401074306
BROWARD,PLANTATION ELEMENTARY SCHOOL,06,0941,223,79,55,40,34,13,0.3542600896860987,0.24663677130044842,0.17937219730941703,0.15246636771300448,0.05829596412556054
BROWARD,PLANTATION HIGH SCHOOL,06,1451,904,389,193,136,123,67,0.4303097345132743,0.21349557522123894,0.1504424778761062,0.13606194690265486,0.07411504424778761
BROWARD,PLANTATION MIDDLE SCHOOL,06,0551,561,235,127,123,53,23,0.41889483065953653,0.22638146167557932,0.2192513368983957,0.0944741532976827,0.040998217468805706
BROWARD,PLANTATION PARK ELEMENTARY,06,1251,245,38,44,77,52,32,0.15510204081632653,0.17959183673469387,0.3142857142857143,0.21224489795918366,0.1306122448979592
BROWARD,POMPANO BEACH ELEMENTARY SCHOOL,06,0751,224,76,58,50,26,14,0.3392857142857143,0.25892857142857145,0.22321428571428573,0.11607142857142858,0.0625
BROWARD,POMPANO BEACH HIGH SCHOOL,06,0185,708,18,75,180,244,195,0.025423728813559324,0.1059322033898305,0.2542372881355932,0.3446327683615819,0.2754237288135593
BROWARD,POMPANO BEACH MIDDLE SCHOOL,06,0021,999,426,207,166,140,66,0.4264264264264264,0.2072072072072072,0.16616616616616617,0.14014014014014015,0.06606606606606606
BROWARD,QUIET WATERS ELEMENTARY SCHOOL,06,3121,544,139,122,132,100,50,0.2555147058823529,0.22426470588235295,0.2426470588235294,0.18382352941176472,0.09191176470588236
BROWARD,RAMBLEWOOD ELEMENTARY SCHOOL,06,2721,370,79,72,106,83,29,0.21351351351351353,0.1945945945945946,0.2864864864864865,0.22432432432432434,0.07837837837837838
BROWARD,RAMBLEWOOD MIDDLE SCHOOL,06,2711,1099,241,264,251,239,104,0.21929026387625114,0.24021838034576887,0.2283894449499545,0.21747042766151045,0.09463148316651501
BROWARD,RENAISSANCE CHARTER MIDDLE SCHOOL AT PINES,06,5014,455,118,114,112,74,36,0.25934065934065936,0.25054945054945055,0.24615384615384617,0.16263736263736264,0.07912087912087912
BROWARD,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,06,5049,820,153,183,205,181,98,0.18658536585365854,0.22317073170731708,0.25,0.22073170731707317,0.11951219512195121
BROWARD,RENAISSANCE CHARTER SCHOOL AT CORAL SPRINGS,06,5020,968,121,222,303,221,103,0.125,0.22933884297520662,0.3130165289256198,0.22830578512396693,0.10640495867768596
BROWARD,RENAISSANCE CHARTER SCHOOL AT PLANTATION,06,5023,627,205,164,143,87,30,0.3269537480063796,0.26156299840510366,0.22807017543859648,0.13875598086124402,0.04784688995215311
BROWARD,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,06,5048,949,165,237,280,179,85,0.17386722866174922,0.24973656480505796,0.2950474183350896,0.1886195995785037,0.08956796628029505
BROWARD,RENAISSANCE CHARTER SCHOOLS AT PINES,06,5710,445,122,107,135,66,16,0.27415730337078653,0.24044943820224718,0.30337078651685395,0.14831460674157304,0.035955056179775284
BROWARD,RISE ACADEMY SCHOOL OF SCIENCE AND TECHNOLOGY,06,5420,216,44,51,58,51,12,0.2037037037037037,0.2361111111111111,0.26851851851851855,0.2361111111111111,0.05555555555555555
BROWARD,RIVERGLADES ELEMENTARY SCHOOL,06,2891,586,71,81,146,169,116,0.12116040955631399,0.13822525597269625,0.24914675767918087,0.2883959044368601,0.19795221843003413
BROWARD,RIVERLAND ELEMENTARY SCHOOL,06,0151,251,97,48,62,34,11,0.38645418326693226,0.19123505976095617,0.24701195219123506,0.13545816733067728,0.043824701195219126
BROWARD,RIVERSIDE ELEMENTARY SCHOOL,06,3031,359,52,71,106,83,49,0.14484679665738162,0.1977715877437326,0.29526462395543174,0.23119777158774374,0.13649025069637882
BROWARD,ROBERT C. MARKHAM ELEMENTARY,06,1671,243,131,54,33,19,6,0.5390946502057613,0.2222222222222222,0.13580246913580246,0.07818930041152264,0.024691358024691357
BROWARD,ROCK ISLAND ELEMENTARY SCHOOL,06,3701,192,54,55,52,27,4,0.28125,0.2864583333333333,0.2708333333333333,0.140625,0.020833333333333332
BROWARD,ROYAL PALM ELEMENTARY SCHOOL,06,1851,375,160,91,67,44,14,0.4266666666666667,0.24266666666666667,0.17866666666666667,0.11733333333333333,0.037333333333333336
BROWARD,SANDERS PARK ELEMENTARY SCHOOL,06,0891,179,44,50,51,25,9,0.24581005586592178,0.27932960893854747,0.2849162011173184,0.13966480446927373,0.05027932960893855
BROWARD,SANDPIPER ELEMENTARY SCHOOL,06,3061,275,51,59,77,61,26,0.18545454545454546,0.21454545454545454,0.28,0.22181818181818183,0.09454545454545454
BROWARD,SAWGRASS ELEMENTARY SCHOOL,06,3401,390,72,67,99,88,65,0.18461538461538463,0.1717948717948718,0.25384615384615383,0.22564102564102564,0.16666666666666666
BROWARD,SAWGRASS SPRINGS MIDDLE SCHOOL,06,3431,1039,339,209,201,168,118,0.3262752646775746,0.20115495668912417,0.19345524542829645,0.1616939364773821,0.11357074109720885
BROWARD,SEA CASTLE ELEMENTARY SCHOOL,06,2871,378,72,77,117,71,41,0.19047619047619047,0.2037037037037037,0.30952380952380953,0.18783068783068782,0.10846560846560846
BROWARD,SEAGULL SCHOOL,06,0601,15,0,0,0,0,0,0,0,0,0,0
BROWARD,SEMINOLE MIDDLE SCHOOL,06,1891,1051,330,228,197,181,115,0.3139866793529971,0.21693625118934348,0.1874405328258801,0.17221693625118933,0.10941960038058991
BROWARD,SHERIDAN HILLS ELEMENTARY SCHL,06,1811,220,58,43,60,41,17,0.2636363636363636,0.19545454545454546,0.2727272727272727,0.18636363636363637,0.07727272727272727
BROWARD,SHERIDAN PARK ELEMENTARY SCHL,06,1321,253,61,47,71,43,31,0.24110671936758893,0.1857707509881423,0.28063241106719367,0.16996047430830039,0.1225296442687747
BROWARD,SHERIDAN TECHNICAL COLLEGE,06,1051,268,17,31,65,93,61,0.06343283582089553,0.11567164179104478,0.24253731343283583,0.34701492537313433,0.22761194029850745
