district_name,school_name,district_number,school_number,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5
SANTA ROSA,HOBBS MIDDLE SCHOOL,57,0231,691,226,177,142,92,55,0.32706222865412443,0.25615050651230103,0.20549927641099855,0.13314037626628075,0.07959479015918958
SANTA ROSA,HOLLEY-NAVARRE INTERMEDIATE,57,0271,711,101,143,194,185,88,0.1420534458509142,0.2011251758087201,0.27285513361462727,0.26019690576652604,0.12376933895921238
SANTA ROSA,HOLLEY-NAVARRE MIDDLE SCHOOL,57,0272,795,128,175,201,172,122,0.1610062893081761,0.22012578616352202,0.2528301886792453,0.21635220125786164,0.15345911949685534
SANTA ROSA,JAY ELEMENTARY SCHOOL,57,0142,274,36,57,83,67,31,0.13138686131386862,0.20802919708029197,0.3029197080291971,0.24452554744525548,0.11313868613138686
SANTA ROSA,JAY HIGH SCHOOL,57,0141,328,97,68,66,66,32,0.29573170731707316,0.2073170731707317,0.20121951219512196,0.20121951219512196,0.0975609756097561
SANTA ROSA,LEARNING ACADEMY OF SANTA ROSA,57,8001,96,73,13,5,5,0,0.7604166666666666,0.13541666666666666,0.052083333333333336,0.052083333333333336,0
SANTA ROSA,MARTIN LUTHER KING MIDDLE SCHOOL,57,0261,622,228,143,122,89,41,0.3665594855305466,0.22990353697749197,0.19614147909967847,0.14308681672025725,0.06591639871382636
SANTA ROSA,MILTON HIGH SCHOOL,57,0151,995,279,230,194,174,114,0.2804020100502513,0.23115577889447236,0.19497487437185929,0.1748743718592965,0.11457286432160804
SANTA ROSA,NAVARRE HIGH SCHOOL,57,0351,1220,225,220,269,323,177,0.18442622950819673,0.18032786885245902,0.22049180327868853,0.2647540983606557,0.14508196721311475
SANTA ROSA,ORIOLE BEACH ELEMENTARY SCHOOL,57,0311,415,42,64,126,120,63,0.10120481927710843,0.15421686746987953,0.3036144578313253,0.2891566265060241,0.15180722891566265
SANTA ROSA,PACE HIGH SCHOOL,57,0182,1112,242,261,228,240,140,0.21762589928057555,0.23471223021582735,0.20503597122302158,0.2158273381294964,0.12589928057553956
SANTA ROSA,PEA RIDGE ELEMENTARY SCHOOL,57,0301,428,81,106,97,92,52,0.18925233644859812,0.24766355140186916,0.2266355140186916,0.21495327102803738,0.12149532710280374
SANTA ROSA,S. S. DIXON INTERMEDIATE SCHOOL,57,0331,925,95,164,288,253,121,0.10270270270270271,0.1772972972972973,0.31135135135135134,0.2735135135135135,0.1308108108108108
SANTA ROSA,SANTA ROSA ADULT SCHOOL,57,0152,37,20,5,2,1,0,0.5405405405405406,0.13513513513513514,0.05405405405405406,0.02702702702702703,0
SANTA ROSA,SANTA ROSA ONLINE VIRTUAL INSTRUCTION PROGRAM,57,7001,12,0,0,0,0,0,0,0,0,0,0
SANTA ROSA,SANTA ROSA VIRTUAL FRANCHISE,57,7004,92,3,10,23,16,14,0.03260869565217391,0.10869565217391304,0.25,0.17391304347826086,0.15217391304347827
SANTA ROSA,THOMAS L SIMS MIDDLE SCHOOL,57,0332,1066,174,227,252,253,153,0.16322701688555347,0.2129455909943715,0.23639774859287055,0.2373358348968105,0.14352720450281425
SANTA ROSA,W. H. RHODES ELEMENTARY SCHOOL,57,0191,396,91,96,117,63,30,0.2297979797979798,0.24242424242424243,0.29545454545454547,0.1590909090909091,0.07575757575757576
SANTA ROSA,WEST NAVARRE INTERMEDIATE SCHOOL,57,0342,765,82,174,237,183,88,0.10718954248366012,0.22745098039215686,0.30980392156862746,0.23921568627450981,0.11503267973856209
SANTA ROSA,WOODLAWN BEACH MIDDLE SCHOOL,57,0361,939,191,219,244,156,132,0.20340788072417465,0.23322683706070288,0.2598509052183174,0.16613418530351437,0.14057507987220447
SARASOTA,ALTA VISTA ELEMENTARY SCHOOL,58,0012,221,58,44,57,41,20,0.26244343891402716,0.19909502262443438,0.2579185520361991,0.18552036199095023,0.09049773755656108
SARASOTA,ASHTON ELEMENTARY SCHOOL,58,0301,574,32,68,139,209,121,0.05574912891986063,0.11846689895470383,0.2421602787456446,0.3641114982578397,0.21080139372822299
SARASOTA,ATWATER ELEMENTARY,58,1241,401,64,88,101,107,45,0.1596009975062344,0.2194513715710723,0.2518703241895262,0.26683291770573564,0.11221945137157108
SARASOTA,BAY HAVEN SCHOOL OF BASICS PLUS,58,0071,268,23,58,68,68,51,0.08582089552238806,0.21641791044776118,0.2537313432835821,0.2537313432835821,0.19029850746268656
SARASOTA,BOOKER HIGH SCHOOL,58,0085,647,233,136,116,100,58,0.3601236476043277,0.21020092735703247,0.17928902627511592,0.1545595054095827,0.08964451313755796
SARASOTA,BOOKER MIDDLE SCHOOL,58,0084,912,374,201,137,128,76,0.4100877192982456,0.22039473684210525,0.15021929824561403,0.14035087719298245,0.08333333333333333
SARASOTA,BRENTWOOD ELEMENTARY SCHOOL,58,0101,257,55,63,67,46,25,0.2140077821011673,0.245136186770428,0.2607003891050584,0.17898832684824903,0.09727626459143969
SARASOTA,BROOKSIDE MIDDLE SCHOOL,58,0111,714,241,157,154,96,68,0.33753501400560226,0.21988795518207283,0.21568627450980393,0.13445378151260504,0.09523809523809523
SARASOTA,CRANBERRY ELEMENTARY SCHOOL,58,1271,375,73,59,119,89,35,0.19466666666666665,0.15733333333333333,0.31733333333333336,0.23733333333333334,0.09333333333333334
SARASOTA,DREAMERS ACADEMY,58,0120,36,8,7,9,9,3,0.2222222222222222,0.19444444444444445,0.25,0.25,0.08333333333333333
SARASOTA,EMMA E. BOOKER ELEMENTARY SCHOOL,58,0501,233,62,77,55,29,10,0.26609442060085836,0.33047210300429186,0.23605150214592274,0.12446351931330472,0.04291845493562232
SARASOTA,ENGLEWOOD ELEMENTARY SCHOOL,58,0121,285,39,63,71,69,44,0.1368421052631579,0.22105263157894736,0.24912280701754386,0.24210526315789474,0.1543859649122807
SARASOTA,FRUITVILLE ELEMENTARY SCHOOL,58,0131,384,83,64,98,82,55,0.21614583333333334,0.16666666666666666,0.2552083333333333,0.21354166666666666,0.14322916666666666
SARASOTA,GARDEN ELEMENTARY SCHOOL,58,0381,247,30,44,81,64,27,0.1214574898785425,0.17813765182186234,0.32793522267206476,0.2591093117408907,0.10931174089068826
SARASOTA,GLENALLEN ELEMENTARY SCHOOL,58,0461,349,101,78,82,59,26,0.28939828080229224,0.22349570200573066,0.2349570200573066,0.16905444126074498,0.07449856733524356
SARASOTA,GOCIO ELEMENTARY SCHOOL,58,0261,292,109,77,54,40,11,0.3732876712328767,0.2636986301369863,0.18493150684931506,0.136986301369863,0.03767123287671233
SARASOTA,GULF GATE ELEMENTARY SCHOOL,58,0271,339,45,58,98,85,55,0.13274336283185842,0.1710914454277286,0.2890855457227139,0.25073746312684364,0.16224188790560473
SARASOTA,HERON CREEK MIDDLE SCHOOL,58,1261,849,268,181,177,139,85,0.31566548881036516,0.21319199057714958,0.20848056537102475,0.16372202591283863,0.10011778563015312
SARASOTA,IMAGINE SCHOOL AT NORTH PORT,58,0103,761,162,200,175,172,52,0.21287779237844942,0.2628120893561104,0.22996057818659657,0.22601839684625494,0.0683311432325887
SARASOTA,IMAGINE SCHOOL AT PALMER RANCH,58,0106,316,78,83,71,54,29,0.2468354430379747,0.2626582278481013,0.22468354430379747,0.17088607594936708,0.09177215189873418
SARASOTA,ISLAND VILLAGE MONTESSORI SCHL,58,0090,333,62,75,82,78,36,0.18618618618618618,0.22522522522522523,0.24624624624624625,0.23423423423423423,0.10810810810810811
SARASOTA,LAKEVIEW ELEMENTARY SCHOOL,58,0471,375,26,62,100,104,84,0.06933333333333333,0.16533333333333333,0.26666666666666666,0.2773333333333333,0.224
SARASOTA,LAMARQUE ELEMENTARY SCHOOL,58,1341,510,109,95,147,106,53,0.21372549019607842,0.18627450980392157,0.28823529411764703,0.20784313725490197,0.10392156862745099
SARASOTA,LAUREL NOKOMIS SCHOOL,58,1211,1055,159,182,251,249,209,0.15071090047393365,0.17251184834123223,0.23791469194312795,0.23601895734597156,0.1981042654028436
SARASOTA,MCINTOSH MIDDLE SCHOOL,58,0141,828,271,214,138,133,76,0.3272946859903382,0.2584541062801932,0.16666666666666666,0.1606280193236715,0.09178743961352658
SARASOTA,NORTH PORT HIGH SCHOOL,58,1251,1248,387,250,231,243,137,0.31009615384615385,0.20032051282051283,0.18509615384615385,0.19471153846153846,0.10977564102564102
SARASOTA,OAK PARK SCHOOL,58,0293,55,12,1,2,0,0,0.21818181818181817,0.01818181818181818,0.03636363636363636,0,0
SARASOTA,PHILLIPPI SHORES ELEM. SCHOOL,58,0171,391,47,58,91,124,70,0.12020460358056266,0.1483375959079284,0.23273657289002558,0.3171355498721228,0.17902813299232737
SARASOTA,PINE VIEW SCHOOL,58,0021,1256,4,19,91,375,772,0.0031847133757961785,0.015127388535031847,0.07245222929936306,0.29856687898089174,0.6146496815286624
SARASOTA,RIVERVIEW HIGH SCHOOL,58,0181,1265,240,272,253,291,215,0.18972332015810275,0.2150197628458498,0.2,0.2300395256916996,0.16996047430830039
SARASOTA,SARASOTA ACADEMY OF THE ARTS,58,0113,124,19,32,27,28,18,0.1532258064516129,0.25806451612903225,0.21774193548387097,0.22580645161290322,0.14516129032258066
SARASOTA,SARASOTA COUNTY ACCELERATION ACADEMIES,58,0119,2,0,0,0,0,0,0,0,0,0,0
SARASOTA,SARASOTA HIGH SCHOOL,58,0051,1207,328,248,204,259,162,0.27174813587406793,0.20546810273405136,0.16901408450704225,0.21458160729080364,0.13421706710853357
SARASOTA,SARASOTA MIDDLE SCHOOL,58,0031,1278,179,208,281,294,315,0.14006259780907668,0.162754303599374,0.21987480438184664,0.2300469483568075,0.24647887323943662
SARASOTA,SARASOTA MILITARY ACADEMY,58,0074,865,284,228,174,118,62,0.3283236994219653,0.2635838150289017,0.20115606936416186,0.13641618497109825,0.07167630057803469
SARASOTA,SARASOTA SCHL OF ARTS/SCIENCES,58,0083,739,96,150,187,195,116,0.12990527740189445,0.2029769959404601,0.2530446549391069,0.2638700947225981,0.15696887686062247
SARASOTA,SARASOTA SUNCOAST ACADEMY,58,0100,576,79,124,166,134,74,0.1371527777777778,0.2152777777777778,0.2881944444444444,0.2326388888888889,0.1284722222222222
SARASOTA,SARASOTA VIRTUAL INSTRUCTION PROGRAM,58,7001,46,4,6,2,5,0,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.10869565217391304,0
SARASOTA,SKY ACADEMY ENGLEWOOD,58,0117,311,50,82,76,74,30,0.1607717041800643,0.26366559485530544,0.24437299035369775,0.2379421221864952,0.09646302250803858
SARASOTA,SKY ACADEMY VENICE,58,0110,251,57,70,64,33,26,0.22709163346613545,0.2788844621513944,0.2549800796812749,0.13147410358565736,0.10358565737051793
SARASOTA,SOUTHSIDE ELEMENTARY SCHOOL,58,0191,332,19,31,88,99,94,0.0572289156626506,0.09337349397590361,0.26506024096385544,0.29819277108433734,0.28313253012048195
SARASOTA,STATE COLLEGE OF FLA COLLEGIATE SCHOOL-VENICE,58,0122,127,9,12,29,46,31,0.07086614173228346,0.09448818897637795,0.2283464566929134,0.36220472440944884,0.2440944881889764
SARASOTA,STUDENT LEADERSHIP ACADEMY,58,0102,301,57,62,73,67,41,0.1893687707641196,0.2059800664451827,0.2425249169435216,0.22259136212624583,0.1362126245847176
SARASOTA,SUNCOAST POLYTECHNICAL HIGH SCHOOL,58,1391,318,5,25,78,105,102,0.015723270440251572,0.07861635220125786,0.24528301886792453,0.330188679245283,0.32075471698113206
SARASOTA,SUNCOAST SCHOOL FOR INN.STUD.,58,0081,66,30,14,9,11,2,0.45454545454545453,0.21212121212121213,0.13636363636363635,0.16666666666666666,0.030303030303030304
SARASOTA,TATUM RIDGE ELEMENTARY SCHOOL,58,1282,409,55,56,112,110,74,0.13447432762836187,0.13691931540342298,0.27383863080684595,0.26894865525672373,0.18092909535452323
SARASOTA,TAYLOR RANCH ELEMENTARY SCHOOL,58,0491,497,51,92,136,134,86,0.10261569416498995,0.1851106639839034,0.27364185110663986,0.26961770623742454,0.17303822937625754
SARASOTA,TOLEDO BLADE ELEMENTARY SCHOOL,58,1231,446,57,95,121,104,66,0.12780269058295965,0.21300448430493274,0.2713004484304933,0.23318385650224216,0.14798206278026907
SARASOTA,TRIAD,58,0294,103,75,13,5,2,1,0.7281553398058253,0.1262135922330097,0.04854368932038835,0.019417475728155338,0.009708737864077669
SARASOTA,TUTTLE ELEMENTARY SCHOOL,58,0201,343,121,76,80,48,20,0.35276967930029157,0.22157434402332363,0.23323615160349853,0.13994169096209913,0.05830903790087463
SARASOTA,VENICE ELEMENTARY SCHOOL,58,0211,293,29,42,88,76,59,0.09897610921501707,0.14334470989761092,0.3003412969283277,0.2593856655290102,0.20136518771331058
SARASOTA,VENICE MIDDLE SCHOOL,58,0451,775,198,178,158,145,99,0.25548387096774194,0.2296774193548387,0.20387096774193547,0.1870967741935484,0.12774193548387097
SARASOTA,VENICE SENIOR HIGH SCHOOL,58,0221,1247,200,243,318,293,200,0.16038492381716118,0.19486768243785085,0.2550120288692863,0.23496391339214115,0.16038492381716118
SARASOTA,WILKINSON ELEMENTARY SCHOOL,58,0291,243,77,52,57,43,15,0.3168724279835391,0.2139917695473251,0.2345679012345679,0.17695473251028807,0.06172839506172839
SARASOTA,WOODLAND MIDDLE SCHOOL,58,1291,986,279,216,207,181,109,0.2829614604462475,0.21906693711967545,0.2099391480730223,0.18356997971602435,0.1105476673427992
SEMINOLE,ALTAMONTE ELEMENTARY SCHOOL,59,0561,308,117,67,59,48,15,0.37987012987012986,0.21753246753246752,0.19155844155844157,0.15584415584415584,0.048701298701298704
SEMINOLE,BEAR LAKE ELEMENTARY SCHOOL,59,0031,455,119,98,114,87,38,0.26153846153846155,0.2153846153846154,0.25054945054945055,0.1912087912087912,0.08351648351648351
SEMINOLE,BENTLEY ELEMENTARY SCHOOL,59,0801,456,109,107,97,94,48,0.23903508771929824,0.23464912280701755,0.21271929824561403,0.20614035087719298,0.10526315789473684
SEMINOLE,CARILLON ELEMENTARY SCHOOL,59,0441,502,67,95,111,146,81,0.13346613545816732,0.1892430278884462,0.22111553784860558,0.2908366533864542,0.16135458167330677
SEMINOLE,CASSELBERRY ELEMENTARY SCHOOL,59,0202,347,51,69,95,88,42,0.14697406340057637,0.1988472622478386,0.2737752161383285,0.25360230547550433,0.12103746397694524
SEMINOLE,CHILES MIDDLE SCHOOL,59,0721,1254,261,237,259,275,222,0.20813397129186603,0.18899521531100477,0.2065390749601276,0.21929824561403508,0.17703349282296652
SEMINOLE,CHOICES IN LEARNING CHARTER,59,9229,289,13,41,84,88,63,0.04498269896193772,0.14186851211072665,0.2906574394463668,0.3044982698961938,0.2179930795847751
SEMINOLE,CROOMS ACADEMY/INFO TECHNOLOGY,59,0251,401,61,68,83,93,100,0.15211970074812967,0.16957605985037408,0.20698254364089774,0.23192019950124687,0.24937655860349128
SEMINOLE,CRYSTAL LAKE ELEMENTARY SCHOOL,59,0821,331,69,75,83,74,29,0.2084592145015106,0.22658610271903323,0.25075528700906347,0.22356495468277945,0.08761329305135952
SEMINOLE,EASTBROOK ELEMENTARY SCHOOL,59,0531,323,66,75,80,71,30,0.2043343653250774,0.23219814241486067,0.2476780185758514,0.21981424148606812,0.09287925696594428
SEMINOLE,ELEVATION HIGH SCHOOL,59,9263,58,27,18,7,2,4,0.46551724137931033,0.3103448275862069,0.1206896551724138,0.034482758620689655,0.06896551724137931
SEMINOLE,ENDEAVOR SCHOOL,59,0311,18,0,0,0,0,0,0,0,0,0,0
SEMINOLE,ENGLISH ESTATES ELEM. SCHOOL,59,0041,323,69,98,80,59,17,0.21362229102167182,0.30340557275541796,0.2476780185758514,0.1826625386996904,0.05263157894736842
SEMINOLE,EVANS ELEMENTARY SCHOOL,59,0111,462,52,83,123,125,77,0.11255411255411256,0.17965367965367965,0.2662337662337662,0.27056277056277056,0.16666666666666666
SEMINOLE,FOREST CITY ELEMENTARY SCHOOL,59,0502,375,82,78,96,73,45,0.21866666666666668,0.208,0.256,0.19466666666666665,0.12
SEMINOLE,GALILEO SCHOOL FOR GIFTED LEARNING,59,9233,418,51,110,95,98,65,0.12200956937799043,0.2631578947368421,0.22727272727272727,0.23444976076555024,0.15550239234449761
SEMINOLE,GALILEO SCHOOL FOR GIFTED LEARNING SKYWAY,59,9255,514,85,116,126,114,72,0.16536964980544747,0.22568093385214008,0.245136186770428,0.22178988326848248,0.14007782101167315
SEMINOLE,GENEVA ELEMENTARY SCHOOL,59,0051,246,50,47,62,58,29,0.2032520325203252,0.1910569105691057,0.25203252032520324,0.23577235772357724,0.11788617886178862
SEMINOLE,GOLDSBORO ELEMENTARY MAGNET,59,0271,446,58,74,88,129,97,0.13004484304932734,0.16591928251121077,0.19730941704035873,0.289237668161435,0.21748878923766815
SEMINOLE,GREENWOOD LAKES MIDDLE SCHOOL,59,0671,948,324,210,203,128,83,0.34177215189873417,0.22151898734177214,0.2141350210970464,0.1350210970464135,0.08755274261603375
SEMINOLE,HAGERTY HIGH SCHOOL,59,0931,1219,182,213,256,323,244,0.14930270713699753,0.17473338802296964,0.2100082034454471,0.2649712879409352,0.20016406890894176
SEMINOLE,HAMILTON ELEMENTARY SCHOOL,59,0021,328,81,76,80,75,19,0.24695121951219512,0.23170731707317074,0.24390243902439024,0.22865853658536586,0.057926829268292686
SEMINOLE,HEATHROW ELEMENTARY SCHOOL,59,0691,388,29,57,100,102,99,0.07474226804123711,0.14690721649484537,0.25773195876288657,0.26288659793814434,0.2551546391752577
SEMINOLE,HIGHLANDS ELEMENTARY SCHOOL,59,0331,250,46,39,67,66,32,0.184,0.156,0.268,0.264,0.128
SEMINOLE,HOPPER CENTER,59,0281,12,0,0,0,0,0,0,0,0,0,0
SEMINOLE,HOSPITAL HOMEBOUND PROGRAM,59,9207,12,0,0,0,0,0,0,0,0,0,0
SEMINOLE,IDYLLWILDE ELEMENTARY SCHOOL,59,0521,368,107,93,88,52,27,0.2907608695652174,0.25271739130434784,0.2391304347826087,0.14130434782608695,0.07336956521739131
SEMINOLE,INDIAN TRAILS MIDDLE SCHOOL,59,0711,1167,288,249,261,241,132,0.2467866323907455,0.2133676092544987,0.2236503856041131,0.20651242502142245,0.11311053984575835
SEMINOLE,JACKSON HEIGHTS MIDDLE SCHOOL,59,0291,1433,268,287,310,319,248,0.1870202372644801,0.2002791346824843,0.21632937892533147,0.2226099092812282,0.17306350314026517
SEMINOLE,JOURNEYS ACADEMY,59,0571,148,105,21,13,2,1,0.7094594594594594,0.14189189189189189,0.08783783783783784,0.013513513513513514,0.006756756756756757
SEMINOLE,KEETH ELEMENTARY SCHOOL,59,0661,325,30,41,86,86,82,0.09230769230769231,0.12615384615384614,0.26461538461538464,0.26461538461538464,0.2523076923076923
SEMINOLE,LAKE BRANTLEY HIGH SCHOOL,59,0491,1360,367,285,246,286,184,0.2698529411764706,0.20955882352941177,0.18088235294117647,0.21029411764705883,0.13529411764705881
SEMINOLE,LAKE HOWELL HIGH SCHOOL,59,0551,1112,322,239,228,189,122,0.289568345323741,0.21492805755395683,0.20503597122302158,0.16996402877697842,0.10971223021582734
SEMINOLE,LAKE MARY ELEMENTARY SCHOOL,59,0081,438,81,80,119,108,52,0.18493150684931506,0.182648401826484,0.271689497716895,0.2465753424657534,0.1187214611872146
SEMINOLE,LAKE MARY HIGH SCHOOL,59,0071,1286,349,258,243,269,180,0.2713841368584759,0.2006220839813375,0.18895800933125972,0.20917573872472783,0.13996889580093314
SEMINOLE,LAKE ORIENTA ELEMENTARY SCHOOL,59,0601,303,90,68,63,52,29,0.297029702970297,0.22442244224422442,0.2079207920792079,0.1716171617161716,0.09570957095709572
SEMINOLE,LAWTON ELEMENTARY SCHOOL,59,0131,385,39,69,98,107,74,0.1012987012987013,0.17922077922077922,0.2545454545454545,0.2779220779220779,0.19220779220779222
SEMINOLE,LAYER ELEMENTARY SCHOOL,59,0121,255,52,42,51,63,46,0.20392156862745098,0.16470588235294117,0.2,0.24705882352941178,0.1803921568627451
SEMINOLE,LONGWOOD ELEMENTARY SCHOOL,59,0091,295,60,78,62,65,30,0.2033898305084746,0.26440677966101694,0.21016949152542372,0.22033898305084745,0.1016949152542373
SEMINOLE,LYMAN HIGH SCHOOL,59,0431,1041,329,199,182,192,144,0.3160422670509126,0.19116234390009607,0.17483189241114314,0.1844380403458213,0.138328530259366
SEMINOLE,MARKHAM WOODS MIDDLE SCHOOL,59,0731,893,274,184,185,173,80,0.3068309070548712,0.20604703247480402,0.20716685330347145,0.1937290033594625,0.08958566629339305
SEMINOLE,MIDWAY ELEMENTARY SCHOOL,59,0301,407,103,114,103,62,25,0.25307125307125306,0.2800982800982801,0.25307125307125306,0.15233415233415235,0.06142506142506143
SEMINOLE,MILLENNIUM MIDDLE SCHOOL,59,0182,1290,458,315,244,187,103,0.3550387596899225,0.2441860465116279,0.18914728682170542,0.1449612403100775,0.07984496124031008
SEMINOLE,MILWEE MIDDLE SCHOOL,59,0101,1360,440,280,250,230,155,0.3235294117647059,0.20588235294117646,0.18382352941176472,0.16911764705882354,0.11397058823529412
SEMINOLE,OVIEDO HIGH SCHOOL,59,0421,1076,204,177,231,285,183,0.1895910780669145,0.16449814126394052,0.21468401486988847,0.2648698884758364,0.17007434944237917
SEMINOLE,PARTIN ELEMENTARY SCHOOL,59,0701,346,24,51,85,112,73,0.06936416184971098,0.14739884393063585,0.24566473988439305,0.3236994219653179,0.21098265895953758
SEMINOLE,PINE CREST ELEMENTARY SCHOOL,59,0141,326,121,84,73,33,13,0.37116564417177916,0.25766871165644173,0.22392638036809817,0.10122699386503067,0.03987730061349693
SEMINOLE,RAINBOW ELEMENTARY SCHOOL,59,0361,391,28,57,115,119,73,0.07161125319693094,0.14578005115089515,0.29411764705882354,0.30434782608695654,0.1867007672634271
SEMINOLE,RED BUG ELEMENTARY SCHOOL,59,0511,396,55,71,114,115,41,0.1388888888888889,0.17929292929292928,0.2878787878787879,0.2904040404040404,0.10353535353535354
SEMINOLE,ROCK LAKE MIDDLE SCHOOL,59,0621,904,194,164,193,218,138,0.21460176991150443,0.18141592920353983,0.21349557522123894,0.2411504424778761,0.15265486725663716
SEMINOLE,SABAL POINT ELEMENTARY SCHOOL,59,0581,445,37,71,132,127,78,0.08314606741573034,0.15955056179775282,0.2966292134831461,0.2853932584269663,0.1752808988764045
SEMINOLE,SANFORD MIDDLE SCHOOL,59,0151,1298,328,238,264,251,208,0.2526964560862866,0.18335901386748846,0.2033898305084746,0.1933744221879815,0.16024653312788906
SEMINOLE,SCPS CONSEQUENCE UNIT,59,9224,22,0,0,0,0,0,0,0,0,0,0
SEMINOLE,SEMINOLE COUNTY VIRTUAL FRANCHISE (SCVS),59,7004,201,11,37,54,56,43,0.05472636815920398,0.18407960199004975,0.26865671641791045,0.27860696517412936,0.21393034825870647
SEMINOLE,SEMINOLE HIGH SCHOOL,59,0181,1869,625,346,327,336,243,0.33440342429106473,0.18512573568753343,0.17495987158908508,0.1797752808988764,0.13001605136436598
SEMINOLE,SEMINOLE SCIENCE CHARTER SCHOOL,59,9236,368,26,61,90,109,82,0.07065217391304347,0.16576086956521738,0.24456521739130435,0.296195652173913,0.22282608695652173
SEMINOLE,SOUTH SEMINOLE MIDDLE SCHOOL,59,0201,919,374,196,156,125,71,0.40696409140369966,0.2132752992383025,0.16974972796517954,0.13601741022850924,0.07725788900979326
SEMINOLE,SPRING LAKE ELEMENTARY SCHOOL,59,0401,248,82,59,54,39,14,0.33064516129032256,0.23790322580645162,0.21774193548387097,0.15725806451612903,0.056451612903225805
SEMINOLE,STENSTROM ELEMENTARY SCHOOL,59,0681,345,42,60,97,98,47,0.12173913043478261,0.17391304347826086,0.2811594202898551,0.28405797101449276,0.13623188405797101
SEMINOLE,STERLING PARK ELEMENTARY SCHL,59,0611,377,96,74,86,85,35,0.2546419098143236,0.1962864721485411,0.22811671087533156,0.22546419098143236,0.09283819628647215
SEMINOLE,TEAGUE MIDDLE SCHOOL,59,0501,1193,390,272,230,202,103,0.3269069572506287,0.22799664710813075,0.19279128248113997,0.16932103939647947,0.08633696563285834
SEMINOLE,TUSKAWILLA MIDDLE SCHOOL,59,0541,1050,316,216,221,184,112,0.30095238095238097,0.2057142857142857,0.21047619047619048,0.17523809523809525,0.10666666666666667
SEMINOLE,WALKER ELEMENTARY SCHOOL,59,0171,377,24,70,94,109,80,0.0636604774535809,0.1856763925729443,0.2493368700265252,0.2891246684350133,0.21220159151193635
SEMINOLE,WEKIVA ELEMENTARY SCHOOL,59,0651,424,49,79,128,115,52,0.11556603773584906,0.18632075471698112,0.3018867924528302,0.27122641509433965,0.12264150943396226
SEMINOLE,WICKLOW ELEMENTARY SCHOOL,59,0811,302,94,81,66,46,15,0.31125827814569534,0.2682119205298013,0.2185430463576159,0.152317880794702,0.04966887417218543
SEMINOLE,WILSON ELEMENTARY SCHOOL,59,0231,417,50,68,96,117,88,0.11990407673860912,0.1630695443645084,0.2302158273381295,0.2805755395683453,0.21103117505995203
SEMINOLE,WINTER SPRINGS ELEMENTARY SCHL,59,0391,269,46,75,64,56,28,0.17100371747211895,0.2788104089219331,0.2379182156133829,0.20817843866171004,0.10408921933085502
SEMINOLE,WINTER SPRINGS HIGH SCHOOL,59,0911,959,249,182,182,206,134,0.2596454640250261,0.1897810218978102,0.1897810218978102,0.21480709071949947,0.1397288842544317
SEMINOLE,WOODLANDS ELEMENTARY SCHOOL,59,0591,400,37,66,100,126,69,0.0925,0.165,0.25,0.315,0.1725
ST. JOHNS,ALICE B. LANDRUM MIDDLE SCHOOL,55,0311,1128,94,166,215,334,319,0.08333333333333333,0.14716312056737588,0.19060283687943264,0.29609929078014185,0.2828014184397163
ST. JOHNS,ALLEN D NEASE SENIOR HIGH SCHOOL,55,0251,1076,75,140,194,333,328,0.06970260223048327,0.13011152416356878,0.18029739776951673,0.30947955390334575,0.3048327137546468
ST. JOHNS,BARTRAM TRAIL HIGH SCHOOL,55,0411,1093,109,181,231,319,253,0.09972552607502287,0.1655992680695334,0.21134492223238793,0.2918572735590119,0.23147301006404392
ST. JOHNS,BEACHSIDE HIGH SCHOOL,55,0402,915,90,158,201,278,188,0.09836065573770492,0.1726775956284153,0.21967213114754097,0.3038251366120219,0.20546448087431693
ST. JOHNS,CREEKSIDE HIGH SCHOOL,55,0493,1219,79,189,243,390,318,0.06480721903199343,0.15504511894995898,0.19934372436423298,0.3199343724364233,0.2608695652173913
ST. JOHNS,CROOKSHANK ELEMENTARY SCHOOL,55,0021,303,64,71,97,51,21,0.21122112211221122,0.23432343234323433,0.3201320132013201,0.16831683168316833,0.06930693069306931
ST. JOHNS,CUNNINGHAM CREEK ELEM. SCHOOL,55,0381,339,42,53,92,106,46,0.12389380530973451,0.15634218289085547,0.2713864306784661,0.31268436578171094,0.13569321533923304
ST. JOHNS,DURBIN CREEK ELEMENTARY SCHOOL,55,0441,487,35,66,130,147,110,0.07186858316221766,0.13552361396303902,0.2669404517453799,0.30184804928131415,0.22587268993839835
ST. JOHNS,FREEDOM CROSSING ACADEMY,55,0531,1361,143,227,363,376,256,0.10506980161645849,0.16678912564290962,0.26671565025716387,0.2762674504041146,0.1880969875091844
ST. JOHNS,FRUIT COVE MIDDLE SCHOOL,55,0491,1210,112,164,266,329,331,0.09256198347107437,0.13553719008264462,0.21983471074380165,0.271900826446281,0.2735537190082645
ST. JOHNS,GAINES ALTERNATIVE AT HAMBLEN,55,0032,77,46,14,10,2,2,0.5974025974025974,0.18181818181818182,0.12987012987012986,0.025974025974025976,0.025974025974025976
ST. JOHNS,GAMBLE ROGERS MIDDLE SCHOOL,55,0371,864,203,199,177,175,112,0.2349537037037037,0.23032407407407407,0.2048611111111111,0.2025462962962963,0.12962962962962962
