district_name,school_name,district_number,school_number,number_of_students_math,math_level1_num,math_level2_num,math_level3_num,math_level4_num,math_level5_num,math_level1,math_level2,math_level3,math_level4,math_level5
BROWARD,ROBERT C. MARKHAM ELEMENTARY,06,1671,243,126,46,39,26,5,0.5185185185185185,0.18930041152263374,0.16049382716049382,0.10699588477366255,0.0205761316872428
BROWARD,ROCK ISLAND ELEMENTARY SCHOOL,06,3701,189,66,41,38,36,8,0.3492063492063492,0.21693121693121692,0.20105820105820105,0.19047619047619047,0.042328042328042326
BROWARD,ROYAL PALM ELEMENTARY SCHOOL,06,1851,375,181,62,62,49,19,0.4826666666666667,0.16533333333333333,0.16533333333333333,0.13066666666666665,0.050666666666666665
BROWARD,SANDERS PARK ELEMENTARY SCHOOL,06,0891,182,51,33,40,36,22,0.2802197802197802,0.1813186813186813,0.21978021978021978,0.1978021978021978,0.12087912087912088
BROWARD,SANDPIPER ELEMENTARY SCHOOL,06,3061,275,49,42,75,53,57,0.1781818181818182,0.15272727272727274,0.2727272727272727,0.19272727272727272,0.20727272727272728
BROWARD,SAWGRASS ELEMENTARY SCHOOL,06,3401,390,61,40,95,96,97,0.1564102564102564,0.10256410256410256,0.24358974358974358,0.24615384615384617,0.24871794871794872
BROWARD,SAWGRASS SPRINGS MIDDLE SCHOOL,06,3431,890,206,202,215,182,81,0.23146067415730337,0.22696629213483147,0.24157303370786518,0.20449438202247192,0.09101123595505618
BROWARD,SEA CASTLE ELEMENTARY SCHOOL,06,2871,378,65,48,108,98,59,0.17195767195767195,0.12698412698412698,0.2857142857142857,0.25925925925925924,0.15608465608465608
BROWARD,SEMINOLE MIDDLE SCHOOL,06,1891,858,282,208,207,119,42,0.32867132867132864,0.24242424242424243,0.24125874125874125,0.1386946386946387,0.04895104895104895
BROWARD,SHERIDAN HILLS ELEMENTARY SCHL,06,1811,220,57,36,49,48,29,0.2590909090909091,0.16363636363636364,0.22272727272727272,0.21818181818181817,0.1318181818181818
BROWARD,SHERIDAN PARK ELEMENTARY SCHL,06,1321,253,36,46,60,65,45,0.1422924901185771,0.18181818181818182,0.23715415019762845,0.25691699604743085,0.17786561264822134
BROWARD,SILVER LAKES ELEMENTARY SCHOOL,06,3371,167,24,24,34,43,41,0.1437125748502994,0.1437125748502994,0.20359281437125748,0.25748502994011974,0.24550898203592814
BROWARD,SILVER LAKES MIDDLE SCHOOL,06,2971,693,265,188,160,69,12,0.3823953823953824,0.2712842712842713,0.23088023088023088,0.09956709956709957,0.017316017316017316
BROWARD,SILVER PALMS ELEMENTARY SCHOOL,06,3491,238,28,30,61,54,65,0.11764705882352941,0.12605042016806722,0.25630252100840334,0.226890756302521,0.27310924369747897
BROWARD,SILVER RIDGE ELEMENTARY SCHOOL,06,3081,458,66,69,110,118,96,0.14410480349344978,0.15065502183406113,0.24017467248908297,0.2576419213973799,0.2096069868995633
BROWARD,SILVER SHORES ELEMENTARY SCHL,06,3581,148,23,33,39,28,25,0.1554054054054054,0.22297297297297297,0.2635135135135135,0.1891891891891892,0.16891891891891891
BROWARD,SILVER TRAIL MIDDLE SCHOOL,06,3331,998,156,172,242,229,200,0.156312625250501,0.17234468937875752,0.24248496993987975,0.22945891783567135,0.20040080160320642
BROWARD,SOMERSET ACADEMY,06,5141,338,19,27,73,92,129,0.05621301775147929,0.07988165680473373,0.21597633136094674,0.27218934911242604,0.3816568047337278
BROWARD,SOMERSET ACADEMY DAVIE CHARTER SCHOOL,06,5211,74,0,5,13,32,24,0,0.06756756756756757,0.17567567567567569,0.43243243243243246,0.32432432432432434
BROWARD,SOMERSET ACADEMY EAST PREPARATORY,06,5391,104,17,16,23,26,22,0.16346153846153846,0.15384615384615385,0.22115384615384615,0.25,0.21153846153846154
BROWARD,SOMERSET ACADEMY ELEMENTARY (MIRAMAR CAMPUS),06,5405,269,19,25,87,79,60,0.07063197026022305,0.09293680297397769,0.32342007434944237,0.2936802973977695,0.22304832713754646
BROWARD,SOMERSET ACADEMY ELEMENTARY SOUTH CAMPUS,06,5263,201,8,15,34,73,71,0.03980099502487562,0.07462686567164178,0.1691542288557214,0.36318407960199006,0.35323383084577115
BROWARD,SOMERSET ACADEMY KEY MIDDLE SCHOOL,06,5413,317,95,98,82,35,8,0.2996845425867508,0.30914826498422715,0.2586750788643533,0.11041009463722397,0.025236593059936908
BROWARD,SOMERSET ACADEMY MIDDLE (MIRAMAR CAMPUS),06,5406,371,26,42,120,107,78,0.07008086253369272,0.11320754716981132,0.32345013477088946,0.2884097035040431,0.21024258760107817
BROWARD,SOMERSET ACADEMY MIDDLE SCHOOL,06,5151,859,84,133,245,258,134,0.09778812572759023,0.1548311990686845,0.2852153667054715,0.30034924330616997,0.1559953434225844
BROWARD,SOMERSET ACADEMY MIRAMAR SOUTH,06,5054,81,0,0,3,22,56,0,0,0.037037037037037035,0.2716049382716049,0.691358024691358
BROWARD,SOMERSET ACADEMY POMPANO (K-5),06,5388,63,29,11,12,7,4,0.4603174603174603,0.1746031746031746,0.19047619047619047,0.1111111111111111,0.06349206349206349
BROWARD,SOMERSET ACADEMY RIVERSIDE,06,5387,172,44,40,46,28,14,0.2558139534883721,0.23255813953488372,0.26744186046511625,0.16279069767441862,0.08139534883720931
BROWARD,SOMERSET ACADEMY RIVERSIDE CHARTER MIDDLE SCH,06,5419,161,48,52,33,23,5,0.2981366459627329,0.32298136645962733,0.20496894409937888,0.14285714285714285,0.031055900621118012
BROWARD,SOMERSET ACADEMY VILLAGE CHARTER MIDDLE,06,5002,127,19,29,40,31,8,0.14960629921259844,0.2283464566929134,0.31496062992125984,0.2440944881889764,0.06299212598425197
BROWARD,SOMERSET NEIGHBORHOOD SCHOOL,06,5021,258,42,37,63,71,46,0.16279069767441862,0.1434108527131783,0.2441860465116279,0.2751937984496124,0.17829457364341086
BROWARD,SOMERSET PARKLAND ACADEMY,06,5056,504,57,87,139,106,113,0.1130952380952381,0.17261904761904762,0.2757936507936508,0.21031746031746032,0.22420634920634921
BROWARD,SOMERSET PINES ACADEMY,06,5030,237,68,61,51,42,15,0.2869198312236287,0.25738396624472576,0.21518987341772153,0.17721518987341772,0.06329113924050633
BROWARD,SOMERSET PREP ACADEMY AT N LAUDERDALE,06,5003,480,118,126,144,62,31,0.24583333333333332,0.2625,0.3,0.12916666666666668,0.06458333333333334
BROWARD,SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL,06,5441,303,57,73,95,57,22,0.18811881188118812,0.24092409240924093,0.31353135313531355,0.18811881188118812,0.07260726072607261
BROWARD,SOMERSET VILLAGE ACADEMY,06,5004,130,30,20,40,26,14,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.2,0.1076923076923077
BROWARD,SOUTH BROWARD MONTESSORI CHARTER SCHOOL,06,5717,75,24,23,14,10,4,0.32,0.30666666666666664,0.18666666666666668,0.13333333333333333,0.05333333333333334
BROWARD,STEPHEN FOSTER ELEMENTARY SCHL,06,0921,317,93,49,57,65,53,0.29337539432176657,0.15457413249211358,0.17981072555205047,0.20504731861198738,0.167192429022082
BROWARD,STIRLING ELEMENTARY SCHOOL,06,0691,257,91,57,57,38,15,0.3540856031128405,0.22178988326848248,0.22178988326848248,0.14785992217898833,0.058365758754863814
BROWARD,SUMMIT ACADEMY CHARTER SCHOOL,06,5320,201,41,54,54,38,14,0.20398009950248755,0.26865671641791045,0.26865671641791045,0.1890547263681592,0.06965174129353234
BROWARD,SUNLAND PARK ACADEMY,06,0611,75,32,7,14,18,4,0.4266666666666667,0.09333333333333334,0.18666666666666668,0.24,0.05333333333333334
BROWARD,SUNRISE MIDDLE SCHOOL,06,0251,1003,386,204,224,112,71,0.3848454636091725,0.2033898305084746,0.22333000997008973,0.11166500498504486,0.0707876370887338
BROWARD,SUNSET LAKES ELEMENTARY SCHOOL,06,3661,356,40,34,68,108,106,0.11235955056179775,0.09550561797752809,0.19101123595505617,0.30337078651685395,0.29775280898876405
BROWARD,SUNSHINE ELEMENTARY CHARTER SCHOOL,06,5400,123,56,30,24,12,1,0.45528455284552843,0.24390243902439024,0.1951219512195122,0.0975609756097561,0.008130081300813009
BROWARD,SUNSHINE ELEMENTARY SCHOOL,06,1171,220,68,40,39,37,39,0.3090909090909091,0.18181818181818182,0.17727272727272728,0.16818181818181818,0.17727272727272728
BROWARD,TAMARAC ELEMENTARY SCHOOL,06,2621,321,106,60,81,53,21,0.3302180685358255,0.18691588785046728,0.2523364485981308,0.16510903426791276,0.06542056074766354
BROWARD,TEDDER ELEMENTARY SCHOOL,06,0571,267,113,47,44,46,18,0.4232209737827715,0.1760299625468165,0.1647940074906367,0.17228464419475656,0.06741573033707865
BROWARD,TEQUESTA TRACE MIDDLE SCHOOL,06,3151,1160,195,214,305,295,154,0.16810344827586207,0.18448275862068966,0.2629310344827586,0.2543103448275862,0.13275862068965516
BROWARD,THE BEN GAMLA PREPARATORY ACADEMY,06,5182,96,39,23,23,8,3,0.40625,0.23958333333333334,0.23958333333333334,0.08333333333333333,0.03125
BROWARD,THURGOOD MARSHALL ELEM. SCHOOL,06,3291,158,67,27,39,16,11,0.4240506329113924,0.17088607594936708,0.2468354430379747,0.10126582278481013,0.06962025316455696
BROWARD,TRADEWINDS ELEMENTARY SCHOOL,06,3481,493,87,67,109,117,114,0.17647058823529413,0.1359026369168357,0.2210953346855984,0.23732251521298176,0.23123732251521298
BROWARD,TROPICAL ELEMENTARY SCHOOL,06,0731,429,70,51,104,100,101,0.16317016317016317,0.11888111888111888,0.24242424242424243,0.2331002331002331,0.23543123543123542
BROWARD,VILLAGE ELEMENTARY SCHOOL,06,1621,269,110,50,36,44,28,0.40892193308550184,0.18587360594795538,0.13382899628252787,0.16356877323420074,0.10408921933085502
BROWARD,VIRGINIA SHUMAN YOUNG ELEM,06,3321,284,25,27,54,75,101,0.0880281690140845,0.09507042253521127,0.19014084507042253,0.2640845070422535,0.35563380281690143
BROWARD,WALKER ELEMENTARY SCHOOL,06,0321,271,135,58,53,22,3,0.4981549815498155,0.2140221402214022,0.19557195571955718,0.08118081180811808,0.01107011070110701
BROWARD,WALTER C. YOUNG MIDDLE SCHOOL,06,3001,710,138,158,162,147,99,0.19436619718309858,0.22253521126760564,0.22816901408450704,0.20704225352112676,0.13943661971830987
BROWARD,WATKINS ELEMENTARY SCHOOL,06,0511,198,87,39,38,23,13,0.4393939393939394,0.19696969696969696,0.1919191919191919,0.11616161616161616,0.06565656565656566
BROWARD,WELLEBY ELEMENTARY SCHOOL,06,2881,261,49,31,65,72,43,0.18773946360153257,0.11877394636015326,0.24904214559386972,0.27586206896551724,0.16475095785440613
BROWARD,WEST BROWARD ACADEMY,06,5052,393,126,96,111,43,17,0.32061068702290074,0.24427480916030533,0.2824427480916031,0.10941475826972011,0.043256997455470736
BROWARD,WEST HOLLYWOOD ELEMENTARY SCHOOL,06,0161,202,63,33,42,49,15,0.3118811881188119,0.16336633663366337,0.2079207920792079,0.24257425742574257,0.07425742574257425
BROWARD,WESTCHESTER ELEMENTARY SCHOOL,06,2681,592,102,76,150,124,138,0.17229729729729729,0.12837837837837837,0.2533783783783784,0.20945945945945946,0.23310810810810811
BROWARD,WESTGLADES MIDDLE SCHOOL,06,3871,1324,122,143,242,331,485,0.09214501510574018,0.10800604229607251,0.18277945619335348,0.25,0.36631419939577037
BROWARD,WESTPINE MIDDLE SCHOOL,06,2052,760,252,187,182,100,41,0.33157894736842103,0.24605263157894736,0.2394736842105263,0.13157894736842105,0.05394736842105263
BROWARD,WESTWOOD HEIGHTS ELEMENTARY,06,0631,200,71,26,46,37,20,0.355,0.13,0.23,0.185,0.1
BROWARD,WHIDDON RODGERS ED. CENTER,06,0452,49,33,8,6,1,1,0.673469387755102,0.16326530612244897,0.12244897959183673,0.02040816326530612,0.02040816326530612
BROWARD,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,06,1752,106,79,17,5,5,0,0.7452830188679245,0.16037735849056603,0.04716981132075472,0.04716981132075472,0
BROWARD,WILLIAM DANDY MIDDLE SCHOOL,06,1071,628,274,159,131,57,9,0.43630573248407645,0.2531847133757962,0.2085987261146497,0.09076433121019108,0.014331210191082803
BROWARD,WILTON MANORS ELEMENTARY SCHOOL,06,0191,285,78,49,56,68,35,0.2736842105263158,0.17192982456140352,0.19649122807017544,0.23859649122807017,0.12280701754385964
BROWARD,WINSTON PARK ELEMENTARY SCHOOL,06,3091,523,78,77,120,119,128,0.1491395793499044,0.14722753346080306,0.2294455066921606,0.22753346080305928,0.2447418738049713
CALHOUN,ALTHA PUBLIC SCHOOL,07,0101,267,59,55,73,62,18,0.2209737827715356,0.20599250936329588,0.27340823970037453,0.23220973782771537,0.06741573033707865
CALHOUN,BLOUNTSTOWN ELEMENTARY SCHOOL,07,0131,207,50,47,45,41,24,0.24154589371980675,0.22705314009661837,0.21739130434782608,0.19806763285024154,0.11594202898550725
CALHOUN,BLOUNTSTOWN HIGH SCHOOL,07,0021,209,35,43,64,39,28,0.1674641148325359,0.20574162679425836,0.3062200956937799,0.18660287081339713,0.1339712918660287
CALHOUN,CALHOUN VIRTUAL INSTRUCTION PROGRAM,07,7001,12,0,0,0,0,0,0,0,0,0,0
CALHOUN,CARR ELEMENTARY & MIDDLE SCHOOL,07,0091,133,38,30,34,23,8,0.2857142857142857,0.22556390977443608,0.2556390977443609,0.17293233082706766,0.06015037593984962
CHARLOTTE,BABCOCK NEIGHBORHOOD SCHOOL,08,0503,397,85,98,119,70,25,0.2141057934508816,0.24685138539042822,0.29974811083123426,0.17632241813602015,0.06297229219143577
CHARLOTTE,CHARLOTTE HARBOR SCHOOL,08,0042,33,0,0,0,0,0,0,0,0,0,0
CHARLOTTE,CHARLOTTE VIRTUAL FRANCHISE,08,7004,30,0,0,0,0,0,0,0,0,0,0
CHARLOTTE,DEEP CREEK ELEMENTARY SCHOOL,08,0251,425,60,77,115,101,72,0.1411764705882353,0.1811764705882353,0.27058823529411763,0.2376470588235294,0.16941176470588235
CHARLOTTE,EAST ELEMENTARY SCHOOL,08,0081,384,100,70,84,75,53,0.2604166666666667,0.18229166666666666,0.21875,0.1953125,0.13802083333333334
CHARLOTTE,KINGSWAY ELEMENTARY SCHOOL,08,0301,272,82,56,66,41,27,0.3014705882352941,0.20588235294117646,0.2426470588235294,0.15073529411764705,0.09926470588235294
CHARLOTTE,L. A. AINGER MIDDLE SCHOOL,08,0181,543,104,101,164,106,69,0.19152854511970535,0.1860036832412523,0.3020257826887661,0.19521178637200737,0.1270718232044199
CHARLOTTE,LIBERTY ELEMENTARY SCHOOL,08,0201,296,65,61,79,64,26,0.2195945945945946,0.20608108108108109,0.2668918918918919,0.21621621621621623,0.08783783783783784
CHARLOTTE,MEADOW PARK ELEMENTARY SCHOOL,08,0141,339,55,71,95,80,39,0.16224188790560473,0.20943952802359883,0.28023598820059,0.2359882005899705,0.11504424778761062
CHARLOTTE,MURDOCK MIDDLE SCHOOL,08,0211,526,115,114,150,88,57,0.21863117870722434,0.21673003802281368,0.28517110266159695,0.16730038022813687,0.10836501901140684
CHARLOTTE,MYAKKA RIVER ELEMENTARY SCHOOL,08,0231,293,59,67,78,53,33,0.20136518771331058,0.22866894197952217,0.26621160409556316,0.18088737201365188,0.11262798634812286
CHARLOTTE,NEIL ARMSTRONG ELEMENTARY SCHOOL,08,0111,350,64,70,89,79,48,0.18285714285714286,0.2,0.2542857142857143,0.2257142857142857,0.13714285714285715
CHARLOTTE,PEACE RIVER ELEMENTARY SCHOOL,08,0041,268,88,63,67,31,19,0.3283582089552239,0.23507462686567165,0.25,0.11567164179104478,0.0708955223880597
CHARLOTTE,PORT CHARLOTTE MIDDLE SCHOOL,08,0131,676,110,136,199,152,79,0.16272189349112426,0.20118343195266272,0.2943786982248521,0.22485207100591717,0.11686390532544379
CHARLOTTE,PUNTA GORDA MIDDLE SCHOOL,08,0121,936,263,204,240,117,106,0.280982905982906,0.21794871794871795,0.2564102564102564,0.125,0.11324786324786325
CHARLOTTE,SALLIE JONES ELEMENTARY SCHOOL,08,0021,330,63,51,75,69,74,0.19090909090909092,0.15454545454545454,0.22727272727272727,0.20909090909090908,0.22424242424242424
CHARLOTTE,THE ACADEMY,08,0171,20,14,4,0,0,0,0.7,0.2,0,0,0
CHARLOTTE,VINELAND ELEMENTARY SCHOOL,08,0191,291,35,33,71,83,70,0.12027491408934708,0.1134020618556701,0.24398625429553264,0.2852233676975945,0.24054982817869416
CITRUS,CAMP E-NINI HASSEE,09,7073,7,0,0,0,0,0,0,0,0,0,0
CITRUS,CENTRAL RIDGE ELEMENTARY SCHOOL,09,0035,347,84,73,89,55,45,0.2420749279538905,0.21037463976945245,0.2564841498559078,0.1585014409221902,0.12968299711815562
CITRUS,CITRUS ESCHOOL 6-12,09,7023,51,17,15,11,5,3,0.3333333333333333,0.29411764705882354,0.21568627450980393,0.09803921568627451,0.058823529411764705
CITRUS,CITRUS SPRINGS ELEMENTARY SCHOOL,09,0181,393,121,76,92,68,38,0.30788804071246817,0.19338422391857507,0.2340966921119593,0.17302798982188294,0.09669211195928754
CITRUS,CITRUS SPRINGS MIDDLE SCHOOL,09,0211,688,146,174,207,123,40,0.21220930232558138,0.25290697674418605,0.3008720930232558,0.17877906976744187,0.05813953488372093
CITRUS,CREST SCHOOL,09,0201,21,0,0,0,0,0,0,0,0,0,0
CITRUS,CRYSTAL RIVER MIDDLE SCHOOL,09,0083,685,190,199,194,73,26,0.2773722627737226,0.2905109489051095,0.2832116788321168,0.10656934306569343,0.03795620437956204
CITRUS,CRYSTAL RIVER PRIMARY SCHOOL,09,0102,300,77,52,82,57,32,0.25666666666666665,0.17333333333333334,0.2733333333333333,0.19,0.10666666666666667
CITRUS,FLORAL CITY ELEMENTARY SCHOOL,09,0061,171,39,39,48,35,10,0.22807017543859648,0.22807017543859648,0.2807017543859649,0.2046783625730994,0.05847953216374269
CITRUS,FOREST RIDGE ELEMENTARY SCHOOL,09,0025,351,75,57,86,75,59,0.21367521367521367,0.1623931623931624,0.245014245014245,0.21367521367521367,0.16809116809116809
CITRUS,HERNANDO ELEMENTARY SCHOOL,09,0171,365,77,64,91,90,42,0.21095890410958903,0.17534246575342466,0.2493150684931507,0.2465753424657534,0.11506849315068493
CITRUS,HOMOSASSA ELEMENTARY SCHOOL,09,0071,170,30,32,35,40,33,0.17647058823529413,0.18823529411764706,0.20588235294117646,0.23529411764705882,0.19411764705882353
CITRUS,INVERNESS MIDDLE SCHOOL,09,0042,741,173,241,224,87,20,0.23346828609986506,0.3252361673414305,0.30229419703103916,0.11740890688259109,0.02699055330634278
CITRUS,INVERNESS PRIMARY SCHOOL,09,0032,294,69,52,75,68,28,0.23469387755102042,0.17687074829931973,0.25510204081632654,0.23129251700680273,0.09523809523809523
CITRUS,LECANTO MIDDLE SCHOOL,09,0162,650,108,141,202,154,47,0.16615384615384615,0.2169230769230769,0.31076923076923074,0.23692307692307693,0.07230769230769231
CITRUS,LECANTO PRIMARY SCHOOL,09,0161,384,113,81,76,69,42,0.2942708333333333,0.2109375,0.19791666666666666,0.1796875,0.109375
CITRUS,PLEASANT GROVE ELEMENTARY SCHL,09,0021,268,45,49,77,66,28,0.16791044776119404,0.1828358208955224,0.2873134328358209,0.2462686567164179,0.1044776119402985
CITRUS,ROCK CRUSHER ELEMENTARY SCHOOL,09,0191,301,35,63,62,94,47,0.11627906976744186,0.20930232558139536,0.2059800664451827,0.3122923588039867,0.15614617940199335
CITRUS,SRMI @ RENAISSANCE CENTER,09,0321,63,35,5,0,1,0,0.5555555555555556,0.07936507936507936,0,0.015873015873015872,0
CLAY,ARGYLE ELEMENTARY SCHOOL,10,0591,433,111,92,96,95,39,0.25635103926096997,0.21247113163972287,0.22170900692840648,0.21939953810623555,0.09006928406466513
CLAY,CHARLES E. BENNETT ELEMENTARY SCHOOL,10,0071,330,127,73,69,46,13,0.38484848484848483,0.22121212121212122,0.20909090909090908,0.1393939393939394,0.03939393939393939
CLAY,CLAY CHARTER ACADEMY,10,0664,401,121,82,109,65,24,0.30174563591022446,0.20448877805486285,0.2718204488778055,0.16209476309226933,0.059850374064837904
CLAY,CLAY HILL ELEMENTARY SCHOOL,10,0411,228,44,59,54,48,21,0.19298245614035087,0.25877192982456143,0.23684210526315788,0.21052631578947367,0.09210526315789473
CLAY,CLAY VIRTUAL FRANCHISE,10,7004,49,0,2,5,5,4,0,0.04081632653061224,0.10204081632653061,0.10204081632653061,0.08163265306122448
CLAY,COPPERGATE ELEMENTARY SCHOOL,10,0601,330,86,61,72,73,38,0.2606060606060606,0.18484848484848485,0.21818181818181817,0.22121212121212122,0.11515151515151516
CLAY,DISCOVERY OAKS ELEMENTARY,10,0641,603,61,71,142,184,143,0.1011608623548922,0.11774461028192372,0.23548922056384744,0.30514096185737977,0.23714759535655058
CLAY,DOCTORS INLET ELEMENTARY SCHOOL,10,0261,313,53,56,78,90,36,0.16932907348242812,0.17891373801916932,0.24920127795527156,0.28753993610223644,0.11501597444089456
CLAY,FLEMING ISLAND ELEMENTARY SCHOOL,10,0521,400,21,32,95,143,109,0.0525,0.08,0.2375,0.3575,0.2725
CLAY,FLORIDA CYBER CHARTER ACADEMY AT CLAY,10,0663,44,4,4,4,2,2,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456
CLAY,GREEN COVE SPRINGS JUNIOR HIGH SCHOOL,10,0021,585,98,86,154,111,136,0.1675213675213675,0.147008547008547,0.26324786324786326,0.18974358974358974,0.23247863247863249
CLAY,GROVE PARK ELEMENTARY SCHOOL,10,0232,264,124,65,46,23,6,0.4696969696969697,0.24621212121212122,0.17424242424242425,0.08712121212121213,0.022727272727272728
CLAY,J.L. WILKINSON ELEMENTARY SCHL,10,0491,381,78,82,113,75,31,0.2047244094488189,0.2152230971128609,0.29658792650918636,0.1968503937007874,0.08136482939632546
CLAY,KEYSTONE HEIGHTS ELEMENTARY,10,0301,437,91,77,107,90,76,0.20823798627002288,0.17620137299771166,0.2448512585812357,0.20594965675057209,0.17391304347826086
CLAY,KEYSTONE HEIGHTS JR-SR HIGH,10,0311,316,80,64,69,51,51,0.25316455696202533,0.20253164556962025,0.21835443037974683,0.16139240506329114,0.16139240506329114
CLAY,LAKE ASBURY ELEMENTARY SCHOOL,10,0451,534,64,85,150,137,98,0.1198501872659176,0.15917602996254682,0.2808988764044944,0.2565543071161049,0.18352059925093633
CLAY,LAKE ASBURY JUNIOR HIGH SCHOOL,10,0481,689,114,116,187,138,135,0.16545718432510886,0.1683599419448476,0.2714078374455733,0.20029027576197386,0.19593613933236576
CLAY,LAKESIDE ELEMENTARY SCHOOL,10,0352,461,91,86,120,112,51,0.19739696312364424,0.18655097613882862,0.2603036876355748,0.24295010845986983,0.11062906724511931
CLAY,LAKESIDE JUNIOR HIGH SCHOOL,10,0351,614,78,89,215,129,103,0.1270358306188925,0.1449511400651466,0.3501628664495114,0.21009771986970685,0.16775244299674266
CLAY,MCRAE ELEMENTARY SCHOOL,10,0511,273,35,32,87,77,42,0.1282051282051282,0.11721611721611722,0.31868131868131866,0.28205128205128205,0.15384615384615385
CLAY,MIDDLEBURG ELEMENTARY SCHOOL,10,0271,311,38,53,90,84,44,0.12218649517684887,0.17041800643086816,0.28938906752411575,0.27009646302250806,0.1414790996784566
CLAY,MONTCLAIR ELEMENTARY SCHOOL,10,0381,250,56,48,64,62,19,0.224,0.192,0.256,0.248,0.076
CLAY,OAKLEAF JUNIOR HIGH,10,0611,855,170,173,259,144,115,0.19883040935672514,0.2023391812865497,0.30292397660818715,0.16842105263157894,0.13450292397660818
CLAY,OAKLEAF VILLAGE ELEMENTARY SCHOOL,10,0621,567,101,92,177,126,67,0.1781305114638448,0.16225749559082892,0.31216931216931215,0.2222222222222222,0.11816578483245149
CLAY,ORANGE PARK ELEMENTARY SCHOOL,10,0201,255,15,25,57,88,70,0.058823529411764705,0.09803921568627451,0.2235294117647059,0.34509803921568627,0.27450980392156865
CLAY,ORANGE PARK JUNIOR HIGH SCHOOL,10,0361,580,167,120,179,76,36,0.28793103448275864,0.20689655172413793,0.3086206896551724,0.1310344827586207,0.06206896551724138
CLAY,PLANTATION OAKS ELEMENTARY SCHOOL,10,0651,538,82,101,133,137,84,0.1524163568773234,0.18773234200743494,0.24721189591078066,0.25464684014869887,0.15613382899628253
CLAY,R. C. BANNERMAN LEARNING CENTER,10,0111,29,19,5,2,0,0,0.6551724137931034,0.1724137931034483,0.06896551724137931,0,0
CLAY,RIDEOUT ELEMENTARY SCHOOL,10,0541,272,46,39,75,76,35,0.16911764705882354,0.14338235294117646,0.2757352941176471,0.27941176470588236,0.12867647058823528
CLAY,RIDGEVIEW ELEMENTARY SCHOOL,10,0401,319,52,50,79,84,52,0.16300940438871472,0.15673981191222572,0.2476489028213166,0.26332288401253917,0.16300940438871472
CLAY,ROBERT M. PATERSON ELEMENTARY,10,0471,642,42,72,158,181,191,0.06542056074766354,0.11214953271028037,0.24610591900311526,0.2819314641744548,0.29750778816199375
CLAY,S BRYAN JENNINGS ELEMENTARY SCHOOL,10,0331,268,60,68,59,60,22,0.22388059701492538,0.2537313432835821,0.22014925373134328,0.22388059701492538,0.08208955223880597
CLAY,SHADOWLAWN ELEMENTARY SCHOOL,10,0631,385,28,38,105,131,84,0.07272727272727272,0.0987012987012987,0.2727272727272727,0.34025974025974026,0.21818181818181817
CLAY,ST JOHNS CLASSICAL ACADEMY,10,0667,339,34,52,120,92,41,0.10029498525073746,0.15339233038348082,0.35398230088495575,0.2713864306784661,0.12094395280235988
CLAY,SWIMMING PEN CREEK ELEMENTARY SCHOOL,10,0571,261,64,49,61,52,34,0.24521072796934865,0.18773946360153257,0.23371647509578544,0.19923371647509577,0.13026819923371646
CLAY,THUNDERBOLT ELEMENTARY SCHOOL,10,0531,507,29,71,119,158,130,0.05719921104536489,0.14003944773175542,0.23471400394477318,0.3116370808678501,0.2564102564102564
CLAY,TYNES ELEMENTARY SCHOOL,10,0501,551,105,76,130,143,98,0.19056261343012704,0.13793103448275862,0.23593466424682397,0.2595281306715064,0.17785843920145192
CLAY,W E CHERRY ELEMENTARY SCHOOL,10,0241,285,50,66,60,68,40,0.17543859649122806,0.23157894736842105,0.21052631578947367,0.23859649122807017,0.14035087719298245
CLAY,WILKINSON JUNIOR HIGH SCHOOL,10,0371,576,91,114,197,113,61,0.1579861111111111,0.19791666666666666,0.3420138888888889,0.19618055555555555,0.10590277777777778
COLLIER,AVALON ELEMENTARY SCHOOL,11,0201,171,36,45,41,32,18,0.21052631578947367,0.2631578947368421,0.23976608187134502,0.1871345029239766,0.10526315789473684
COLLIER,BIG CYPRESS ELEMENTARY SCHOOL,11,0331,378,46,69,104,90,69,0.12169312169312169,0.18253968253968253,0.2751322751322751,0.23809523809523808,0.18253968253968253
COLLIER,BRIDGEPREP ACADEMY COLLIER,11,9037,125,46,23,32,17,7,0.368,0.184,0.256,0.136,0.056
COLLIER,CALUSA PARK ELEMENTARY SCHOOL,11,0461,333,56,62,87,79,51,0.16816816816816818,0.18618618618618618,0.26126126126126126,0.23723723723723725,0.15315315315315314
COLLIER,COLLIER CHARTER ACADEMY,11,9036,284,76,61,80,48,19,0.2676056338028169,0.2147887323943662,0.28169014084507044,0.16901408450704225,0.06690140845070422
COLLIER,CORKSCREW ELEMENTARY SCHOOL,11,0441,421,58,59,115,97,92,0.1377672209026128,0.14014251781472684,0.27315914489311166,0.23040380047505937,0.21852731591448932
COLLIER,CORKSCREW MIDDLE SCHOOL,11,0442,770,94,112,229,233,96,0.12207792207792208,0.14545454545454545,0.2974025974025974,0.3025974025974026,0.12467532467532468
COLLIER,CYPRESS PALM MIDDLE SCHOOL,11,0472,661,154,136,180,122,68,0.2329803328290469,0.20574886535552195,0.2723146747352496,0.18456883509833585,0.10287443267776097
