district_number,district_name,school_number,school_name,grade,number_of_students,mean_scale_score,percentage_in_level_3_or_above,x1,x2,x3,x4,x5
13,MIAMI-DADE,0441,BLUE LAKES ELEMENTARY SCHOOL,04,39,315,67,18,15,26,18,23
13,MIAMI-DADE,0451,BOWMAN ASHE/DOOLIN K-8 ACADEMY,04,102,309,52,32,16,22,20,11
13,MIAMI-DADE,0461,BRENTWOOD ELEMENTARY SCHOOL,04,86,306,49,29,22,31,12,6
13,MIAMI-DADE,0481,JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEM,04,88,294,28,51,20,17,7,5
13,MIAMI-DADE,0510,ARCHIMEDEAN ACADEMY,04,107,329,85,4,11,22,36,26
13,MIAMI-DADE,0520,SOMERSET ACADEMY,04,135,322,76,10,15,29,30,16
13,MIAMI-DADE,0521,BROADMOOR ELEMENTARY SCHOOL,04,81,293,32,54,14,16,15,1
13,MIAMI-DADE,0561,W. J. BRYAN ELEMENTARY,04,94,303,38,32,30,16,16,6
13,MIAMI-DADE,0600,PINECREST PREPARATORY ACADEMY,04,89,326,82,6,12,25,35,22
13,MIAMI-DADE,0641,BUNCHE PARK ELEMENTARY SCHOOL,04,34,304,44,29,26,35,6,3
13,MIAMI-DADE,0651,CAMPBELL DRIVE K-8 CENTER,04,119,298,34,45,22,20,8,5
13,MIAMI-DADE,0661,CARIBBEAN K-8 CENTER,04,69,304,39,41,20,17,12,10
13,MIAMI-DADE,0671,CALUSA ELEMENTARY SCHOOL,04,126,322,70,13,17,23,19,28
13,MIAMI-DADE,0681,CAROL CITY ELEMENTARY SCHOOL,04,41,299,27,41,32,12,15,0
13,MIAMI-DADE,0721,GEORGE W. CARVER ELEMENTARY SCHOOL,04,74,328,88,4,8,26,38,24
13,MIAMI-DADE,0754,SOMERSET PREPATORY ACADEMY - HOMESTEAD,04,50,312,54,18,28,34,12,8
13,MIAMI-DADE,0761,MIAMI BEACH FEINBERG/FISHER K-8,04,66,296,21,52,27,6,11,5
13,MIAMI-DADE,0771,DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL,04,62,304,42,34,24,24,13,5
13,MIAMI-DADE,0801,CITRUS GROVE ELEMENTARY SCHOOL,04,114,296,35,49,16,19,11,4
13,MIAMI-DADE,0831,CLAUDE PEPPER ELEMENTARY SCHL,04,78,310,51,24,24,19,22,10
13,MIAMI-DADE,0841,COCONUT GROVE ELEMENTARY SCHL,04,80,320,73,16,11,23,33,18
13,MIAMI-DADE,0861,COLONIAL DRIVE ELEMENTARY SCHL,04,50,304,42,34,24,18,16,8
13,MIAMI-DADE,0881,COMSTOCK ELEMENTARY SCHOOL,04,89,292,25,51,25,18,4,2
13,MIAMI-DADE,0950,AVENTURA CITY OF EXCELLENCE,04,114,324,79,7,14,28,32,19
13,MIAMI-DADE,0961,CORAL GABLES PREPARATORY ACADEMY,04,108,319,68,16,17,19,31,19
13,MIAMI-DADE,1001,CORAL PARK ELEMENTARY SCHOOL,04,153,314,60,24,16,23,21,16
13,MIAMI-DADE,1002,TRUE NORTH CLASSICAL ACADEMY AT DADELAND,04,84,332,90,4,6,23,35,33
13,MIAMI-DADE,1010,THE CHARTER SCHOOL AT WATERSTONE,04,143,323,70,10,20,22,24,24
13,MIAMI-DADE,1014,HIVE PREPARATORY SCHOOL,04,112,327,84,3,13,28,36,21
13,MIAMI-DADE,1015,ACADEMIR CHARTER SCHOOL PREPARATORY,04,160,318,68,13,19,29,25,14
13,MIAMI-DADE,1017,MATER ACADEMY OF INTERNATIONAL STUDIES,04,81,311,48,27,25,21,20,7
13,MIAMI-DADE,1020,YOUTH CO-OP CHARTER SCHOOL,04,86,309,53,27,20,26,19,9
13,MIAMI-DADE,1024,TRUE NORTH CLASSICAL ACADEMY AT GATEWAY,04,43,334,95,0,5,26,30,40
13,MIAMI-DADE,1041,CORAL REEF ELEMENTARY SCHOOL,04,144,326,74,12,14,19,24,31
13,MIAMI-DADE,1081,CORAL TERRACE ELEMENTARY SCHL,04,75,307,49,33,17,15,27,8
13,MIAMI-DADE,1121,CORAL WAY K-8 CENTER,04,125,315,60,21,19,24,19,17
13,MIAMI-DADE,1161,CRESTVIEW ELEMENTARY SCHOOL,04,31,313,65,26,10,26,23,16
13,MIAMI-DADE,1241,CUTLER RIDGE ELEMENTARY SCHOOL,04,56,308,52,30,18,21,20,11
13,MIAMI-DADE,1281,CYPRESS K-8 CENTER,04,43,308,51,33,16,19,21,12
13,MIAMI-DADE,1331,DEVON AIRE K-8 CENTER,04,100,323,75,12,13,22,33,20
13,MIAMI-DADE,1361,FREDERICK R. DOUGLASS ELEM.,04,25,302,44,24,32,32,12,0
13,MIAMI-DADE,1371,MARJORY STONEMAN DOUGLAS ELEM,04,100,311,60,24,16,27,19,14
13,MIAMI-DADE,1401,CHARLES R DREW K-8 CENTER,04,23,297,26,48,26,22,4,0
13,MIAMI-DADE,1441,PAUL LAURENCE DUNBAR K-8 CENTER,04,28,298,25,46,29,14,7,4
13,MIAMI-DADE,1481,JOHN G. DUPUIS ELEMENTARY SCHL,04,73,314,60,27,12,18,27,15
13,MIAMI-DADE,1521,AMELIA EARHART ELEMENTARY SCHL,04,73,306,51,30,19,22,18,11
13,MIAMI-DADE,1561,EARLINGTON HEIGHTS ELEM. SCHL,04,61,303,44,26,30,30,11,3
13,MIAMI-DADE,1601,EDISON PARK K-8 CENTER,04,40,308,60,28,13,38,23,0
13,MIAMI-DADE,1641,EMERSON ELEMENTARY SCHOOL,04,43,316,65,21,14,19,30,16
13,MIAMI-DADE,1681,LILLIE C. EVANS K-8 CENTER,04,19,317,68,16,16,37,11,21
13,MIAMI-DADE,1691,CHRISTINA M. EVE ELEM. SCHOOL,04,90,313,62,21,17,26,23,13
13,MIAMI-DADE,1721,EVERGLADES K-8 CENTER,04,90,308,51,32,17,17,23,11
13,MIAMI-DADE,1761,DAVID FAIRCHILD ELEMENTARY SCHOOL,04,69,325,77,12,12,19,28,30
13,MIAMI-DADE,1801,FAIRLAWN ELEMENTARY SCHOOL,04,92,302,41,35,24,25,10,7
13,MIAMI-DADE,1811,DANTE B. FASCELL ELEM. SCHOOL,04,61,313,61,21,18,31,18,11
13,MIAMI-DADE,1841,FLAGAMI ELEMENTARY SCHOOL,04,60,308,55,27,18,27,20,8
13,MIAMI-DADE,1881,HENRY M. FLAGLER ELEM. SCHOOL,04,120,305,39,38,23,14,12,13
13,MIAMI-DADE,1921,FLAMINGO ELEMENTARY SCHOOL,04,101,312,57,24,19,25,20,13
13,MIAMI-DADE,2001,FLORIDA CITY ELEMENTARY SCHOOL,04,101,302,35,37,29,27,5,3
13,MIAMI-DADE,2002,ACADEMIR PREPARATORY ACADEMY,04,65,312,54,18,28,26,20,8
13,MIAMI-DADE,2003,BRIDGEPREP ACADEMY SOUTH,04,46,321,67,11,22,15,33,20
13,MIAMI-DADE,2004,INTEGRATED SCIENCE AND ASIAN CULTURE (ISAAC),04,42,330,88,2,10,21,40,26
13,MIAMI-DADE,2007,SOMERSET ACADEMY ELEM SCHOOL (S MIAMI CAMPUS),04,73,336,95,0,5,18,34,42
13,MIAMI-DADE,2012,SOMERSET ARTS ACADEMY,04,63,317,67,17,16,35,21,11
13,MIAMI-DADE,2013,BRIDGEPREP ACADEMY OF GREATER MIAMI,04,67,304,46,36,18,28,13,4
13,MIAMI-DADE,2021,GLORIA FLOYD ELEMENTARY SCHOOL,04,42,313,62,29,10,21,29,12
13,MIAMI-DADE,2022,MATER ACADEMY BAY BISCAYNE NORTH MIAMI,04,46,325,80,7,13,30,28,22
13,MIAMI-DADE,2031,PINECREST GLADES ACADEMY,04,160,325,79,8,13,21,41,18
13,MIAMI-DADE,2041,BENJAMIN FRANKLIN K-8 CENTER,04,50,311,60,24,16,30,28,2
13,MIAMI-DADE,2060,THEODORE R. AND THELMA A. GIBSON CHARTER,04,16,298,25,44,31,6,19,0
13,MIAMI-DADE,2081,FULFORD ELEMENTARY SCHOOL,04,53,307,55,40,6,28,19,8
13,MIAMI-DADE,2111,HIALEAH GARDENS ELEM. SCHOOL,04,153,316,65,22,14,20,27,18
13,MIAMI-DADE,2151,JACK DAVID GORDON ELEMENTARY SCHOOL,04,130,320,73,9,18,25,31,17
13,MIAMI-DADE,2161,GOLDEN GLADES ELEMENTARY SCHL,04,23,312,52,17,30,17,35,0
13,MIAMI-DADE,2181,JOELLA GOOD ELEMENTARY SCHOOL,04,168,315,66,20,14,27,24,15
13,MIAMI-DADE,2191,SPANISH LAKE ELEMENTARY SCHOOL,04,199,305,48,33,19,25,14,10
13,MIAMI-DADE,2241,GRATIGNY ELEMENTARY SCHOOL,04,37,303,49,38,14,32,14,3
13,MIAMI-DADE,2261,GREENGLADE ELEMENTARY SCHOOL,04,49,311,59,22,18,31,20,8
13,MIAMI-DADE,2281,GREYNOLDS PARK ELEMENTARY SCHL,04,73,304,49,36,15,27,16,5
13,MIAMI-DADE,2321,GULFSTREAM ELEMENTARY SCHOOL,04,69,317,62,19,19,28,20,14
13,MIAMI-DADE,2331,CHARLES R HADLEY ELEM SCHOOL,04,94,304,48,32,20,21,20,6
13,MIAMI-DADE,2332,KIPP MIAMI-LIBERTY CITY,04,45,299,33,47,20,18,13,2
13,MIAMI-DADE,2341,JOE HALL ELEMENTARY SCHOOL,04,53,316,57,25,19,19,13,25
13,MIAMI-DADE,2351,ENEIDA M. HARTNER ELEM. SCHOOL,04,49,302,33,35,33,12,12,8
13,MIAMI-DADE,2361,HIALEAH ELEMENTARY SCHOOL,04,127,298,43,46,10,24,16,4
13,MIAMI-DADE,2371,WEST HIALEAH GARDENS ELEMENTARY SCHOOL,04,185,310,54,29,17,23,18,12
13,MIAMI-DADE,2401,HIBISCUS ELEMENTARY SCHOOL,04,69,309,51,33,16,20,20,10
13,MIAMI-DADE,2441,VIRGINIA A BOONE-HIGHLAND OAKS,04,93,319,62,19,18,15,23,25
13,MIAMI-DADE,2501,HOLMES ELEMENTARY SCHOOL,04,37,301,38,32,30,19,16,3
13,MIAMI-DADE,2511,ZORA NEALE HURSTON ELEMENTARY SCHOOL,04,83,301,45,43,12,19,14,11
13,MIAMI-DADE,2521,OLIVER HOOVER ELEMENTARY SCHL,04,109,317,67,20,13,28,22,17
13,MIAMI-DADE,2541,HOWARD DRIVE ELEMENTARY SCHOOL,04,49,321,69,20,10,20,18,31
13,MIAMI-DADE,2581,MADIE IVES K-8 PREPARATORY ACADEMY,04,99,316,66,18,16,27,24,14
13,MIAMI-DADE,2641,KENDALE ELEMENTARY SCHOOL,04,51,317,71,18,12,31,27,12
13,MIAMI-DADE,2651,KENDALE LAKES ELEMENTARY SCHL,04,120,314,61,23,17,21,22,18
13,MIAMI-DADE,2661,KENSINGTON PARK ELEM. SCHOOL,04,165,297,26,46,28,13,9,4
13,MIAMI-DADE,2701,KENWOOD K-8 CENTER,04,92,314,62,17,21,24,29,9
13,MIAMI-DADE,2741,KEY BISCAYNE K-8 CENTER,04,137,329,90,5,5,26,39,24
13,MIAMI-DADE,2781,KINLOCH PARK ELEMENTARY SCHOOL,04,95,297,35,52,14,14,15,6
13,MIAMI-DADE,2801,LAKE STEVENS ELEMENTARY SCHOOL,04,34,307,50,29,21,26,15,9
13,MIAMI-DADE,2821,LAKEVIEW ELEMENTARY SCHOOL,04,57,303,35,28,37,19,14,2
13,MIAMI-DADE,2881,LEEWOOD K-8 CENTER,04,67,326,84,10,6,28,30,25
13,MIAMI-DADE,2891,WILLIAM H. LEHMAN ELEMENTARY SCHOOL,04,72,317,71,19,10,26,21,24
13,MIAMI-DADE,2901,LEISURE CITY K-8 CENTER,04,109,304,44,35,21,25,13,6
13,MIAMI-DADE,2911,LINDA LENTIN K-8 CENTER,04,70,310,57,27,16,23,23,11
13,MIAMI-DADE,2941,LAURA C. SAUNDERS ELEM. SCHOOL,04,68,301,35,34,31,22,12,1
13,MIAMI-DADE,2981,LIBERTY CITY ELEMENTARY SCHOOL,04,35,304,40,31,29,26,14,0
13,MIAMI-DADE,3000,MATER INTERNATIONAL ACADEMY,04,26,308,42,35,23,4,27,12
13,MIAMI-DADE,3001,WEST LAKES PREPARATORY ACADEMY,04,62,309,56,26,18,23,24,10
13,MIAMI-DADE,3002,DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL,04,176,325,79,3,18,34,25,20
13,MIAMI-DADE,3003,MATER PREPARATORY ACADEMY,04,51,298,31,39,29,22,6,4
13,MIAMI-DADE,3021,"JESSE J. MCCRARY, JR. ELEMENTARY SCHOOL",04,56,293,30,48,21,23,4,4
13,MIAMI-DADE,3026,DORAL INTERNATIONAL ACAD OF MATH AND SCIENCE,04,101,315,60,23,17,23,19,19
13,MIAMI-DADE,3030,DORAL ACADEMY,04,188,331,89,3,7,23,36,30
13,MIAMI-DADE,3031,KENDALL SQUARE K-8 CENTER,04,61,317,64,23,13,23,16,25
13,MIAMI-DADE,3033,SOMERSET OAKS ACADEMY,04,48,313,65,21,15,38,25,2
13,MIAMI-DADE,3034,BRIDGEPREP ACADEMY OF VILLAGE GREEN,04,110,317,65,15,20,27,27,11
13,MIAMI-DADE,3041,LORAH PARK ELEMENTARY SCHOOL,04,31,301,42,45,13,23,16,3
13,MIAMI-DADE,3051,TOUSSAINT L'OUVERTURE ELEM.,04,47,296,32,45,23,19,13,0
13,MIAMI-DADE,3061,LUDLAM ELEMENTARY SCHOOL,04,43,312,63,30,7,23,28,12
13,MIAMI-DADE,3100,MATER ACADEMY EAST CHARTER SCHOOL,04,53,325,81,4,15,26,36,19
13,MIAMI-DADE,3101,FRANK CRAWFORD MARTIN K-8 CENTER,04,78,315,58,19,23,26,18,14
13,MIAMI-DADE,3111,WESLEY MATTHEWS ELEM. SCHOOL,04,72,309,56,29,15,22,28,6
13,MIAMI-DADE,3141,MEADOWLANE ELEMENTARY SCHOOL,04,115,307,49,39,12,17,14,17
13,MIAMI-DADE,3181,MELROSE ELEMENTARY SCHOOL,04,68,298,38,44,18,28,3,7
13,MIAMI-DADE,3191,ADA MERRITT K-8 CENTER,04,79,325,77,8,15,24,33,20
13,MIAMI-DADE,3241,MIAMI GARDENS ELEMENTARY SCHL,04,29,310,66,28,7,31,21,14
13,MIAMI-DADE,3261,MIAMI HEIGHTS ELEMENTARY SCHL,04,92,301,47,38,15,27,12,8
13,MIAMI-DADE,3281,MIAMI LAKES K-8 CENTER,04,121,319,69,15,17,31,20,17
13,MIAMI-DADE,3341,MIAMI SHORES ELEMENTARY SCHOOL,04,92,322,75,7,18,24,33,18
13,MIAMI-DADE,3381,MIAMI SPRINGS ELEMENTARY SCHL,04,62,305,48,34,18,26,15,8
13,MIAMI-DADE,3421,MARCUS A. MILAM K-8 CENTER,04,101,299,37,44,20,13,17,7
13,MIAMI-DADE,3431,PHYLLIS R. MILLER ELEM. SCHOOL,04,54,324,76,6,19,24,37,15
13,MIAMI-DADE,3501,MORNINGSIDE K-8 ACADEMY,04,47,313,55,21,23,26,17,13
13,MIAMI-DADE,3541,ROBERT RUSSA MOTON ELEMENTARY SCHOOL,04,26,304,46,27,27,23,19,4
13,MIAMI-DADE,3581,MYRTLE GROVE K-8 CENTER,04,25,293,32,48,20,28,4,0
13,MIAMI-DADE,3600,DOWNTOWN MIAMI CHARTER SCHOOL,04,63,313,57,22,21,22,25,10
13,MIAMI-DADE,3610,KEYS GATE CHARTER SCHOOL,04,204,304,40,34,26,25,9,6
13,MIAMI-DADE,3621,COCONUT PALM K-8 ACADEMY,04,126,297,33,52,15,18,10,4
13,MIAMI-DADE,3661,NATURAL BRIDGE ELEMENTARY SCHL,04,66,313,62,20,18,29,23,11
13,MIAMI-DADE,3701,NORLAND ELEMENTARY SCHOOL,04,85,311,54,20,26,28,21,5
13,MIAMI-DADE,3741,NORTH BEACH ELEMENTARY SCHOOL,04,146,323,75,14,12,20,29,26
13,MIAMI-DADE,3781,BARBARA HAWKINS ELEM. SCHOOL,04,37,309,46,16,38,27,14,5
13,MIAMI-DADE,3821,NORTH COUNTY K-8 CENTER,04,33,315,55,15,30,18,24,12
13,MIAMI-DADE,3861,NORTH GLADE ELEMENTARY SCHOOL,04,30,307,50,37,13,13,20,17
13,MIAMI-DADE,3901,NORTH HIALEAH ELEMENTARY SCHL,04,71,297,39,52,8,17,14,8
13,MIAMI-DADE,3941,NORTH MIAMI ELEMENTARY SCHOOL,04,50,305,54,32,14,24,22,8
13,MIAMI-DADE,3981,NORTH TWIN LAKES ELEMENTARY SCHOOL,04,74,303,41,35,24,18,16,7
13,MIAMI-DADE,4000,MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL,04,46,321,80,13,7,35,35,11
13,MIAMI-DADE,4001,NORWOOD ELEMENTARY SCHOOL,04,52,306,48,31,21,19,23,6
13,MIAMI-DADE,4002,BEACON COLLEGE PREPARATORY ELEMENTARY SCHOOL,04,51,306,47,29,24,33,10,4
13,MIAMI-DADE,4010,MATER ACADEMY BAY ELEMENTARY,04,171,323,73,6,21,22,30,20
13,MIAMI-DADE,4011,DR. TONI BILBAO PREPARATORY ACADEMY,04,94,314,68,16,16,36,22,10
13,MIAMI-DADE,4012,SOMERSET ACADEMY SILVER PALMS AT PRINCETON,04,70,321,73,6,21,30,30,13
13,MIAMI-DADE,4021,OAK GROVE ELEMENTARY SCHOOL,04,88,305,47,32,22,24,16,7
13,MIAMI-DADE,4031,GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER,04,149,302,37,37,26,23,8,6
13,MIAMI-DADE,4037,SOMERSET ACADEMY KENDALL,04,23,319,65,13,22,17,39,9
13,MIAMI-DADE,4050,BRIDGEPREP ACADEMY OF NORTH MIAMI BEACH,04,73,315,63,21,16,26,25,12
13,MIAMI-DADE,4061,OJUS ELEMENTARY SCHOOL,04,131,307,50,29,21,22,20,8
13,MIAMI-DADE,4071,AGENORIA S PASCHAL/OLINDA ELEMENTARY SCHOOL,04,43,304,33,37,30,19,9,5
13,MIAMI-DADE,4091,OLYMPIA HEIGHTS ELEM. SCHOOL,04,58,305,50,31,19,26,21,3
13,MIAMI-DADE,4121,DR. ROBERT B. INGRAM ELEMENTARY SCHOOL,04,60,296,33,47,20,22,7,5
13,MIAMI-DADE,4171,ORCHARD VILLA ELEMENTARY SCHL,04,33,300,39,30,30,30,9,0
13,MIAMI-DADE,4221,PALMETTO ELEMENTARY SCHOOL,04,96,330,89,5,6,22,31,35
13,MIAMI-DADE,4241,PALM LAKES ELEMENTARY SCHOOL,04,82,302,48,41,11,21,17,10
13,MIAMI-DADE,4242,ACADEMIR CHARTER SCHOOL OF MATH AND SCIENCE,04,50,293,22,54,24,14,4,4
13,MIAMI-DADE,4261,PALM SPRINGS ELEMENTARY SCHOOL,04,89,304,45,34,21,22,17,6
13,MIAMI-DADE,4281,PALM SPRINGS NORTH ELEMENTARY SCHOOL,04,169,313,58,20,22,27,20,11
13,MIAMI-DADE,4301,PARKVIEW ELEMENTARY SCHOOL,04,28,315,68,21,11,32,21,14
13,MIAMI-DADE,4341,PARKWAY ELEMENTARY SCHOOL,04,39,305,46,31,23,26,18,3
13,MIAMI-DADE,4381,DR. HENRY E. PERRINE ACADEMY OF THE ARTS,04,124,317,65,19,17,19,26,19
13,MIAMI-DADE,4391,IRVING & BEATRICE PESKOE K-8 CENTER,04,83,310,52,19,29,28,17,7
13,MIAMI-DADE,4401,KELSEY L. PHARR ELEMENTARY SCHOOL,04,38,304,34,39,26,16,16,3
13,MIAMI-DADE,4421,PINECREST ELEMENTARY SCHOOL,04,156,333,91,2,7,22,30,38
13,MIAMI-DADE,4441,PINE LAKE ELEMENTARY SCHOOL,04,51,311,59,27,14,29,20,10
13,MIAMI-DADE,4461,PINE VILLA ELEMENTARY SCHOOL,04,21,296,29,43,29,24,5,0
13,MIAMI-DADE,4491,HENRY E.S. REEVES K-8 CENTER,04,65,299,31,38,31,14,15,2
13,MIAMI-DADE,4501,POINCIANA PARK ELEMENTARY SCHL,04,17,287,6,71,24,6,0,0
13,MIAMI-DADE,4511,DR. GILBERT L. PORTER ELEM.,04,69,310,51,26,23,25,17,9
13,MIAMI-DADE,4541,RAINBOW PARK ELEMENTARY SCHOOL,04,26,309,62,19,19,46,12,4
13,MIAMI-DADE,4581,REDLAND ELEMENTARY SCHOOL,04,144,304,41,38,22,17,15,9
13,MIAMI-DADE,4681,RIVERSIDE ELEMENTARY SCHOOL,04,157,290,23,57,20,15,8,1
13,MIAMI-DADE,4691,JANE S. ROBERTS K-8 CENTER,04,48,324,81,4,15,33,38,10
13,MIAMI-DADE,4721,ROCKWAY ELEMENTARY SCHOOL,04,67,317,66,16,18,22,30,13
13,MIAMI-DADE,4741,ROYAL GREEN ELEMENTARY SCHOOL,04,66,313,67,23,11,26,30,11
13,MIAMI-DADE,4761,ROYAL PALM ELEMENTARY SCHOOL,04,78,315,62,21,18,26,22,14
13,MIAMI-DADE,4801,GERTRUDE K. EDELMAN/SABAL PALM,04,59,307,49,27,24,20,20,8
13,MIAMI-DADE,4841,SANTA CLARA ELEMENTARY SCHOOL,04,81,302,40,32,28,26,11,2
13,MIAMI-DADE,4881,SCOTT LAKE ELEMENTARY SCHOOL,04,83,313,54,20,25,25,18,11
13,MIAMI-DADE,4921,SEMINOLE ELEMENTARY SCHOOL,04,74,307,49,30,22,20,18,11
13,MIAMI-DADE,4961,SHADOWLAWN ELEMENTARY SCHOOL,04,25,312,52,16,32,36,12,4
13,MIAMI-DADE,5001,SHENANDOAH ELEMENTARY SCHOOL,04,135,298,33,44,24,19,10,3
13,MIAMI-DADE,5002,SOMERSET PREPARATORY ACADEMY SUNSET,04,63,326,87,3,10,30,37,21
13,MIAMI-DADE,5003,SOUTH DADE MIDDLE SCHOOL,04,201,302,46,36,18,25,13,8
13,MIAMI-DADE,5004,PINECREST N PREP (FONTAINEBLEAU CAMPUS),04,135,329,87,2,11,25,35,27
13,MIAMI-DADE,5005,DAVID LAWRENCE JR. K-8 CENTER,04,130,306,53,33,14,28,17,8
13,MIAMI-DADE,5007,LINCOLN-MARTI CHARTER SCHOOL HIALEAH,04,12,292,25,58,17,8,8,8
13,MIAMI-DADE,5008,SOMERSET GABLES ACADEMY,04,68,330,91,3,6,21,46,25
13,MIAMI-DADE,5015,SOMERSET PALMS ACADEMY,04,25,323,76,8,16,24,36,16
13,MIAMI-DADE,5020,BRIDGEPREP ACADEMY INTERAMERICAN CAMPUS,04,35,312,57,26,17,26,14,17
13,MIAMI-DADE,5021,BEN SHEPPARD ELEMENTARY SCHOOL,04,144,309,57,28,15,22,22,13
13,MIAMI-DADE,5022,BEN GAMLA CHARTER SCHOOL,04,35,331,89,0,11,29,23,37
13,MIAMI-DADE,5025,LINCOLN-MARTI CHARTER SCHOOL LITTLE HAVANA,04,68,314,62,25,13,31,15,16
13,MIAMI-DADE,5028,BRIDGEPREP ACADEMY OF MIAMI DADE,04,96,310,51,26,23,24,18,9
13,MIAMI-DADE,5029,EXCELSIOR PREP CHARTER SCHOOL OF HIALEAH,04,22,289,14,64,23,5,9,0
13,MIAMI-DADE,5032,EXCELSIOR PREP CHARTER SCHOOL OF MIAMI,04,35,302,40,37,23,29,11,0
13,MIAMI-DADE,5041,SILVER BLUFF ELEMENTARY SCHOOL,04,63,300,40,43,17,21,16,3
13,MIAMI-DADE,5043,LINCOLN-MARTI SCHOOLS INTERNATIONAL CAMPUS,04,40,305,45,35,20,20,18,8
13,MIAMI-DADE,5045,MATER GROVE ACADEMY,04,136,323,76,10,14,29,27,21
13,MIAMI-DADE,5047,MATER ACADEMY (MIAMI BEACH),04,70,316,67,16,17,31,27,9
13,MIAMI-DADE,5049,PINECREST COVE ACADEMY,04,103,323,77,5,18,26,32,18
13,MIAMI-DADE,5051,ERNEST R. GRAHAM K-8 ACADEMY,04,123,309,52,32,16,16,25,11
13,MIAMI-DADE,5056,BRIGHTVIEW PREPARATORY ACADEMY,04,14,307,64,29,7,14,43,7
13,MIAMI-DADE,5061,DR. CARLOS J. FINLAY ELEM.,04,97,311,63,29,8,27,22,14
13,MIAMI-DADE,5062,SOMERSET ACADEMY BAY,04,97,320,77,6,16,34,35,8
13,MIAMI-DADE,5081,DR. FREDERICA S. WILSON/SKYWAY ELEM SCHOOL,04,25,303,44,36,20,24,16,4
13,MIAMI-DADE,5091,MIAMI BEACH SOUTH POINTE ELEMENTARY SCHOOL,04,74,323,76,14,11,19,31,26
13,MIAMI-DADE,5101,JOHN I. SMITH K-8 CENTER,04,117,316,68,22,10,21,31,15
13,MIAMI-DADE,5121,SNAPPER CREEK ELEMENTARY SCHL,04,52,315,71,17,12,31,35,6
13,MIAMI-DADE,5131,NORTH DADE CENTER FOR MODERN LANGUAGES,04,51,332,92,2,6,27,31,33
13,MIAMI-DADE,5141,HUBERT O. SIBLEY K-8 ACADEMY,04,64,306,53,30,17,34,14,5
13,MIAMI-DADE,5201,SOUTH HIALEAH ELEMENTARY SCHOOL,04,146,300,39,40,21,23,9,7
13,MIAMI-DADE,5241,SOUTH MIAMI K-8 CENTER,04,90,312,59,23,18,22,23,13
13,MIAMI-DADE,5281,SOUTH MIAMI HEIGHTS ELEMENTARY,04,79,305,52,32,16,32,15,5
13,MIAMI-DADE,5321,SOUTHSIDE PREPARATORY ACADEMY,04,132,318,66,22,12,17,20,28
13,MIAMI-DADE,5361,SPRINGVIEW ELEMENTARY SCHOOL,04,53,318,66,19,15,15,26,25
13,MIAMI-DADE,5381,E.W.F. STIRRUP ELEMENTARY SCHOOL,04,132,309,54,35,11,23,14,17
13,MIAMI-DADE,5384,IMATER ACADEMY,04,108,310,58,23,19,27,24,7
13,MIAMI-DADE,5401,SUNSET ELEMENTARY SCHOOL,04,194,333,91,5,4,15,38,38
13,MIAMI-DADE,5410,ALPHA CHARTER OF EXCELLENCE,04,39,297,33,46,21,13,15,5
13,MIAMI-DADE,5416,MATER ACADEMY KIWANIS,04,17,311,65,24,12,41,18,6
13,MIAMI-DADE,5421,SUNSET PARK ELEMENTARY SCHOOL,04,71,309,56,28,15,15,28,13
13,MIAMI-DADE,5431,SWEETWATER ELEMENTARY SCHOOL,04,85,302,39,46,15,11,15,13
13,MIAMI-DADE,5441,SYLVANIA HEIGHTS ELEM. SCHOOL,04,85,311,60,26,14,29,22,8
13,MIAMI-DADE,5481,TREASURE ISLAND ELEM. SCHOOL,04,53,314,60,19,21,25,28,8
13,MIAMI-DADE,5521,TROPICAL ELEMENTARY SCHOOL,04,62,297,34,48,18,16,13,5
13,MIAMI-DADE,5561,FRANCIS S.TUCKER K-8 CENTER,04,38,306,45,34,21,18,24,3
13,MIAMI-DADE,5601,TWIN LAKES ELEMENTARY SCHOOL,04,48,310,48,25,27,23,19,6
13,MIAMI-DADE,5641,VILLAGE GREEN ELEMENTARY SCHL,04,35,303,49,31,20,29,17,3
13,MIAMI-DADE,5671,VINELAND K-8 CENTER,04,80,328,86,3,11,24,40,23
13,MIAMI-DADE,5711,MAE M. WALTERS ELEMENTARY SCHL,04,87,307,51,32,17,24,16,10
13,MIAMI-DADE,5791,WEST HOMESTEAD K-8 CENTER,04,75,290,21,67,12,12,8,1
13,MIAMI-DADE,5831,HENRY S. WEST LABORATORY SCHOOL,04,59,336,95,0,5,20,36,39
13,MIAMI-DADE,5861,DR. HENRY W MACK/WEST LITTLE RIVER K-8 CENTER,04,33,299,36,39,24,18,18,0
13,MIAMI-DADE,5901,CARRIE P. MEEK/WESTVIEW K-8 CENTER,04,42,307,55,36,10,36,10,10
13,MIAMI-DADE,5931,PHYLLIS WHEATLEY ELEM. SCHOOL,04,24,298,38,50,13,8,29,0
13,MIAMI-DADE,5951,WHISPERING PINES ELEM. SCHOOL,04,72,317,65,14,21,28,24,14
13,MIAMI-DADE,5961,WINSTON PARK K-8 CENTER,04,131,313,65,19,16,37,19,9
