district_number,district_name,school_number,school_name,grade,number_of_students,mean_scale_score,percentage_in_level_3_or_above,x1,x2,x3,x4,x5
00,STATE TOTALS,0000,GRADE 03,03,221504,297,50,27,23,25,18,7
01,ALACHUA,0031,CAROLYN BEATRICE PARKER ELEMENTARY,03,100,295,46,34,20,19,18,9
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHL,03,80,298,53,31,16,24,20,9
01,ALACHUA,0071,LAKE FOREST ELEMENTARY SCHOOL,03,52,289,31,35,35,23,8,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,03,10,270,20,60,20,20,0,0
01,ALACHUA,0082,HOSPITAL HOMEBOUND,03,4,NA,NA,NA,NA,NA,NA,NA
01,ALACHUA,0091,LITTLEWOOD ELEMENTARY SCHOOL,03,113,306,66,21,12,30,21,15
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,03,82,283,24,55,21,15,9,1
01,ALACHUA,0111,JOSEPH WILLIAMS ELEM. SCHOOL,03,89,289,36,47,17,9,16,11
01,ALACHUA,0161,ALACHUA ELEMENTARY SCHOOL,03,117,297,43,25,32,26,11,5
01,ALACHUA,0171,ARCHER ELEMENTARY,03,93,297,52,28,20,31,15,5
01,ALACHUA,0281,CHESTER SHELL ELEMENTARY SCHL,03,62,290,34,35,31,21,10,3
01,ALACHUA,0311,MYRA TERWILLIGER ELEM. SCHOOL,03,96,287,27,48,25,16,9,2
01,ALACHUA,0321,IDYLWILD ELEMENTARY SCHOOL,03,103,287,27,48,25,14,9,5
01,ALACHUA,0331,GLEN SPRINGS ELEMENTARY SCHOOL,03,74,305,68,15,18,35,24,8
01,ALACHUA,0341,MARJORIE KINNAN RAWLINGS ELEM,03,88,282,19,56,25,13,7,0
01,ALACHUA,0461,HIGH SPRINGS COMMUNITY SCHOOL,03,108,304,66,13,21,36,21,8
01,ALACHUA,0482,HIDDEN OAK ELEMENTARY SCHOOL,03,139,302,58,22,21,27,19,12
01,ALACHUA,0501,KIMBALL WILES ELEM. SCHOOL,03,154,304,57,23,20,16,27,14
01,ALACHUA,0510,LAWTON M. CHILES ELEM. SCHOOL,03,129,311,71,9,19,23,29,19
01,ALACHUA,0520,MEADOWBROOK ELEMENTARY SCHOOL,03,160,306,63,18,19,24,23,17
01,ALACHUA,0531,NEWBERRY ELEMENTARY SCHOOL,03,148,293,44,40,16,20,18,5
01,ALACHUA,0541,C. W. NORTON ELEMENTARY SCHOOL,03,113,297,43,32,25,19,18,7
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,03,73,303,56,15,29,21,30,5
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,03,23,299,57,30,13,22,22,13
01,ALACHUA,0951,"MICANOPY AREA COOPERATIVE SCHOOL, INC.",03,35,301,46,20,34,11,14,20
01,ALACHUA,0953,CARING & SHARING LEARNING SCHOOL,03,43,304,58,14,28,30,19,9
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",03,14,283,14,50,36,7,7,0
01,ALACHUA,0956,EXPRESSIONS LEARNING ARTS ACAD,03,15,310,73,7,20,27,33,13
01,ALACHUA,0957,ALACHUA LEARNING ACADEMY ELEMENTARY,03,18,314,83,6,11,33,33,17
01,ALACHUA,0981,HEALTHY LEARNING ACADEMY CHARTER SCHOOL,03,17,308,71,12,18,35,29,6
01,ALACHUA,1012,BOULWARE SPRINGS CHARTER,03,19,309,68,0,32,37,21,11
01,ALACHUA,7023,ALACHUA VIRTUAL INSTRUC PROG(DIST PROVIDED),03,6,NA,NA,NA,NA,NA,NA,NA
02,BAKER,0013,MACCLENNY ELEMENTARY SCHOOL,03,198,305,62,9,29,33,20,9
02,BAKER,0091,WESTSIDE ELEMENTARY SCHOOL,03,174,305,64,11,25,32,25,7
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,03,113,294,42,27,30,27,13,3
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,03,117,285,26,50,25,18,8,0
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,03,102,295,42,25,32,30,9,3
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,03,75,285,21,44,35,13,5,3
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,03,94,291,38,34,28,29,9,1
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,03,92,290,36,38,26,22,14,0
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,03,104,299,53,22,25,31,18,4
03,BAY,0211,PARKER ELEMENTARY SCHOOL,03,89,289,33,39,28,24,8,1
03,BAY,0221,SOUTHPORT ELEMENTARY SCHOOL,03,79,302,71,13,16,53,15,3
03,BAY,0241,ST. ANDREW SCHOOL AT OAKLAND TERRACE,03,14,275,7,86,7,7,0,0
03,BAY,0251,WALLER ELEMENTARY SCHOOL,03,75,291,37,35,28,25,9,3
03,BAY,0262,WEST BAY ELEMENTARY SCHOOL,03,58,299,55,26,19,29,22,3
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,03,111,294,42,33,24,29,7,6
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,03,111,291,40,38,23,24,11,5
03,BAY,0501,TYNDALL ACADEMY,03,105,296,49,32,19,25,21,3
03,BAY,0511,TOMMY SMITH ELEMENTARY SCHOOL,03,121,291,32,38,30,19,9,4
03,BAY,0521,PATRONIS ELEMENTARY SCHOOL,03,105,310,69,7,25,28,26,15
03,BAY,0541,DEANE BOZEMAN SCHOOL,03,72,301,54,19,26,25,24,6
03,BAY,0571,BREAKFAST POINT ACADEMY,03,109,297,46,28,26,23,14,9
03,BAY,0611,A. GARY WALSINGHAM ACADEMY,03,34,303,53,15,32,24,12,18
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,03,125,302,56,14,30,30,24,2
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELEM SCHOOL,03,108,311,71,9,19,19,37,15
03,BAY,0801,PALM BAY ELEMENTARY SCHOOL,03,55,297,49,24,27,33,11,5
03,BAY,2701,RISING LEADERS ACADEMY,03,34,307,65,12,24,21,32,12
03,BAY,2711,UNIVERSITY ACADEMY SABL INC,03,80,316,88,0,13,35,38,15
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,03,1,NA,NA,NA,NA,NA,NA,NA
03,BAY,7004,BAY VIRTUAL FRANCHISE,03,5,NA,NA,NA,NA,NA,NA,NA
04,BRADFORD,0051,STARKE ELEMENTARY SCHOOL,03,77,297,48,23,29,27,21,0
04,BRADFORD,0081,SOUTHSIDE ELEMENTARY SCHOOL,03,107,298,52,28,20,29,17,7
04,BRADFORD,0131,LAWTEY ELEMENTARY SCHOOL,03,46,303,63,22,15,35,22,7
04,BRADFORD,7023,BRADFORD VIRTUAL INSTRUC (DISTRICT PROVIDED),03,1,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,0051,OAK PARK ELEMENTARY SCHOOL,03,54,284,31,52,17,19,7,6
05,BREVARD,0061,APOLLO ELEMENTARY SCHOOL,03,106,289,32,41,27,20,8,4
05,BREVARD,0089,GARDENDALE SEPARATE DAY SCHOOL,03,3,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,0091,COQUINA ELEMENTARY SCHOOL,03,63,293,40,33,27,19,19,2
05,BREVARD,0101,MIMS ELEMENTARY SCHOOL,03,80,286,29,39,33,18,6,5
05,BREVARD,0122,SOUTH LAKE ELEMENTARY,03,53,312,81,6,13,36,26,19
05,BREVARD,0151,IMPERIAL ESTATES ELEM. SCHOOL,03,80,300,51,20,29,24,23,5
05,BREVARD,0181,PINEWOOD ELEMENTARY SCHOOL,03,60,302,60,27,13,23,30,7
05,BREVARD,0191,CHALLENGER 7 ELEMENTARY SCHOOL,03,75,297,48,25,27,25,20,3
05,BREVARD,0201,ATLANTIS ELEMENTARY SCHOOL,03,98,299,50,28,22,26,16,8
05,BREVARD,0301,ENTERPRISE ELEMENTARY SCHOOL,03,79,304,62,13,25,32,24,6
05,BREVARD,1028,DEVEREUX HOSPITAL,03,4,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,1041,CAMBRIDGE ELEM MAGNET SCHOOL,03,63,286,22,44,33,11,8,3
05,BREVARD,1051,ENDEAVOUR ELEMENTARY SCHOOL,03,101,279,20,58,22,12,8,0
05,BREVARD,1071,GOLFVIEW ELEMENTARY MAGNET SCHOOL,03,67,285,25,52,22,18,4,3
05,BREVARD,1091,FAIRGLEN ELEMENTARY SCHOOL,03,71,286,30,48,23,24,6,0
05,BREVARD,1131,SATURN ELEMENTARY SCHOOL,03,90,280,19,61,20,9,9,1
05,BREVARD,1141,HANS CHRISTIAN ANDERSEN ELEMENTARY SCHOOL,03,88,298,58,27,15,38,16,5
05,BREVARD,1151,RALPH M WILLIAMS JUNIOR ELEMENTARY SCHOOL,03,54,301,61,24,15,37,9,15
05,BREVARD,1161,MANATEE ELEMENTARY SCHOOL,03,127,315,79,8,13,23,32,24
05,BREVARD,2031,MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL,03,217,302,61,21,18,30,21,10
05,BREVARD,2042,W. MELBOURNE ELEMENTARY SCHOOL FOR SCIENCE,03,71,317,85,6,10,21,35,28
05,BREVARD,2051,UNIVERSITY PARK ELEMENTARY SCHOOL,03,64,284,30,52,19,16,11,3
05,BREVARD,2061,PORT MALABAR ELEMENTARY SCHOOL,03,76,299,53,21,26,37,11,5
05,BREVARD,2081,PALM BAY ELEMENTARY SCHOOL,03,67,293,45,31,24,30,12,3
05,BREVARD,2111,LOCKMAR ELEMENTARY SCHOOL,03,67,299,55,27,18,28,19,7
05,BREVARD,2121,"JOHN F. TURNER, SENIOR ELEMENTARY SCHOOL",03,69,290,35,33,32,17,16,1
05,BREVARD,2131,COLUMBIA ELEMENTARY SCHOOL,03,59,289,34,41,25,15,17,2
05,BREVARD,2151,DISCOVERY ELEMENTARY SCHOOL,03,100,292,36,34,30,18,12,6
05,BREVARD,2161,CHRISTA MCAULIFFE ELEM. SCHOOL,03,86,303,60,14,26,31,21,8
05,BREVARD,2171,RIVIERA ELEMENTARY SCHOOL,03,86,296,48,24,28,29,15,3
05,BREVARD,2191,JUPITER ELEMENTARY SCHOOL,03,117,293,34,34,32,17,13,4
05,BREVARD,2212,WESTSIDE ELEMENTARY SCHOOL,03,116,298,53,24,23,32,18,3
05,BREVARD,2221,SUNRISE ELEMENTARY SCHOOL,03,97,304,65,18,18,32,30,3
05,BREVARD,3041,SHERWOOD ELEMENTARY SCHOOL,03,75,305,60,12,28,25,21,13
05,BREVARD,3061,HARBOR CITY ELEMENTARY SCHOOL,03,47,292,49,34,17,30,15,4
05,BREVARD,3071,SABAL ELEMENTARY SCHOOL,03,64,294,47,36,17,27,16,5
05,BREVARD,3091,CROTON ELEMENTARY SCHOOL,03,62,297,44,29,27,21,16,6
05,BREVARD,3101,ROY ALLEN ELEMENTARY SCHOOL,03,93,301,56,20,24,28,17,11
05,BREVARD,3121,SUNTREE ELEMENTARY SCHOOL,03,90,312,79,10,11,30,37,12
05,BREVARD,3131,LONGLEAF ELEMENTARY SCHOOL,03,83,309,72,8,19,28,27,18
05,BREVARD,3151,QUEST ELEMENTARY SCHOOL,03,134,306,66,16,17,24,31,12
05,BREVARD,3161,VIERA ELEMENTARY SCHOOL,03,92,313,82,4,14,34,34,14
05,BREVARD,4031,MILA ELEMENTARY SCHOOL,03,49,283,22,49,29,14,6,2
05,BREVARD,4041,TROPICAL ELEMENTARY SCHOOL,03,94,308,70,12,18,27,28,16
05,BREVARD,4051,AUDUBON ELEMENTARY SCHOOL,03,53,303,58,15,26,30,19,9
05,BREVARD,4071,ROBERT L. STEVENSON ELEMENTARY SCHOOL,03,70,317,86,3,11,34,30,21
05,BREVARD,4121,LEWIS CARROLL ELEMENTARY SCHL,03,82,309,68,10,22,30,24,13
05,BREVARD,5012,THEODORE ROOSEVELT ELEMENTARY SCHOOL,03,45,310,73,9,18,36,22,16
05,BREVARD,5021,FREEDOM 7 ELEMENTARY SCHOOL INTERNATIONAL,03,55,324,98,0,2,24,44,31
05,BREVARD,5031,CAPE VIEW ELEMENTARY SCHOOL,03,41,299,56,20,24,32,20,5
05,BREVARD,6013,SPESSARD L. HOLLAND ELEMENTARY,03,53,312,72,15,13,13,42,17
05,BREVARD,6051,SEA PARK ELEMENTARY SCHOOL,03,39,308,69,8,23,28,33,8
05,BREVARD,6061,SURFSIDE ELEMENTARY SCHOOL,03,53,306,72,15,13,32,28,11
05,BREVARD,6071,OCEAN BREEZE ELEMENTARY SCHOOL,03,83,314,78,5,17,30,28,20
05,BREVARD,6081,INDIALANTIC ELEMENTARY SCHOOL,03,85,310,75,9,15,32,24,20
05,BREVARD,6101,GEMINI ELEMENTARY SCHOOL,03,78,317,90,3,8,33,31,26
05,BREVARD,6141,DR. W.J. CREEL ELEMENTARY SCHL,03,80,292,35,30,35,25,9,1
05,BREVARD,6501,PALM BAY ACADEMY CHARTER SCHOOL,03,37,286,27,49,24,14,14,0
05,BREVARD,6507,ODYSSEY CHARTER SCHOOL,03,130,306,66,12,22,29,28,8
05,BREVARD,6508,SCULPTOR CHARTER SCHOOL,03,57,300,58,18,25,28,28,2
05,BREVARD,6509,ROYAL PALM CHARTER SCHOOL,03,35,302,51,6,43,29,20,3
05,BREVARD,6511,EDUCATIONAL HORIZONS CHARTER,03,19,316,79,5,16,16,47,16
05,BREVARD,6515,IMAGINE SCHOOLS AT WEST MELBOURNE,03,98,300,53,20,27,32,18,3
05,BREVARD,6523,EMMA JEWEL CHARTER ACADEMY,03,39,297,36,13,51,18,15,3
05,BREVARD,6529,PINEAPPLE COVE CLASSICAL ACADEMY AT LOCKMAR,03,87,307,68,5,28,34,26,7
05,BREVARD,6540,VIERA CHARTER SCHOOL,03,156,308,69,11,21,28,28,13
05,BREVARD,6541,ODYSSEY PREPARATORY CHARTER ACADEMY,03,68,302,54,18,28,26,22,6
05,BREVARD,6543,PINEAPPLE COVE CLASSICAL ACADEMY,03,72,307,72,7,21,38,26,8
05,BREVARD,6554,PINEAPPLE COVE CLASSICAL ACADEMY W MELBOURNE,03,87,304,60,15,25,28,22,10
05,BREVARD,6558,PINECREST ACADEMY SPACE COAST,03,62,306,68,16,16,27,29,11
05,BREVARD,7004,BREVARD VIRTUAL FRANCHISE,03,4,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,0011,DEERFIELD BEACH ELEMENTARY SCHOOL,03,105,294,41,32,27,24,14,3
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,03,73,281,25,63,12,19,4,1
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,03,56,288,36,43,21,25,7,4
06,BROWARD,0100,HOSPITAL HOMEBOUND SERVICES,03,3,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,0101,DANIA ELEMENTARY SCHOOL,03,80,292,40,36,24,28,11,1
06,BROWARD,0111,HOLLYWOOD HILLS ELEM. SCHOOL,03,129,304,65,16,19,30,27,8
06,BROWARD,0121,HOLLYWOOD CENTRAL ELEM. SCHOOL,03,66,291,33,42,24,15,12,6
06,BROWARD,0131,GULFSTREAM ACADEMY OF HALLANDALE BEACH,03,125,292,38,34,28,18,15,5
06,BROWARD,0151,RIVERLAND ELEMENTARY SCHOOL,03,101,285,32,51,17,22,9,1
06,BROWARD,0161,WEST HOLLYWOOD ELEMENTARY SCHOOL,03,84,292,48,32,20,26,17,5
06,BROWARD,0191,WILTON MANORS ELEMENTARY SCHOOL,03,88,297,49,31,20,23,18,8
06,BROWARD,0201,BENNETT ELEMENTARY SCHOOL,03,45,287,33,47,20,22,9,2
06,BROWARD,0221,CROISSANT PARK ELEMENTARY SCHOOL,03,120,291,43,37,21,23,18,3
06,BROWARD,0231,COLBERT ELEMENTARY SCHOOL,03,108,284,31,46,23,23,6,2
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,03,109,281,17,55,28,16,1,1
06,BROWARD,0321,WALKER ELEMENTARY SCHOOL,03,95,277,19,60,21,12,6,1
06,BROWARD,0331,COLLINS ELEMENTARY SCHOOL,03,45,286,27,47,27,11,11,4
06,BROWARD,0341,MARY M BETHUNE ELEMENTARY SCHOOL,03,78,292,35,28,37,21,14,0
06,BROWARD,0391,DEERFIELD PARK ELEMENTARY SCHL,03,86,289,37,42,21,21,14,2
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,03,87,282,24,51,25,17,3,3
06,BROWARD,0491,HARBORDALE ELEMENTARY SCHOOL,03,99,306,65,11,24,26,26,12
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,03,56,286,30,43,27,25,5,0
06,BROWARD,0511,WATKINS ELEMENTARY SCHOOL,03,79,287,34,37,29,25,9,0
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,03,147,296,46,30,24,24,16,6
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,03,67,294,46,25,28,31,13,1
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,03,118,281,25,56,19,12,12,1
06,BROWARD,0571,TEDDER ELEMENTARY SCHOOL,03,91,284,29,45,26,25,3,0
06,BROWARD,0611,SUNLAND PARK ACADEMY,03,75,290,36,41,23,15,17,4
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,03,66,283,27,48,24,20,8,0
06,BROWARD,0631,WESTWOOD HEIGHTS ELEMENTARY,03,67,288,40,48,12,25,9,6
06,BROWARD,0641,BAYVIEW ELEMENTARY SCHOOL,03,96,316,84,6,9,25,33,26
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,03,3,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,0691,STIRLING ELEMENTARY SCHOOL,03,96,291,41,38,22,27,8,5
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,03,10,324,100,0,0,30,40,30
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,03,131,291,35,35,30,21,14,1
06,BROWARD,0721,DRIFTWOOD ELEMENTARY SCHOOL,03,78,290,33,41,26,17,12,5
06,BROWARD,0731,TROPICAL ELEMENTARY SCHOOL,03,148,302,61,20,20,32,20,9
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,03,99,290,34,35,30,20,10,4
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,03,128,285,26,48,27,17,7,2
06,BROWARD,0811,BROADVIEW ELEMENTARY SCHOOL,03,119,285,28,50,22,16,8,3
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,03,94,288,31,41,28,19,10,2
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,03,108,303,61,20,19,27,24,10
06,BROWARD,0851,FLORANADA ELEMENTARY SCHOOL,03,119,312,76,8,16,26,36,14
06,BROWARD,0891,SANDERS PARK ELEMENTARY SCHOOL,03,68,296,51,25,24,34,13,4
06,BROWARD,0901,CRESTHAVEN ELEMENTARY SCHOOL,03,70,298,50,20,30,30,17,3
06,BROWARD,0921,STEPHEN FOSTER ELEMENTARY SCHL,03,113,294,49,32,19,26,20,3
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,03,84,296,49,30,21,25,15,8
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,03,73,287,26,49,25,12,12,1
06,BROWARD,0971,BOULEVARD HEIGHTS ELEMENTARY,03,97,296,51,29,21,26,20,5
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,03,87,285,25,43,32,15,10,0
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,03,85,293,45,24,32,28,13,4
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,03,138,293,44,32,24,25,16,4
06,BROWARD,1171,SUNSHINE ELEMENTARY SCHOOL,03,84,291,45,42,13,25,14,6
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,03,56,281,20,59,21,13,5,2
06,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,03,120,310,78,8,14,36,31,12
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,03,116,292,45,34,21,26,16,3
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,03,97,307,71,13,15,35,25,11
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,03,118,305,65,16,19,31,27,8
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,03,122,300,48,20,32,28,10,10
06,BROWARD,1321,SHERIDAN PARK ELEMENTARY SCHL,03,72,295,46,31,24,24,15,7
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,03,86,291,43,36,21,27,14,2
06,BROWARD,1421,COCONUT CREEK ELEMENTARY SCHL,03,107,290,37,37,25,16,16,6
06,BROWARD,1461,CASTLE HILL ELEMENTARY SCHOOL,03,106,287,33,45,22,20,12,1
06,BROWARD,1611,"DR.MARTIN LUTHER KING, JR. MONTESSORI ACADEMY",03,62,289,35,37,27,26,10,0
06,BROWARD,1621,VILLAGE ELEMENTARY SCHOOL,03,88,291,40,41,19,17,17,6
06,BROWARD,1631,ANNABEL C. PERRY PK-8,03,69,293,42,32,26,20,14,7
06,BROWARD,1641,FAIRWAY ELEMENTARY SCHOOL,03,86,291,35,40,26,21,9,5
06,BROWARD,1671,ROBERT C. MARKHAM ELEMENTARY,03,87,283,25,52,23,16,8,1
06,BROWARD,1752,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,03,10,276,10,60,30,0,10,0
06,BROWARD,1761,HOLLYWOOD PARK ELEMENTARY SCHOOL,03,55,301,49,16,35,25,18,5
06,BROWARD,1781,CYPRESS ELEMENTARY SCHOOL,03,112,282,22,56,21,16,4,3
06,BROWARD,1811,SHERIDAN HILLS ELEMENTARY SCHL,03,86,294,44,29,27,23,16,5
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,03,98,289,37,40,23,19,15,2
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,03,103,294,43,31,26,24,15,4
06,BROWARD,1851,ROYAL PALM ELEMENTARY SCHOOL,03,96,287,27,46,27,16,8,3
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,03,119,284,29,47,24,20,9,0
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,03,81,293,47,31,22,30,14,4
06,BROWARD,2001,BANYAN ELEMENTARY SCHOOL,03,79,293,43,37,20,19,19,5
06,BROWARD,2011,CORAL COVE ELEMENTARY SCHOOL,03,96,301,55,22,23,23,21,11
06,BROWARD,2041,BEACHSIDE MONTESSORI VILLAGE,03,71,317,89,4,7,23,46,20
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,03,96,292,40,36,24,21,18,1
06,BROWARD,2231,NORTH LAUDERDALE ELEMENTARY SCHOOL,03,107,283,27,52,21,19,7,1
06,BROWARD,2511,ATLANTIC WEST ELEMENTARY SCHL,03,81,293,43,37,20,27,11,5
06,BROWARD,2531,HORIZON ELEMENTARY SCHOOL,03,88,289,38,43,19,19,13,6
06,BROWARD,2541,FLAMINGO ELEMENTARY SCHOOL,03,108,302,60,21,19,31,20,9
06,BROWARD,2551,CORAL SPRINGS ELEMENTARY SCHOOL,03,84,286,26,54,20,13,10,4
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,03,118,288,33,40,27,21,10,2
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,03,111,296,50,33,17,22,21,7
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,03,135,310,74,9,17,31,32,11
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,03,116,312,83,7,10,33,37,13
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,03,95,301,60,17,23,32,24,4
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,03,196,305,67,15,18,36,21,10
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,03,86,286,28,44,28,15,9,3
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,03,131,301,58,21,21,28,23,7
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,03,80,301,58,21,21,34,21,3
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,03,108,289,31,40,30,15,15,1
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,03,104,294,45,35,20,23,16,6
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,03,108,309,79,10,11,32,32,14
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,03,83,292,41,40,19,20,8,12
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,03,123,303,65,15,20,39,20,6
06,BROWARD,2881,WELLEBY ELEMENTARY SCHOOL,03,99,307,74,13,13,33,30,10
06,BROWARD,2891,RIVERGLADES ELEMENTARY SCHOOL,03,203,308,69,15,16,27,28,14
06,BROWARD,2942,EVERGLADES ELEMENTARY SCHOOL,03,180,314,81,12,7,29,28,24
06,BROWARD,2961,CHAPEL TRAIL ELEMENTARY SCHOOL,03,131,305,66,23,11,22,23,21
06,BROWARD,2981,COUNTRY ISLES ELEMENTARY SCHL,03,137,308,72,14,15,34,23,15
06,BROWARD,3031,RIVERSIDE ELEMENTARY SCHOOL,03,126,303,61,17,22,29,25,8
06,BROWARD,3041,CORAL PARK ELEMENTARY SCHOOL,03,74,298,45,30,26,15,12,18
06,BROWARD,3061,SANDPIPER ELEMENTARY SCHOOL,03,93,301,57,24,19,30,20,6
06,BROWARD,3081,SILVER RIDGE ELEMENTARY SCHOOL,03,158,305,61,15,23,29,25,8
06,BROWARD,3091,WINSTON PARK ELEMENTARY SCHOOL,03,173,303,64,20,17,33,22,9
06,BROWARD,3111,COUNTRY HILLS ELEMENTARY SCHL,03,136,307,69,13,18,31,26,13
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,03,193,294,42,32,26,22,15,5
06,BROWARD,3131,HAWKES BLUFF ELEMENTARY SCHOOL,03,97,307,69,12,19,25,33,11
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,03,138,306,67,17,16,25,28,14
06,BROWARD,3181,INDIAN TRACE ELEMENTARY SCHOOL,03,133,308,72,10,18,31,28,14
06,BROWARD,3191,EMBASSY CREEK ELEMENTARY SCHOOL,03,226,311,78,9,12,32,35,11
06,BROWARD,3221,CHARLES DREW ELEMENTARY SCHOOL,03,71,280,15,55,30,13,3,0
06,BROWARD,3222,CROSS CREEK SCHOOL,03,2,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,3291,THURGOOD MARSHALL ELEM. SCHOOL,03,35,285,31,46,23,20,9,3
06,BROWARD,3301,ENDEAVOUR PRIMARY LEARNING CENTER,03,61,292,43,34,23,34,8,0
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,03,76,303,63,18,18,28,28,8
06,BROWARD,3321,VIRGINIA SHUMAN YOUNG ELEM,03,105,315,89,4,8,39,34,15
06,BROWARD,3371,SILVER LAKES ELEMENTARY SCHOOL,03,64,302,64,20,16,33,20,11
06,BROWARD,3401,SAWGRASS ELEMENTARY SCHOOL,03,147,304,61,20,19,27,19,15
06,BROWARD,3441,EAGLE RIDGE ELEMENTARY SCHOOL,03,142,307,68,13,19,29,28,11
06,BROWARD,3461,EAGLE POINT ELEMENTARY SCHOOL,03,191,309,72,12,16,30,30,13
06,BROWARD,3481,TRADEWINDS ELEMENTARY SCHOOL,03,178,299,55,29,16,24,21,10
06,BROWARD,3491,SILVER PALMS ELEMENTARY SCHOOL,03,77,306,65,14,21,31,19,14
06,BROWARD,3531,FOX TRAIL ELEMENTARY SCHOOL,03,186,309,71,14,15,26,30,15
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,03,72,304,61,21,18,26,19,15
