File Name,REC. TIME,EVENT#,CALL TYPE,LOCATION,Pd Zone:,Pd Grid:,Validation Link
10402 N 56th.pdf,07:20,2022051531,STER-Traffic Enforce,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=97&page=2
10402 N 56th.pdf,09:02,2022051547,S68-Police Service C,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=98&page=2
10402 N 56th.pdf,07:26,2022051839,1006-Busy,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=99&page=2
10402 N 56th.pdf,14:32,2022052624,S45-911 Hang Up,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=100&page=2
10402 N 56th.pdf,08:45,2022052763,SSD-Safe School Dril,10402 N 56th St.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=101&page=2
10402 N 56th.pdf,13:33,2022052794,SSD-Safe School Dril,10402 N 56th St.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=102&page=2
10402 N 56th.pdf,07:16,2022052891,STER-Traffic Enforce,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=103&page=2
10402 N 56th.pdf,16:50,2022052957,S68-Police Service C,10402 N 56th St.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=104&page=2
10402 N 56th.pdf,07:24,2022053024,STER-Traffic Enforce,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=105&page=2
10402 N 56th.pdf,15:29,2022053255,K9-T-K9-Training,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=106&page=2
10402 N 56th.pdf,07:21,2022053617,STER-Traffic Enforce,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=107&page=2
10402 N 56th.pdf,07:23,2022053748,STER-Traffic Enforce,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=108&page=2
10402 N 56th.pdf,08:38,2022054176,RA-Risk Assessment,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=109&page=2
10402 N 56th.pdf,14:18,2022054363,1040-Meal Break,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=110&page=2
10402 N 56th.pdf,09:34,2023001319,S14-Information,10402 N 56th St.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=111&page=2
10402 N 56th.pdf,11:15,2023001637,1017-Conducting Inve,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8001&row=112&page=2
124 Flotto.pdf,10:15 07:16,2022034830 2022035149,S68-Police Service C S68-Police Service C,124 Flotto Ave. 124 Flotto Ave.,Z2 Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=0&page=0
124 Flotto.pdf,13:19,2022035397,1006-Busy,124 Flotto Ave.,Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=1&page=0
124 Flotto.pdf,07:01,2022035534,DP-Directed Patrol,124 Flotto Ave.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=2&page=0
124 Flotto.pdf,07:02,2022035535,STER-Traffic Enforce,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=3&page=0
124 Flotto.pdf,07:29,2022035538,1006-Busy,124 Flotto Ave.,ជ,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=4&page=0
124 Flotto.pdf,07:30,2022035539,DP-Directed Patrol,124 Flotto Ave.,ជន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=5&page=0
124 Flotto.pdf,13:54,2022035591,1006-Busy,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=6&page=0
124 Flotto.pdf,13:55,2022035592,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=7&page=0
124 Flotto.pdf,14:22,2022035598,DP-Directed Patrol,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=8&page=0
124 Flotto.pdf,06:57,2022036174,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=9&page=0
124 Flotto.pdf,07:01,2022036177,DP-Directed Patrol,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=10&page=0
124 Flotto.pdf,07:17,2022036182,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=11&page=0
124 Flotto.pdf,07:40,2022036186,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=12&page=0
124 Flotto.pdf,07:43,2022036188,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=13&page=0
124 Flotto.pdf,07:43,2022036189,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=14&page=0
124 Flotto.pdf,07:52,2022036192,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=15&page=0
124 Flotto.pdf,13:33,2022036238,S14-Information,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=16&page=0
124 Flotto.pdf,07:00,2022036322,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=17&page=0
124 Flotto.pdf,07:19,2022036328,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=18&page=0
124 Flotto.pdf,07:24,2022036329,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=19&page=0
124 Flotto.pdf,07:24,2022036330,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=20&page=0
124 Flotto.pdf,07:39,2022036332,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=21&page=0
124 Flotto.pdf,07:44,2022036334,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=22&page=0
124 Flotto.pdf,07:46,2022036335,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=23&page=0
124 Flotto.pdf,07:53,2022036337,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=24&page=0
124 Flotto.pdf,20:16,2022036808,S17-Attempt To Conta,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=25&page=0
124 Flotto.pdf,07:33,2022036914,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=26&page=0
124 Flotto.pdf,07:33,2022036915,FP-Foot Patrol,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=27&page=0
124 Flotto.pdf,07:41,2022036917,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=28&page=0
124 Flotto.pdf,07:55,2022036920,T-Traffic Stop,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=29&page=0
124 Flotto.pdf,08:41,2022036927,1006-Busy,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=30&page=0
124 Flotto.pdf,08:58,2022037083,SSD-Safe School Dril,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8001&row=31&page=0
304 Druid Hills.pdf,09:18,2022036355,1006-Busy,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=0&page=0
304 Druid Hills.pdf,09:41,2022036936,SSD-Safe School Dril,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=1&page=0
304 Druid Hills.pdf,16:13,2022037480,RA-Risk Assessment,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=2&page=0
304 Druid Hills.pdf,11:28,2022038191,1006-Busy,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=3&page=0
304 Druid Hills.pdf,08:09,2022038355,AOA-F-Assist Other A,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=4&page=0
304 Druid Hills.pdf,19:41,2022038578,DP-Directed Patrol,304 Druid Hills Rd.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=5&page=0
304 Druid Hills.pdf,08:12,2022039305,RA-Risk Assessment,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=6&page=0
304 Druid Hills.pdf,19:43,2022039529,DP-Directed Patrol,304 Druid Hills Rd.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=7&page=0
304 Druid Hills.pdf,12:40,2022040199,SSD-Safe School Dril,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=8&page=0
304 Druid Hills.pdf,02:07,2022042022,DP-Directed Patrol,304 Druid Hills Rd.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=9&page=0
304 Druid Hills.pdf,12:37,2022042149,S22L-Loud Noise/ Mus,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=10&page=0
304 Druid Hills.pdf,10:21,2022042861,1006-Busy,304 Druid Hills Rd.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=11&page=0
304 Druid Hills.pdf,02:22,2022043258,DP-Directed Patrol,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=12&page=0
304 Druid Hills.pdf,07:43,2022043280,RA-Risk Assessment,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=13&page=0
304 Druid Hills.pdf,02:09,2022043719,DP-Directed Patrol,304 Druid Hills Rd.,Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=14&page=0
304 Druid Hills.pdf,09:44,2022044214,SSD-Safe School Dril,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=15&page=0
304 Druid Hills.pdf,15:52,2022046083,RA-Risk Assessment,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=16&page=0
304 Druid Hills.pdf,10:56,2022047813,SSD-Safe School Dril,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=17&page=0
304 Druid Hills.pdf,12:43,2022048833,S68-Police Service C,304 Druid Hills Rd.,,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=18&page=0
304 Druid Hills.pdf,15:47,2022050680,S68-Police Service C,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=19&page=0
304 Druid Hills.pdf,14:04,2022051734,SSD-Safe School Dril,304 Druid Hills Rd.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=20&page=0
304 Druid Hills.pdf,16:07,2022051735,S68-Police Service C,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=21&page=0
304 Druid Hills.pdf,16:40,2022051742,RA-Risk Assessment,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=22&page=0
304 Druid Hills.pdf,13:53,2023003469,SSD-Safe School Dril,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=23&page=0
304 Druid Hills.pdf,15:51,2023003477,RA-Risk Assessment,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=24&page=0
304 Druid Hills.pdf,11:42,2023004106,S14-Information,304 Druid Hills Rd.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=25&page=0
304 Druid Hills.pdf,08:22,2023004724,S68-Police Service C,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=26&page=0
304 Druid Hills.pdf,15:34,2023007446,RA-Risk Assessment,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=27&page=0
304 Druid Hills.pdf,13:52,2023007711,SSD-Safe School Dril,304 Druid Hills Rd.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=28&page=0
304 Druid Hills.pdf,14:30,2023008727,SSD-Safe School Dril,304 Druid Hills Rd.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=29&page=0
304 Druid Hills.pdf,23:36,2023010690,AOA-Assist Other Age,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=30&page=0
304 Druid Hills.pdf,09:13,2023011717,DIR P,304 Druid Hills Rd.,ន,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=31&page=0
304 Druid Hills.pdf,13:54,2023013090,DIR P,304 Druid Hills Rd.,ន Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8001&row=32&page=0
405 S Riverhills.pdf,11:03,2022034836,S68-Police Service C,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=0&page=0
405 S Riverhills.pdf,20:35,2022034921,DP-Directed Patrol,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=1&page=0
405 S Riverhills.pdf,08:08,2022035161,XG-School Crossing,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=2&page=0
405 S Riverhills.pdf,09:01,2022035178,PWT-Park Walk Talk,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=3&page=0
405 S Riverhills.pdf,11:09,2022035203,DP-Directed Patrol,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=4&page=0
405 S Riverhills.pdf,14:38,2022035244,XG-School Crossing,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=5&page=0
405 S Riverhills.pdf,08:09,2022035352,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=6&page=0
405 S Riverhills.pdf,14:41,2022035413,1006-Busy,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=7&page=0
405 S Riverhills.pdf,08:09,2022035547,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=8&page=0
405 S Riverhills.pdf,08:57,2022035557,SSD-Safe School Dril,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=9&page=0
405 S Riverhills.pdf,14:12,2022035597,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=10&page=0
405 S Riverhills.pdf,07:53,2022036056,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=11&page=0
405 S Riverhills.pdf,08:17,2022036198,1006-Busy,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=12&page=0
405 S Riverhills.pdf,08:19,2022036199,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=13&page=0
405 S Riverhills.pdf,08:07,2022036340,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=14&page=0
405 S Riverhills.pdf,15:00,2022036410,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=15&page=0
405 S Riverhills.pdf,08:40,2022036926,T-Traffic Stop,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=16&page=0
405 S Riverhills.pdf,15:00,2022037141,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8001&row=17&page=0
