File Name,REC. TIME,EVENT#,CALL TYPE,LOCATION,Pd Zone:,Pd Grid:,Validation Link
10402 N 56th.pdf,12:49,2023004579,S68-Police Service C,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=13&page=3
10402 N 56th.pdf,14:08,2023004591,S14-Information,10402 N 56th St.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=14&page=3
10402 N 56th.pdf,14:44,2023004594,S68-Police Service C,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=15&page=3
10402 N 56th.pdf,13:40,2023004765,1006-Busy,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=16&page=3
10402 N 56th.pdf,18:12,2023005567,S22-Disturbance,10402 N 56th St.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=17&page=3
10402 N 56th.pdf,15:09,2023006380,S68-Police Service C,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=18&page=3
10402 N 56th.pdf,09:21,2023007414,S66-Civil Case,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=19&page=3
10402 N 56th.pdf,12:44,2023007433,S14-Information,10402 N 56th St.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=20&page=3
10402 N 56th.pdf,09:17,2023007674,RA-Risk Assessment,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=21&page=3
10402 N 56th.pdf,14:32,2023008363,1006-Busy,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=22&page=3
10402 N 56th.pdf,07:29,2023008648,STER-Traffic Enforce,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=23&page=3
10402 N 56th.pdf,17:07,2023008755,S04-Traffic Crash No,10402 N 56th St.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=24&page=3
10402 N 56th.pdf,17:18,2023008756,S45-911 Hang Up,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=25&page=3
10402 N 56th.pdf,15:28,2023008896,S16-Highway Obstruct,10402 N 56th St.,~ Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=26&page=3
10402 N 56th.pdf,12:55,2023009495,RA-Risk Assessment,10402 N 56th St.,~ Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=27&page=3
10402 N 56th.pdf,15:04,2023009515,S17-Attempt To Conta,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=28&page=3
10402 N 56th.pdf,10:48,2023009824,S31SD-Sim. Battery/a,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=29&page=3
10402 N 56th.pdf,06:57,2023009955,FP-Foot Patrol,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=30&page=3
10402 N 56th.pdf,09:50,2023009989,1017-Conducting Inve,10402 N 56th St.,~ Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=31&page=3
10402 N 56th.pdf,11:41,2023010014,S14-Information,10402 N 56th St.,~ Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=32&page=3
10402 N 56th.pdf,06:16,2023010230,DIR P,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=33&page=3
10402 N 56th.pdf,06:16,2023010727,DIR P,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=34&page=3
10402 N 56th.pdf,18:51,2023010854,DIR P,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=35&page=3
10402 N 56th.pdf,21:42,2023011069,STER-Traffic Enforce,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=36&page=3
10402 N 56th.pdf,04:18,2023011127,DIR P,10402 N 56th St.,Z2 ~,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=37&page=3
10402 N 56th.pdf,11:04,2023012093,S17-Attempt To Conta,10402 N 56th St.,Z2 ~,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=38&page=3
10402 N 56th.pdf,15:10,2023012151,DIR P,10402 N 56th St.,~ Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=39&page=3
10402 N 56th.pdf,01:27,2023012758,DIR P,10402 N 56th St.,Z2 ~,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8007&row=40&page=3
124 Flotto.pdf,10:42 07:44,2022037431 2022037574,RA-Risk Assessment STER-Traffic Enforce,124 Flotto Ave. 124 Flotto Ave.,Z2 Z2,236 236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=0&page=1
124 Flotto.pdf,11:12,2022039334,RA-Risk Assessment,124 Flotto Ave.,NNNNNN Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=1&page=1
124 Flotto.pdf,12:52,2022040336,SSD-Safe School Dril,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=2&page=1
124 Flotto.pdf,07:26,2022040817,STER-Traffic Enforce,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=3&page=1
124 Flotto.pdf,07:15,2022040951,STER-Traffic Enforce,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=4&page=1
124 Flotto.pdf,07:32,2022040954,T-Traffic Stop,124 Flotto Ave.,~,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=5&page=1
124 Flotto.pdf,07:41,2022040955,T-Traffic Stop,124 Flotto Ave.,~,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=6&page=1
124 Flotto.pdf,14:44,2022041015,S31SD-Sim. Battery/a,124 Flotto Ave.,~,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=7&page=1
124 Flotto.pdf,08:05,2022041102,S31SD-Sim. Battery/a,124 Flotto Ave.,~ Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=8&page=1
124 Flotto.pdf,17:56,2022041883,1006-Busy,124 Flotto Ave.,~,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=9&page=1
124 Flotto.pdf,11:04,2022042862,1006-Busy,124 Flotto Ave.,~,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=10&page=1
124 Flotto.pdf,22:20,2022044288,S13-Suspicious Vehic,124 Flotto Ave.,~,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=11&page=1
124 Flotto.pdf,10:28,2022044359,1006-Busy,124 Flotto Ave.,~,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=12&page=1
124 Flotto.pdf,10:56,2022044367,RA-Risk Assessment,124 Flotto Ave.,~,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=13&page=1
124 Flotto.pdf,11:06,2022044368,1006-Busy,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=14&page=1
124 Flotto.pdf,07:22,2022044836,STER-Traffic Enforce,124 Flotto Ave.,NNI,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=15&page=1
124 Flotto.pdf,20:43,2022044927,DIR P,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=16&page=1
124 Flotto.pdf,08:37,2022045392,1006-Busy,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=17&page=1
124 Flotto.pdf,11:30,2022045408,1006-Busy,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=18&page=1
124 Flotto.pdf,07:50,2022046008,SSD-Safe School Dril,124 Flotto Ave.,,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=19&page=1
124 Flotto.pdf,10:59,2022046183,RA-Risk Assessment,124 Flotto Ave.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=20&page=1
124 Flotto.pdf,17:21,2022046216,S15-Special Detail,124 Flotto Ave.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=21&page=1
124 Flotto.pdf,02:18,2022047610,S13-Suspicious Vehic,124 Flotto Ave.,Z2 ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=22&page=1
124 Flotto.pdf,16:53,2022047726,S14-Information,124 Flotto Ave.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=23&page=1
124 Flotto.pdf,12:56,2022048834,SSD-Safe School Dril,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=24&page=1
124 Flotto.pdf,13:23,2022048836,1006-Busy,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=25&page=1
124 Flotto.pdf,13:38,2022048838,RA-Risk Assessment,124 Flotto Ave.,Z2 ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=26&page=1
124 Flotto.pdf,09:14,2022049108,S68-Police Service C,124 Flotto Ave.,Z2 ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=27&page=1
124 Flotto.pdf,08:21,2022053763,SSD-Safe School Dril,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=28&page=1
124 Flotto.pdf,13:52,2022053804,S68-Police Service C,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=29&page=1
124 Flotto.pdf,13:40,2022054037,1006-Busy,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=30&page=1
124 Flotto.pdf,13:23,2023001171,S17-Attempt To Conta,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=31&page=1
124 Flotto.pdf,07:46,2023002525,STER-Traffic Enforce,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=32&page=1
124 Flotto.pdf,07:46,2023002526,STER-Traffic Enforce,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=33&page=1
124 Flotto.pdf,13:05,2023003596,SSD-Safe School Dril,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=34&page=1
124 Flotto.pdf,10:39,2023005214,1006-Busy,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=35&page=1
124 Flotto.pdf,07:08,2023005335,STER-Traffic Enforce,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=36&page=1
124 Flotto.pdf,07:04,2023005789,STER-Traffic Enforce,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=37&page=1
124 Flotto.pdf,07:07,2023007252,T-Traffic Stop,124 Flotto Ave.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=38&page=1
124 Flotto.pdf,08:51,2023007550 09:58,SSD-Safe School Dril,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=39&page=1
124 Flotto.pdf,-ated on,06/08/23 at,,,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8007&row=40&page=1
405 S Riverhills.pdf,07:56,2022041101,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=0&page=1
405 S Riverhills.pdf,08:50,2022041107,RA-Risk Assessment,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=1&page=1
405 S Riverhills.pdf,18:42,2022041177,S16-Highway Obstruct,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=2&page=1
405 S Riverhills.pdf,08:46,2022043290,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=3&page=1
405 S Riverhills.pdf,14:45,2022043340,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=4&page=1
405 S Riverhills.pdf,08:43,2022044030,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=5&page=1
405 S Riverhills.pdf,10:07,2022044217,SSD-Safe School Dril,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=6&page=1
405 S Riverhills.pdf,17:29,2022044771,S17-Attempt To Conta,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=7&page=1
405 S Riverhills.pdf,08:38,2022046850,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=8&page=1
405 S Riverhills.pdf,14:50,2022046897,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=9&page=1
405 S Riverhills.pdf,13:53,2022047020,SSD-Safe School Dril,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=10&page=1
405 S Riverhills.pdf,14:44,2022047030,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=11&page=1
405 S Riverhills.pdf,08:40,2022047250,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=12&page=1
405 S Riverhills.pdf,08:28,2022049104,S68-Police Service C,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=13&page=1
405 S Riverhills.pdf,09:50,2022050633,RA-Risk Assessment,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=14&page=1
405 S Riverhills.pdf,10:41,2022051408,S68-Police Service C,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=15&page=1
405 S Riverhills.pdf,08:29,2022051541,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=16&page=1
405 S Riverhills.pdf,13:43,2022053082,SSD-Safe School Dril,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8007&row=17&page=1
